"俞成","620811200210274304","后沙峪镇裕民大街3号院一幢一层1163室","亲属供养","父母事故双亡","湛乐","叔叔","良好","一级伤残","运动系统疾病","I077537659443","二类","2019-05-29"
"席琛","621006200704161985","雍和宫大街153号交道口北三条内","亲属供养","父母事故双亡","赵以","姨父","良好","六级伤残","泌尿系统疾病","I035788767697","一类","2019-05-18"
"吕娅琦","621206201103234722","苏州街15号","亲属供养","父母事故双亡","史仪","婶婶","良好","六级伤残","内分泌系统疾病","G070487265204","二类","2019-06-22"
"罗学祥","630110201607055078","九棵树西路142号旗舰凯旋小区底商","亲属供养","父母事故双亡","杨波宁","舅舅","良好","九级伤残","泌尿系统疾病","E075866644200","一类","2019-04-28"
"冯可","630313200705194752","小关西街7号牡丹园西里","亲属供养","父母事故双亡","韦进","舅舅","良好","八级伤残","其他疾病","B057202117000","三类","2019-03-10"
"臧平保","630813200504226240","京西古道景区内","亲属供养","父母事故双亡","卫瑾颖","伯母","良好","二级伤残","其他疾病","Q083827824931","二类","2019-04-07"
"赵昌成","630824200408167780","沙河镇老牛湾村口200米路西","亲属供养","父母事故双亡","汤秀娟","舅母","良好","九级伤残","呼吸系统疾病","A081215177734","一类","2019-03-20"
"韦维启","631614200510265037","长阳镇长阳路中粮万科长阳半岛广场4层","亲属供养","父母事故双亡","倪咏卿","婶婶","良好","一级伤残","神经系统疾病","J029417934855","二类","2019-04-15"
"孔安","640423200701107222","建国路华贸中心东区四层","亲属供养","父母事故双亡","杨辰","叔叔","良好","六级伤残","泌尿系统疾病","A034056993657","三类","2019-05-22"
"汪璧璐","641806200906301046","西山口地铁站南行200米（北大分校南行50米）","亲属供养","父母事故双亡","蒋力","叔叔","良好","九级伤残","运动系统疾病","O050219290810","一类","2019-03-17"
"狄民","650101201604233561","阜成路93号","亲属供养","父母事故双亡","禹颖","婶婶","良好","五级伤残","神经系统疾病","L037326410052","二类","2019-06-05"
"花娟","650520200109254324","八里庄南里","亲属供养","父母事故双亡","舒辉力","伯父","良好","三级伤残","消化系统疾病","I081942195068","三类","2019-04-19"
"贺梅","650818201110292441","南湖北路南湖东园二区224号楼","亲属供养","父母事故双亡","冯娅琦","婶婶","良好","五级伤残","消化系统疾病","S044214453545","三类","2019-05-19"
"于启","651108201105272166","后海鸦儿胡同19号","亲属供养","父母事故双亡","郝红","嫂嫂","良好","二级伤残","神经系统疾病","J034828156988","二类","2019-04-01"
"项东文","651626200712241051","胜古路","亲属供养","父母事故双亡","宋福","姨父","良好","五级伤残","内分泌系统疾病","R057618032031","三类","2019-04-26"
"史永","651707201303139801","三里屯路19号三里屯太古里北区地下一层","亲属供养","父母事故双亡","董心邦","伯父","良好","十级伤残","消化系统疾病","I057862374570","三类","2019-04-24"
"金光天","651716200109071053","王府井小吃街西口","亲属供养","父母事故双亡","禹绍功","哥哥","良好","三级伤残","呼吸系统疾病","S000115010522","二类","2019-04-25"
"伍红","651716200705019364","建国门内大街18号恒基中心商场2楼23号商铺","亲属供养","父母事故双亡","尹爽","姐姐","良好","九级伤残","泌尿系统疾病","E004416406140","二类","2019-03-16"
"奚厚庆","651821201803306948","中国北京市北京市朝阳区朝阳公园南路8号","亲属供养","父母事故双亡","伍士以","叔叔","良好","二级伤残","其他疾病","R017949741245","三类","2019-04-25"
"吕真环","710221200209132870","十三陵镇永陵村德陵路75号","亲属供养","父母事故双亡","米致树","哥哥","良好","七级伤残","消化系统疾病","L075395965366","一类","2019-04-04"
"庞杰涛","710502200302212788","东交民巷44号国家博物馆南","亲属供养","父母事故双亡","吴家","哥哥","良好","九级伤残","神经系统疾病","K033006397067","三类","2019-06-02"
"唐妹","710716201310114161","丰科路6号院万达广场5层5003号","亲属供养","父母事故双亡","水俊峰","姐夫","良好","二级伤残","运动系统疾病","Q063174066740","二类","2019-03-06"
"罗发","710809201407152311","广顺北大街16号望京华彩商业中心4层","亲属供养","父母事故双亡","史浩亮","哥哥","良好","一级伤残","呼吸系统疾病","J083017253251","二类","2019-05-08"
"卜荷丹","711008200301142371","团结湖中路南三条南门对面","亲属供养","父母事故双亡","昌义兴","舅舅","良好","四级伤残","呼吸系统疾病","K081207286166","二类","2019-03-22"
"朱娥玲","711416201703081700","溪翁庄镇石马峪","亲属供养","父母事故双亡","庞贞","姐姐","良好","三级伤残","泌尿系统疾病","N041098617714","一类","2019-03-03"
"阮良海","711610201107264179","长阳镇长阳路中粮万科长阳半岛广场4层","亲属供养","父母事故双亡","汪莺","姐姐","良好","六级伤残","呼吸系统疾病","J009857058583","一类","2019-03-04"
"蒋行时","711706201701148329","十里堡地铁站D西南口西150米","亲属供养","父母事故双亡","余会思","舅舅","良好","四级伤残","呼吸系统疾病","F049151003824","二类","2019-04-11"
"葛瑾颖","810117201606018071","工人体育场东路20号春平购物广场底商1层","亲属供养","父母事故双亡","花嘉","婶婶","良好","一级伤残","神经系统疾病","D082648928432","三类","2019-06-02"
"成桂","810121201401255678","兴盛大街骏城小区大门北侧","亲属供养","父母事故双亡","元冠","姐夫","良好","八级伤残","循环系统疾病","K055205485628","一类","2019-06-27"
"柳竹霭","810201201112112620","中关村大街15-3号","亲属供养","父母事故双亡","梁宜可","伯母","良好","二级伤残","呼吸系统疾病","H012723392918","三类","2019-06-02"
"秦鹏泽","810312200703123927","陶然亭路39号","亲属供养","父母事故双亡","毕亨奇","姐夫","良好","三级伤残","泌尿系统疾病","O085784379776","一类","2019-04-02"
"周娣叶","810603200704267754","月亮河河滨路1号","亲属供养","父母事故双亡","袁云莲","姐姐","良好","六级伤残","消化系统疾病","A030987631374","一类","2019-04-24"
"苏勇毅","811013200201261841","陶然亭路与黑窑厂路交叉口东北","亲属供养","父母事故双亡","禹琳素","姐姐","良好","八级伤残","其他疾病","N014121093121","三类","2019-05-26"
"顾翰","811210201112215545","东打磨厂街3号","亲属供养","父母事故双亡","纪荣","姐姐","良好","七级伤残","其他疾病","N075909324365","二类","2019-04-21"
"汪斌","811410200508062726","管庄朝阳北路三间房东路4号院欧尚超市院内","亲属供养","父母事故双亡","孔伟刚","哥哥","良好","八级伤残","其他疾病","B064469193543","二类","2019-04-02"
"雷胜","811518200409028484","徐宋路385号","亲属供养","父母事故双亡","冯文","姐夫","良好","七级伤残","其他疾病","F032445079055","一类","2019-06-21"
"元河哲","811526200606118330","喇叭沟门孙栅子村西李营7号","亲属供养","父母事故双亡","傅伯","叔叔","良好","五级伤残","呼吸系统疾病","S091681461700","三类","2019-06-19"
