"170","姜康朋","520911197311216779","许发策","450220199304221944","车船税","商用车货车","一般申报","2005-01-12","贾思岚","2003-01-13","1970-01-13","教育局","鄂州市税务局"
"171","贝聪娴","111814197203204060","戴岩","140926197911112858","资源税","煤炭","提退税款","2014-02-01","范芸菊","2012-02-02","1970-01-16","技监局","广州市税务局"
"172","秦仁","631512198102118344","葛洁","371626199303141750","营业税","建筑业","提退税款","2012-01-07","黄庆","2007-01-08","1970-01-14","工商局","新乡市税务局"
"173","席秀","121301198707263956","俞富琛","150428197702241649","个人所得税","工资、薪金所得","行为罚款","2008-03-08","李妍","2006-03-09","1970-01-14","公安局","鞍山市税务局"
"174","邹叶琦","141406197512073741","毛晓香","611205198608258506","城建税","增值税","提退税款","2007-07-29","薛峰思","2005-07-29","1970-01-13","工商局","昭通市税务局"
"175","杜进","111526199402162531","丁善","370322198604093844","城建税","增值税","提退税款","2006-05-08","马瑶","2004-05-08","1970-01-13","教育局","三亚市税务局"
"176","闵朋","710802198510046005","平功贵","410209197808204615","资源税","原油","一般申报","2005-11-06","祁琰","2002-11-07","1970-01-12","国税局","通化市税务局"
"177","熊哲思","430526197701055523","石茗婷","610617197812115725","个人所得税","劳务报酬所得","查补税款","2012-10-07","郭婉","2007-10-09","1970-01-14","国税局","太原市税务局"
"178","雷光生","610901197103231291","史霞艺","811023199104136293","资源税","金属矿","提退税款","2005-12-08","莫瑞","2002-12-09","1970-01-13","土地局","南平市税务局"
"179","葛勤","611813198902014838","齐达","341213197701219311","车船税","机动船舶","行为罚款","2009-08-07","韦珍","2003-08-09","1970-01-13","土地局","揭阳市税务局"
"180","成星文","140206197409054978","高航","211311197206106248","车船税","挂车","零散税收","2011-01-01","毕咏","2005-01-02","1970-01-13","国税局","河源市税务局"
"181","施厚","321514197704281959","包茂","430315197410172645","房产税","房产计税余值","预收税款","2010-04-12","甘炎仁","2007-04-13","1970-01-14","房产局","湖州市税务局"
"182","计黛香","650902199303157237","云英苑","811220197905219500","印花税","财产租赁合同","一般申报","2011-09-29","戚维飞","2006-09-30","1970-01-14","技监局","新乡市税务局"
"183","张芸","360515198401199911","穆羽亚","620514197601249406","契税","国有土地使用权出让","提退税款","2008-09-02","蒋茜玲","2004-09-03","1970-01-13","物价局","衡水市税务局"
"184","柳星策","810715196909073502","孟仁盛","431424199201251854","印花税","财产保险合同","行为罚款","2006-02-27","包冰","2001-02-28","1970-01-12","公安局","广州市税务局"
"185","董毓","811826198412317563","杨先言","531213198811062915","契税","土地使用权转让","行为罚款","2008-08-16","吴荔","2002-08-18","1970-01-12","土地局","邵阳市税务局"
"186","车星航","440303197707312363","时英","530523199001155716","契税","国有土地使用权出让","零散税收","2005-03-31","杨炎","2001-04-01","1970-01-12","国税局","焦作市税务局"
"187","包刚","451212197903233330","万朗士","220123198512034946","城建税","消费税","行为罚款","2007-07-26","成鹏俊","2003-07-27","1970-01-13","房产局","张掖市税务局"
"188","司成","621822198108021832","祁和","530624197710289151","房产税","租金收入","一般申报","2013-11-08","贺生","2008-11-09","1970-01-15","国税局","烟台市税务局"
"189","翟子会","361810199005116521","傅苑","420519198602072326","城建税","营业税","行为罚款","2014-05-09","苗蕊","2008-05-10","1970-01-14","技监局","白山市税务局"
"190","姚学","350912197204208176","齐茂元","130618198503057866","城建税","营业税","查补税款","2013-03-30","姚菁","2011-03-31","1970-01-16","地税局","襄樊市税务局"
"191","韩震","421622199006251388","龚菲媛","510211198105157687","城建税","营业税","预收税款","2012-03-14","祁思平","2006-03-16","1970-01-14","地税局","温州市税务局"
"192","屈栋","220619197705183322","周叶","371319199710082868","印花税","货物运输合同","查补税款","2014-01-06","裴香凡","2010-01-07","1970-01-15","国税局","漯河市税务局"
"193","盛倩","231310198708098223","卢健","410414198203207308","城建税","消费税","查补税款","2005-07-30","章 霭","2002-07-31","1970-01-12","公安局","广元市税务局"
"194","裴英莲","610711198508053857","龚天山","371822197712298579","城建税","增值税","预收税款","2008-10-23","管翰福","2002-10-25","1970-01-12","公安局","蚌埠市税务局"
"195","史富岩","360408197708281838","傅维先","610315199404125893","营业税","邮电通讯业","一般申报","2011-05-03","甄琦","2007-05-04","1970-01-14","教育局","三亚市税务局"
"196","费克","541020197108038127","喻凝冰","140524199104295631","车船税","其他车辆","提退税款","2006-06-23","常莲","2004-06-23","1970-01-13","教育局","扬州市税务局"
"197","王琛","631213198610158778","施菁亚","521605197005244865","个人所得税","经营所得","一般申报","2014-03-07","屈弘明","2009-03-08","1970-01-14","教育局","昭通市税务局"
"198","司凝岚","451212198503042982","喻言浩","360404198005197685","个人所得税","财产转让所得","提退税款","2010-03-28","宁聪筠","2005-03-29","1970-01-14","国税局","鹤岗市税务局"
"199","杨蕊英","651005198611054523","奚月艳","711424197408284974","个人所得税","利息、股息、红利所得","零散税收","2011-10-25","蔡东","2008-10-25","1970-01-15","国税局","金华市税务局"
"200","钟惠","141724199412192390","柯若","150801198906224397","城建税","营业税","预收税款","2008-06-30","施娜晶","2006-07-01","1970-01-13","地税局","泰安市税务局"
