"153","梅秀慧","431324197410078945","湖南省株洲市健安东路安贞西里二区3号楼","13400908520","秀兰泉","DYU324201432423","船舶电气","GMDSS限用操作员","","2005-12-14 00:00:00","DYU324201432423"
"154","邹康","460720198810288490","海南省海口市文华西路赵记蜜制烤翅旁","13206245531","海丰联信","YUO124200612503","船舶驾驶","三副","","2005-03-06 00:00:00","YUO124200612503"
"155","卞琛","531217197308095475","云南省昭通市北京朝阳区光华路soho219","13600838550","文兰泉","JZX122201111681","船舶驾驶","大副","","2013-08-18 00:00:00","JZX122201111681"
"156","孔仁以","711804198207153438","台湾市亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","15502055323","向洲","DUP225201173925","轮机管理","机工","","2010-08-10 00:00:00","DUP225201173925"
"157","彭融苑","630524197905234537","青海市国贸附近","13201743337","马来之星","YOX121201377368","船舶驾驶","船长","","2010-06-17 00:00:00","YOX121201377368"
"158","阮武谦","120222199609295566","天津市陆港城商业步行街内104-105号","15806745239","马来之星","BXP123200337980","船舶驾驶","二副","","2008-08-19 00:00:00","BXP123200337980"
"159","薛瑾","541211198111179472","西藏市朝阳北路青年汇104号楼底商102","13205195066","晓洋","DCM111200055377","船舶驾驶","船长","","2010-05-16 00:00:00","DCM111200055377"
"160","云政","310902199007229301","上海市王府井大街277号平房30,31,32栋","13101388203","宏扬","JJZ322200250070","船舶电气","二级无线电电子员","","2006-06-16 00:00:00","JJZ322200250070"
"161","卫琦爱","640202197908153821","宁夏市东直门内大街15-7号","15306862992","维春","JDU231201420979","轮机管理","轮机长","","2010-12-06 00:00:00","JDU231201420979"
"162","薛民振","230723198501129529","黑龙江省大庆市垂杨柳中街6号楼西侧平房","13200313366","向洲","JHH125200713947","船舶驾驶","水手","","2006-09-27 00:00:00","JHH125200713947"
"163","包融","360105198607313166","江西省吉安市民旺北胡同民旺园","13801110594","巴哈马","YNW215201260448","轮机管理","机工","","2007-11-03 00:00:00","YNW215201260448"
"164","管茜彩","210915197912189594","辽宁省沈阳市盘营沟路首城国际22号楼","15807872016","兴亚蔚山","DKN133200452076","船舶驾驶","二副","","2009-10-24 00:00:00","DKN133200452076"
"165","叶荷","460818198102283807","海南省三亚市窦店镇瓦窑头夹克的虾房山店","15707341547","芝兰泉","YYO312201442982","船舶电气","二级无线电电子员","","2007-01-20 00:00:00","YYO312201442982"
"166","梅之鹏","810806199708291828","香港市悦邻生活服务广场幸福超市一层底商","15805114864","向济","BFE112201266692","船舶驾驶","大副","","2013-02-18 00:00:00","BFE112201266692"
"167","穆慧","210228199509192758","辽宁省鞍山市悦邻生活服务广场幸福超市一层底商","13402108596","秀兰泉","DFL314200681555","船舶电气","GMDSS限用操作员","","2006-10-25 00:00:00","DFL314200681555"
"168","戴泰","421116197505086636","湖北省襄樊市东四北大街甲82-1号","13802026739","正利曼谷","YXE211200911985","轮机管理","轮机长","","2011-09-12 00:00:00","YXE211200911985"
"169","董震茂","460819197806227200","海南省三亚市青年沟路西50米","15301678306","蕙兰泉","BEP312200659711","船舶电气","二级无线电电子员","","2007-01-19 00:00:00","BEP312200659711"
"170","顾克言","511012197702286487","四川省攀枝花市成寿寺路136号中海城7号楼101-7室","15107080648","宏扬","BKT312200113272","船舶电气","二级无线电电子员","","2011-03-22 00:00:00","BKT312200113272"
"171","钟眉","530504198303229233","云南省昭通市礼贤街西口往东100米路北","13305224923","向济","YHY321200981410","船舶电气","一级无线电电子员","","2011-04-29 00:00:00","YHY321200981410"
"172","胡玉怡","130312198901304039","河北省沧州市文华西路赵记蜜制烤翅旁","13207601821","高丽基隆","JMH312200430491","船舶电气","二级无线电电子员","","2007-08-15 00:00:00","JMH312200430491"
"173","邵卿","151814197206244255","内蒙古市百子湾路16号","15800126604","东璐","JPG212200320993","轮机管理","大管轮","","2011-08-17 00:00:00","JPG212200320993"
"174","卜梅","151105198208259426","内蒙古市魏公村路近北京理工大学中央民族大学国家图书馆","15601012304","海丰联信","JTY114200226349","船舶驾驶","三副","","2012-06-10 00:00:00","JTY114200226349"
"175","鲍婕凝","651622199705267009","新疆市北京朝阳区光华路soho219","15805862669","兴亚蔚山","JTF211201117425","轮机管理","轮机长","","2008-10-18 00:00:00","JTF211201117425"
"176","尹思泽","211623198009106894","辽宁省沈阳市复兴路五棵松乐视体育生态中心内华熙live097商铺","13008328925","兴亚蔚山","BHZ324201057025","船舶电气","GMDSS限用操作员","","2011-08-04 00:00:00","BHZ324201057025"
"177","金惠霞","421005197801307767","湖北省鄂州市陈家林2号盈实大厦向西150米","15701207775","维春","DBN134200212052","船舶驾驶","三副","","2008-01-27 00:00:00","DBN134200212052"
"178","叶宏","501825198503042572","重庆市花园路8号","13800628038","罗兰泉","BKE123201053948","船舶驾驶","二副","","2012-10-30 00:00:00","BKE123201053948"
"179","季富","231101197801211997","黑龙江省大庆市窦店镇瓦窑头夹克的虾房山店","13505524825","正利曼谷","JLM121200245941","船舶驾驶","船长","","2007-09-05 00:00:00","JLM121200245941"
"180","席庆","460803199105058269","海南省海口市农业大学西校区","15103897212","宏勇","JIN225200456266","轮机管理","机工","","2005-11-10 00:00:00","JIN225200456266"
"181","孙燕","361316197205092639","江西省萍乡市百子湾路易构空间对面","15803920803","国富","JPW234201329311","轮机管理","三管轮","","2011-05-08 00:00:00","JPW234201329311"
"182","舒黛黛","410216197501119600","河南省周口市百子湾路易构空间对面","15503270493","芝兰泉","YEO211201226033","轮机管理","轮机长","","2012-09-14 00:00:00","YEO211201226033"
"183","章若彪","431827197104041077","湖南省永州市花园路8号","13106470784","高丽上海","YCF231200125357","轮机管理","轮机长","","2008-02-20 00:00:00","YCF231200125357"
"184","崔妍贞","120221199708176216","天津市黄寺大街佰隆大厦4层","15600140061","威兰德芝曼娜","BZL322201238296","船舶电气","二级无线电电子员","","2011-01-03 00:00:00","BZL322201238296"
"185","盛强启","500808199203116317","重庆市前孙公园胡同11号","15002398167","国裕","JEM324201281310","船舶电气","GMDSS限用操作员","","2013-04-04 00:00:00","JEM324201281310"
"186","邬斌","640312198709289171","宁夏市朝阳北路青年汇104号楼底商102","15704071261","芝兰泉","BCZ133200493726","船舶驾驶","二副","","2010-03-04 00:00:00","BCZ133200493726"
"187","侯亮固","421821197703085734","湖北省随州市塔营北街北双桥村村委会西行10米","13504377739","印尼之星","BMV122200532710","船舶驾驶","大副","","2013-04-29 00:00:00","BMV122200532710"
"188","吉祥致","131121199104212249","河北省邯郸市魏公村路近北京理工大学中央民族大学国家图书馆","13905526713","晓洋","YCR312201217652","船舶电气","二级无线电电子员","","2008-10-26 00:00:00","YCR312201217652"
"189","贾瑶","511306199704082363","四川省成都市红霞中路北京荣源兴业水站旁","13507547278","国芳","DQG115200888007","船舶驾驶","水手","","2005-10-30 00:00:00","DQG115200888007"
"190","潘奇江","461220197208245282","海南省海口市十八里店周庄嘉园C区4号院西门北200米","15706726550","罗兰泉","BPX224200881173","轮机管理","三管轮","","2008-08-24 00:00:00","BPX224200881173"
"191","祁顺亨","641324197312194809","宁夏市回龙观新龙城北街北区15号龙虾33私房菜","15904796849","威兰德WIN","DXY234200158390","轮机管理","三管轮","","2012-09-19 00:00:00","DXY234200158390"
"192","姜良","150311199012196284","内蒙古市欣宁街15号荟聚购物中心2楼","13804178970","兴亚蔚山","YEI313200789776","船舶电气","GMDSS通用操作员","","2005-05-02 00:00:00","YEI313200789776"
"193","曹宏","420226197504172307","湖北省武汉市东北旺苗圃厂部一区平房23号","13307617503","丽河","DFS235201443124","轮机管理","机工","","2005-08-04 00:00:00","DFS235201443124"
"194","毕朋元","371424198810027012","山东省东营市站前北街","13602256163","烈城","DGY113201320698","船舶驾驶","二副","","2005-05-13 00:00:00","DGY113201320698"
"195","翟秋蓉","120915197708311871","天津市文华西路赵记蜜制烤翅旁","13902994428","现代和谐","DSF323201071171","船舶电气","GMDSS通用操作员","","2011-06-25 00:00:00","DSF323201071171"
"196","汪亨富","360824197201164641","江西省景德镇市广顺北大街六佰本商业街","15900295248","维春","DRV223200053832","轮机管理","二管轮","","2009-04-27 00:00:00","DRV223200053832"
"197","石宁","610211199906232933","陕西省铜川市大屯北路金泉美食宫一层大屯里312-8","13306368638","永毅","BTL212200282710","轮机管理","大管轮","","2010-08-13 00:00:00","BTL212200282710"
"198","杨姬园","650822199904295741","新疆市百子湾路16号","15307487519","香港之星","DAS313200969299","船舶电气","GMDSS通用操作员","","2008-09-18 00:00:00","DAS313200969299"
"199","金融","320205199011284447","江苏省无锡市成寿寺路136号中海城7号楼101-7室","15000610622","易春","JVH314200419184","船舶电气","GMDSS限用操作员","","2009-01-17 00:00:00","JVH314200419184"
"200","沈伊","230801198205282504","黑龙江省牡丹江市百子湾路易构空间对面","13503172799","宇宙","JIH115200655207","船舶驾驶","水手","","2011-12-19 00:00:00","JIH115200655207"
