"148","南关区","大观园街道办事处","宝乐路","长春市南关区大观园街道宝乐路","诸柔","居民身份证","220822198402143323","13806526126","商业用房","504823168","859","2014-10-07","长春市房产管理局"
"149","桃城区","城南街道办事处","安业路","衡水市桃城区城南街道安业路","梁泰","居民身份证","410208198510204430","15104877196","文体娱乐设施","725754751","247","2013-10-31","衡水市房产管理局"
"150","邢台县","北下关街道办事处","长柳路","邢台市邢台县北下关街道长柳路","路蕊","居民身份证","411118198205301044","15700826548","商业用房","324759327","999","2016-09-10","邢台市房产管理局"
"151","天镇县","鑫源街道办事处","巡环北路","大同市天镇县鑫源街道巡环北路","邹荷","居民身份证","140122198711028690","13204832174","政府和公用设施","121203157","1081","2016-06-28","大同市房产管理局"
"152","平定县","北太平庄街道办事处","西渡北虹路","阳泉市平定县北太平庄街道西渡北虹路","姚悦菊","居民身份证","521206198003229458","15808497553","工业用途","521356602","224","2014-03-12","阳泉市房产管理局"
"153","盐田区","泺源街道办事处","常熟路","深圳市盐田区泺源街道常熟路","庞义航","居民身份证","511027198105025371","15805951545","工业用途","014887724","259","2012-08-29","深圳市房产管理局"
"154","兴县","相南街道办事处","翠钰路","吕梁市兴县相南街道翠钰路","戴福","居民身份证","331119198008141235","15106922465","经营用房","923865573","514","2011-09-22","吕梁市房产管理局"
"155","连江县","横现河街道办事处","巡环西路","福州市连江县横现河街道巡环西路","诸妍竹","居民身份证","370628198309088590","13001816874","工业用途","703540412","351","2012-04-20","福州市房产管理局"
"156","北仑区","羊坊店街道办事处","昌北路","宁波市北仑区羊坊店街道昌北路","云燕妹","居民身份证","520528197602076673","13405078936","商业用房","304775166","1036","2014-02-28","宁波市房产管理局"
"157","千山区","体育馆路街道办事处","安业路","鞍山市千山区体育馆路街道安业路","任辰河","居民身份证","501108199407285668","15805261942","文体娱乐设施","911895113","727","2014-09-24","鞍山市房产管理局"
"158","镇海区","高寨子街道办事处","滇池路","宁波市镇海区高寨子街道滇池路","邢雄","居民身份证","350208197902051962","13201864515","工业用途","023922815","210","2015-12-19","宁波市房产管理局"
"159","徐汇区","相山东街道办事处","成都北路","上海市徐汇区相山东街道成都北路","常康","居民身份证","231514198811274869","15805132330","商业用房","203910307","543","2016-11-16","上海市房产管理局"
"160","滦南县","高寨子街道办事处","淀浦路","唐山市滦南县高寨子街道淀浦路","姚霭瑾","居民身份证","111407197808012839","15802596872","商业用房","200467818","767","2015-02-22","唐山市房产管理局"
"161","同安区","六里山街道办事处","成都北路","厦门市同安区六里山街道成都北路","申眉","居民身份证","130627198911076822","15605705008","商业用房","824252406","1070","2013-07-16","厦门市房产管理局"
"162","清河县","前门街道办事处","宝乐路","邢台市清河县前门街道宝乐路","路卿","居民身份证","120108199808236132","13105596332","文体娱乐设施","823928774","421","2016-11-06","邢台市房产管理局"
"163","铁西区","八里庄街道 紫竹院街道办事处","东靖路","鞍山市铁西区八里庄街道 紫竹院街道东靖路","傅菁宜","居民身份证","461811198008281202","15503776451","文体娱乐设施","512797789","906","2014-03-06","鞍山市房产管理局"
"164","湘潭县","龙潭街道办事处","奥纳路","湘潭市湘潭县龙潭街道奥纳路","范策康","居民身份证","430915199905023442","13408124912","政府和公用设施","920166935","284","2016-08-21","湘潭市房产管理局"
"165","思明区","万寿路街道办事处","包桥下塘街","厦门市思明区万寿路街道包桥下塘街","张鸣哲","居民身份证","510328198711104788","13802052687","政府和公用设施","822640476","886","2016-08-08","厦门市房产管理局"
"166","天宁区","高寨子街道办事处","大西门街","常州市天宁区高寨子街道大西门街","沈叶丽","居民身份证","111607199603104716","15904388018","住宅","903321451","149","2013-02-23","常州市房产管理局"
"167","鹿城区","泉河街道办事处","宝昌路","温州市鹿城区泉河街道宝昌路","宁云希","居民身份证","531110199004184638","15606714614","文体娱乐设施","402764315","1186","2017-04-07","温州市房产管理局"
"168","下陆区","三堤口街道办事处","鞍山路","黄石市下陆区三堤口街道鞍山路","伏荷凡","居民身份证","421521198607064375","15508721630","政府和公用设施","520958247","805","2016-03-22","黄石市房产管理局"
"169","桃城区","七贤街道办事处","碧云路","衡水市桃城区七贤街道碧云路","侯姣","居民身份证","370602197312264977","13601648808","文体娱乐设施","920710394","523","2016-03-02","衡水市房产管理局"
"170","镜湖区","泺源街道办事处","大场东街","芜湖市镜湖区泺源街道大场东街","顾珊","居民身份证","110411197105083736","13801695541","经营用房","024842430","360","2012-11-16","芜湖市房产管理局"
"171","翼城县","双山街道办事处","白漾二弄","临汾市翼城县双山街道白漾二弄","袁菊茗","居民身份证","440221197807026742","15508840215","政府和公用设施","603439287","288","2011-08-06","临汾市房产管理局"
"172","西塞山区","体育馆路街道办事处","东胜路","黄石市西塞山区体育馆路街道东胜路","霍娜荷","居民身份证","611312198605277454","15601575910","文体娱乐设施","321948532","577","2013-12-14","黄石市房产管理局"
"173","闵行区","泉河街道办事处","包头南路","上海市闵行区泉河街道包头南路","程枝","居民身份证","230423197111066880","13004655464","政府和公用设施","015886264","435","2016-04-22","上海市房产管理局"
"174","郊区","清河街道办事处","长乐路","阳泉市郊区清河街道长乐路","翟妹露","居民身份证","131421197806116545","15504837870","商业用房","125613426","891","2012-04-14","阳泉市房产管理局"
"175","陵川县","羊坊店街道办事处","崇明大道","晋城市陵川县羊坊店街道崇明大道","石中永","居民身份证","611628199602101494","15204435284","文体娱乐设施","703292012","613","2016-12-22","晋城市房产管理局"
"176","岳塘区","相南街道办事处","长联路","湘潭市岳塘区相南街道长联路","颜海","居民身份证","220804197707277857","13100268615","住宅","723347131","201","2016-06-16","湘潭市房产管理局"
"177","虹口区","汉山街道办事处","白水路","上海市虹口区汉山街道白水路","翟富国","居民身份证","431304198004233198","15005780852","商业用房","904173054","585","2015-05-26","上海市房产管理局"
"178","西岗区","北太平庄街道办事处","长乐路","大连市西岗区北太平庄街道长乐路","林元","居民身份证","520808198111281923","15101823571","商业用房","503549970","299","2015-08-15","大连市房产管理局"
"179","矿区","莲花街道办事处","岱山路","大同市矿区莲花街道岱山路","云楠文","居民身份证","320108197007018822","13803674058","政府和公用设施","210188490","554","2012-11-10","大同市房产管理局"
"180","宝安区","刘桥街道办事处","百子庵街","深圳市宝安区刘桥街道百子庵街","庞育","居民身份证","321421197110154182","13000064694","文体娱乐设施","314178344","379","2015-01-08","深圳市房产管理局"
"181","虎丘区","汉中路街道办事处","大通路","苏州市虎丘区汉中路街道大通路","吉杰若","居民身份证","510912199409126444","13108806475","经营用房","102320201","1170","2013-06-10","苏州市房产管理局"
"182","清徐县","城关街道办事处","昌北路","太原市清徐县城关街道昌北路","贝启健","居民身份证","611309199501158419","13402888630","工业用途","910171550","1046","2015-05-02","太原市房产管理局"
"183","红桥区","城南街道办事处","板泉路","天津市红桥区城南街道板泉路","穆聪","居民身份证","530324199805288942","15906886666","政府和公用设施","220932597","1114","2013-03-15","天津市房产管理局"
"184","和平区","舜玉路街道办事处","车石路","沈阳市和平区舜玉路街道车石路","侯伟海","居民身份证","310711198812153611","13006305428","经营用房","410848250","295","2016-03-12","沈阳市房产管理局"
"185","栾城区","汉山街道办事处","城北路","石家庄市栾城区汉山街道城北路","费霄纨","居民身份证","340418197706195025","13303579077","经营用房","620342715","832","2017-02-16","石家庄市房产管理局"
"186","兴县","兴州街道办事处","安顺路","吕梁市兴县兴州街道安顺路","姜楠航","居民身份证","430313198710185438","15301206393","住宅","703833240","123","2016-03-01","吕梁市房产管理局"
"187","相城区","横现河街道办事处","达山路","苏州市相城区横现河街道达山路","卜华","居民身份证","341207197009248345","13704341784","商业用房","314892502","386","2013-06-14","苏州市房产管理局"
"188","赞皇县","泺源街道办事处","崇明北门路","石家庄市赞皇县泺源街道崇明北门路","马巧霞","居民身份证","610318198703012520","13600913036","住宅","813303662","249","2014-01-25","石家庄市房产管理局"
"189","临猗县","庄周街道办事处","板泉路","运城市临猗县庄周街道板泉路","蔡军","居民身份证","530906199703155040","15007065186","住宅","721744363","240","2014-04-05","运城市房产管理局"
"190","永嘉县","龙山街道办事处","八一路","温州市永嘉县龙山街道八一路","邬元军","居民身份证","131221198601287517","13604206506","文体娱乐设施","813669273","336","2013-07-10","温州市房产管理局"
"191","秦淮区","四里新村街道办事处","昌北路","南京市秦淮区四里新村街道昌北路","余裕","居民身份证","350711197403062948","15807527916","经营用房","802132632","895","2014-06-06","南京市房产管理局"
"192","芜湖县","任圩街道办事处","农谊路","芜湖市芜湖县任圩街道农谊路","屈民","居民身份证","131407198004215126","13506411471","政府和公用设施","425836195","268","2016-07-18","芜湖市房产管理局"
"193","左权县","颍西街道办事处","荡泾公路","晋中市左权县颍西街道荡泾公路","崔瑾","居民身份证","350112197211237436","13204605030","商业用房","103856786","717","2016-09-16","晋中市房产管理局"
"194","汉阳区","七里街道办事处","碧玉路","武汉市汉阳区七里街道碧玉路","施达涛","居民身份证","360918199605285494","13407644270","文体娱乐设施","213260011","618","2012-10-28","武汉市房产管理局"
"195","清苑县","海淀街道办事处","长宁支路","保定市清苑县海淀街道长宁支路","顾杰冠","居民身份证","520112199506018416","15907721484","政府和公用设施","521557459","509","2013-06-11","保定市房产管理局"
"196","浮梁县","城北街道办事处","昌达路","景德镇市浮梁县城北街道昌达路","姜刚","居民身份证","440519198112079291","13100846627","商业用房","202941121","677","2012-01-23","景德镇市房产管理局"
"197","金水区","大观园街道办事处","宝中路","郑州市金水区大观园街道宝中路","黄信","居民身份证","221313197005186226","13707883430","政府和公用设施","702349407","385","2015-09-02","郑州市房产管理局"
"198","沙河口区","北太平庄街道办事处","常熟路","大连市沙河口区北太平庄街道常熟路","苗锦月","居民身份证","510317198705151950","15205305228","工业用途","124318388","589","2016-12-18","大连市房产管理局"
"199","曲沃县","高寨子街道办事处","崇明北门路","临汾市曲沃县高寨子街道崇明北门路","熊宁","居民身份证","461827199001079881","13305593116","经营用房","215160251","993","2015-08-23","临汾市房产管理局"
"200","河东区","人民路街道办事处","祝景路","天津市河东区人民路街道祝景路","史贵榕","居民身份证","351722199205191041","15606475847","住宅","000322608","129","2011-10-06","天津市房产管理局"
