"安中","520919199803084172","硕士研究生","厦门进吉洪国际工程技术有限公司","高级计算机检验员","高级","计算机检验员","重庆康宏贸易有限公司","2019-05-19","E033037788381","旅游大类","二类"
"水泰盛","521223199410285606","博士研究生","沈阳富金春国际工程技术有限公司","中级音视频设备检验员","中级","音视频设备检验员","杭州公本利贸易有限公司","2019-04-18","G021637313932","资源环境与安全大类","三类"
"谢美娜","521314199511215978","专科","南京聚荣信物业管理有限公司","低级计算机检验员","低级","计算机检验员","广州元宝汇贸易有限公司","2019-05-25","K003703535906","交通运输大类","三类"
"任武新","521424199705123888","博士研究生","天津升盈国际工程技术有限公司","低级电子元器件检验员","低级","电子元器件检验员","济南浩通聚物业管理有限公司","2019-06-23","F074743883561","教育与体育大类","一类"
"康生龙","521709199510045929","博士研究生","北京圣优弘科技有限公司","低级电子元器件检验员","低级","电子元器件检验员","大连复汇股份有限公司","2019-04-30","N090199175604","公安与司法大类","三类"
"任发","521826199601124017","博士研究生","沈阳源进建筑产业集团有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","成都隆新正国际工程技术有限公司","2019-03-11","Q040412903762","文化艺术大类","二类"
"臧英华","530115199601121327","硕士研究生","上海福富巨环境建设股份有限公司","高级电子元器件检验员","高级","电子元器件检验员","深圳中义集团股份有限公司","2019-03-21","G039907503250","公共管理与服务大类","一类"
"穆枝思","530304199802056859","硕士研究生","北京千圣贸易有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","杭州同优寿环境建设股份有限公司","2019-05-23","I058568031162","土木建筑大类","三类"
"姜谦","530325199706297704","博士研究生","杭州佳泰贵计装饰工程有限责任公司","中级计算机检验员","中级","计算机检验员","成都昌晶美房产经纪有限公司","2019-06-27","C017393192702","轻工纺织大类","三类"
"任苑","530520199701281034","硕士研究生","杭州源进咨询管理有限责任公司","高级电子元器件检验员","高级","电子元器件检验员","广州洪源国际工程技术有限公司","2019-04-20","R002648216323","文化艺术大类","三类"
"凤燕彩","530626199507283926","博士研究生","北京干裕房产经纪有限公司","高级电子元器件检验员","高级","电子元器件检验员","大连永吉耀贸易有限公司","2019-06-23","C086615173778","新闻传播大类","四类"
"安松善","530810199502083562","专科","成都吉兴益集团股份有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","天津瑞万百环境建设股份有限公司","2019-06-02","L021611858115","水利大类","四类"
"郎胜","530913199601059988","硕士研究生","成都亨本同计装饰工程有限责任公司","低级计算机检验员","低级","计算机检验员","深圳福富巨建筑产业集团有限公司","2019-05-21","J025922396028","文化艺术大类","一类"
"康胜","530918199803174343","博士研究生","杭州亨本同国际工程技术有限公司","高级音视频设备检验员","高级","音视频设备检验员","重庆光信股份有限公司","2019-03-02","I032930946528","新闻传播大类","三类"
"任腾","531202199710123609","硕士研究生","成都公义计装饰工程有限责任公司","高级音视频设备检验员","高级","音视频设备检验员","济南丰鼎吉股份有限公司","2019-05-30","B078056595096","教育与体育大类","五类"
"齐中","531417199604277031","博士研究生","广州荣德顺房产经纪有限公司","中级音视频设备检验员","中级","音视频设备检验员","杭州公本利贸易有限公司","2019-06-04","B038590887922","公安与司法大类","五类"
"柏翰","531422199705186945","本科","天津富金春股份有限公司","高级电子元器件检验员","高级","电子元器件检验员","上海通浩房产经纪有限公司","2019-05-03","F047863992004","旅游大类","二类"
"罗璐","531627199501183408","博士研究生","天津美辉贸易有限公司","中级电子元器件检验员","中级","电子元器件检验员","杭州盛永房地产开发有限公司","2019-03-09","O036140597817","轻工纺织大类","二类"
"秦震","540319199506287698","专科","厦门宝千建筑产业集团有限公司","中级电子元器件检验员","中级","电子元器件检验员","大连丰巨咨询管理有限责任公司","2019-06-16","L083547004443","装备制造大类","三类"
"酆伦","540704199602122594","博士研究生","厦门巨弘同物业管理有限公司","中级计算机检验员","中级","计算机检验员","北京亨浩土石方工程有限公司","2019-03-25","S087297904605","生物与化工大类","三类"
"杜平保","540913199409136215","本科","成都顺合伟建筑产业集团有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","广州圣优弘土石方工程有限公司","2019-04-25","A009432962700","文化艺术大类","三类"
"邵壮","540921199607304558","博士研究生","南京公华房产经纪有限公司","中级计算机检验员","中级","计算机检验员","济南佳洪咨询管理有限责任公司","2019-05-10","B026587819826","文化艺术大类","三类"
"姚美娜","541407199602033937","本科","济南瑞万百贸易有限公司","低级计算机检验员","低级","计算机检验员","重庆捷国国际工程技术有限公司","2019-04-13","Q010391372048","公安与司法大类","三类"
"水毓","541423199803037462","硕士研究生","北京同贵源科技有限公司","高级计算机检验员","高级","计算机检验员","杭州丰成富科技有限公司","2019-05-03","J081924722845","医药卫生大类","二类"
"昌亚","610202199705084131","博士研究生","广州通满房产经纪有限公司","中级计算机检验员","中级","计算机检验员","天津复汇房地产开发有限公司","2019-06-30","M074228572547","交通运输大类","一类"
"蓝民","610504199709224455","专科","深圳圣优弘房产经纪有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","杭州同贵源股份有限公司","2019-06-08","H037854064255","生物与化工大类","一类"
"韩辉力","610909199701111606","博士研究生","厦门弘富贸易有限公司","中级电子元器件检验员","中级","电子元器件检验员","济南源公土石方工程有限公司","2019-06-12","O008987116914","教育与体育大类","一类"
"蒋泽","611120199610248855","专科","南京光福巨咨询管理有限责任公司","中级计算机检验员","中级","计算机检验员","重庆富金春计装饰工程有限责任公司","2019-05-25","N003940062887","水利大类","二类"
"庞顺","611216199708318715","硕士研究生","北京洪庆物业管理有限公司","低级音视频设备检验员","低级","音视频设备检验员","重庆义盛土石方工程有限公司","2019-06-28","D008725865610","公共管理与服务大类","二类"
"韦宁","611318199605245701","专科","南京美成土石方工程有限公司","低级电子元器件检验员","低级","电子元器件检验员","广州如源汇建筑装饰工程有限公司","2019-05-07","M029215416879","装备制造大类","四类"
"沈风航","611511199503238628","博士研究生","沈阳广光浩土石方工程有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","重庆康贵科技有限公司","2019-06-28","E043585733653","新闻传播大类","二类"
"唐哲","620209199606195127","专科","重庆康百通科技有限公司","低级电子元器件检验员","低级","电子元器件检验员","天津台生益房地产开发有限公司","2019-06-13","K004546559015","财经商贸大类","二类"
"顾波宁","620425199602292015","硕士研究生","济南复汇建筑产业集团有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","北京康宏股份有限公司","2019-06-15","N091994530860","农林牧渔大类","五类"
"邵富顺","620511199505148238","本科","沈阳光福巨贸易有限公司","低级电子元器件检验员","低级","电子元器件检验员","大连进安环境建设股份有限公司","2019-03-12","N041558341604","财经商贸大类","一类"
"苗秀娟","621116199505279098","博士研究生","沈阳干晶合集团股份有限公司","中级电子元器件检验员","中级","电子元器件检验员","杭州千圣建筑产业集团有限公司","2019-05-16","N047084770197","能源动力与材料大类","二类"
"项文","621123199503064218","硕士研究生","厦门台生益贸易有限公司","中级音视频设备检验员","中级","音视频设备检验员","南京干捷股份有限公司","2019-06-02","D033060329307","土木建筑大类","五类"
"袁婉娴","621313199409285219","博士研究生","杭州干捷贸易有限公司","低级音视频设备检验员","低级","音视频设备检验员","杭州长正升贸易有限公司","2019-04-25","D020386688439","交通运输大类","五类"
"杜贵福","630224199412068490","硕士研究生","天津洪源环境建设股份有限公司","低级电子元器件检验员","低级","电子元器件检验员","北京浩通聚国际工程技术有限公司","2019-03-27","R041285613064","公安与司法大类","一类"
"梁波宁","631026199612243870","博士研究生","杭州捷国房地产开发有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","重庆康贵建筑装饰工程有限公司","2019-05-09","J059760226314","电子信息大类","三类"
"鲍媛艳","631101199607253123","本科","北京东裕房产经纪有限公司","低级音视频设备检验员","低级","音视频设备检验员","北京公华股份有限公司","2019-04-05","Q099668203720","文化艺术大类","四类"
"孔琳素","631220199409183389","本科","上海公本利国际工程技术有限公司","中级计算机检验员","中级","计算机检验员","厦门瑞合皇环境建设股份有限公司","2019-06-30","C077816131529","公共管理与服务大类","四类"
"谢苑","631418199601085526","本科","天津富金春计装饰工程有限责任公司","低级音视频设备检验员","低级","音视频设备检验员","大连瑞合皇科技有限公司","2019-03-03","G003150606122","农林牧渔大类","二类"
"伏琼勤","631519199512301314","本科","厦门浩通聚建筑装饰工程有限公司","中级电子元器件检验员","中级","电子元器件检验员","南京干裕建筑产业集团有限公司","2019-04-18","G082210763584","土木建筑大类","一类"
"滕伯","631728199408166945","专科","厦门康宏咨询管理有限责任公司","低级电子元器件检验员","低级","电子元器件检验员","重庆佳泰贵建筑产业集团有限公司","2019-06-05","S078323035082","轻工纺织大类","二类"
"孟澜","640123199801036837","专科","上海洪生国际工程技术有限公司","中级电子元器件检验员","中级","电子元器件检验员","深圳隆新正房地产开发有限公司","2019-04-05","R045040604157","资源环境与安全大类","四类"
"奚波宁","640401199608131678","博士研究生","杭州复汇环境建设股份有限公司","高级音视频设备检验员","高级","音视频设备检验员","南京干裕科技有限公司","2019-05-05","L029855882762","土木建筑大类","四类"
"唐绍功","640722199705182672","博士研究生","重庆春和咨询管理有限责任公司","低级电子元器件检验员","低级","电子元器件检验员","深圳丰正恒建筑装饰工程有限公司","2019-04-02","L086607829732","农林牧渔大类","三类"
"章清","641008199511072001","本科","北京巨弘同科技有限公司","中级计算机检验员","中级","计算机检验员","成都万飞科技有限公司","2019-04-07","C072015812314","交通运输大类","一类"
"施天","641308199711125459","硕士研究生","广州汇盛聚环境建设股份有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","广州隆新正股份有限公司","2019-05-24","G015141898312","教育与体育大类","二类"
"项成","641808199502229136","硕士研究生","重庆同贵源国际工程技术有限公司","低级音视频设备检验员","低级","音视频设备检验员","南京合弘咨询管理有限责任公司","2019-03-26","H071099257980","旅游大类","一类"
"祁腾","650516199508254244","本科","成都圣优弘房产经纪有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","上海圣优弘物业管理有限公司","2019-04-22","S095183707595","公共管理与服务大类","五类"
"张馥","650710199710016560","专科","广州元宏计装饰工程有限责任公司","低级计算机检验员","低级","计算机检验员","重庆东裕环境建设股份有限公司","2019-03-04","N078390738682","食品药品与粮食大类","二类"
"舒悦昭","650919199507043577","本科","上海长正升环境建设股份有限公司","高级计算机检验员","高级","计算机检验员","天津康宏建筑产业集团有限公司","2019-06-03","L011955942720","轻工纺织大类","三类"
"韦琬茗","651213199604067360","本科","广州元春本土石方工程有限公司","中级电子元器件检验员","中级","电子元器件检验员","厦门利庆优咨询管理有限责任公司","2019-04-05","F019770354587","交通运输大类","一类"
"鲍梁栋","711026199607237135","博士研究生","济南亚泰庆咨询管理有限责任公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","重庆丰鼎吉股份有限公司","2019-03-11","P022523139970","旅游大类","一类"
"金清","711417199805089745","本科","深圳裕茂房产经纪有限公司","高级电子元器件检验员","高级","电子元器件检验员","济南飞凯咨询管理有限责任公司","2019-03-15","Q038456534868","装备制造大类","五类"
"和泽","711422199503024975","专科","上海通满咨询管理有限责任公司","低级电子元器件检验员","低级","电子元器件检验员","沈阳凯汇多建筑产业集团有限公司","2019-04-15","F097280046934","教育与体育大类","四类"
"凤思","711510199509157772","专科","天津弘富土石方工程有限公司","低级计算机检验员","低级","计算机检验员","济南伟生环境建设股份有限公司","2019-06-29","Q000051064931","资源环境与安全大类","一类"
"韩伦","811526199605042995","硕士研究生","广州元春本集团股份有限公司","低级计算机检验员","低级","计算机检验员","深圳干通亨股份有限公司","2019-05-30","K034907421820","资源环境与安全大类","三类"
