"曹博","650820198509085319","开放路劳动大厦东100米","13701476074","成都洪源集团股份有限公司","职工失业","2018-03-19","P065313893725","2019-01-09"
"袁政谦","650909199904205716","东直门内大街144号","13000298069","成都华飞计装饰工程有限责任公司","职工失业","2018-04-11","L052937939863","2018-07-31"
"穆有","651021199507094033","北苑家园清友园东侧4号楼","13502238273","成都合弘股份有限公司","城镇无业","2018-01-24","P056949638241","2018-10-26"
"萧才发","651111197207072290","牡丹园甲2号院 同观商业楼1层","13702796334","北京金润咨询管理有限责任公司","职工失业","2018-04-25","N061794536521","2018-09-04"
"水刚","651320198810106537","阜通东大街花家地30号楼","15602435844","厦门广光浩房地产开发有限公司","职工失业","2018-03-03","I039916166519","2019-04-28"
"卫中","651528199804258422","西红门嘉悦广场3号楼810室","15108031310","大连凯弘房产经纪有限公司","职工失业","2018-12-14","G067406427267","2019-02-09"
"梁馥","651727199303314525","七圣中街12号院爱琴海购物公园4层","13604230067","深圳利庆优科技有限公司","城镇无业","2018-03-20","F086387660663","2019-02-12"
"薛贞","710320197507079347","林翠路倚林佳园小区内会所餐厅","13102341012","沈阳安生股份有限公司","职工失业","2018-12-15","D009714581083","2019-01-03"
"姚天","710616197104218130","杏石口路89号","13805602662","广州东裕股份有限公司","城镇无业","2018-01-20","P098448855483","2018-02-16"
"伍滢馥","710922198812316711","百子湾南二路百子园15号楼102C号","13107453394","南京吉兴益建筑产业集团有限公司","城镇无业","2018-09-07","D088713918589","2019-05-16"
"屈武新","711217199110154676","阜成路93号","13600040725","南京宏鑫贸易有限公司","城镇无业","2018-04-03","G070266740307","2019-02-23"
"苏秋","711808199404267885","百子湾沿海赛洛城二条下沉街3-32号","15202662953","重庆元宝汇科技有限公司","职工失业","2018-10-08","G050227873352","2019-05-26"
"薛克伦","810315198712096909","玉桥中路106号","13405960939","天津飞润福房地产开发有限公司","职工失业","2018-06-01","L080232269749","2018-11-27"
"余鹏泽","810908198702217982","丰台北路20号","13301908299","天津华飞土石方工程有限公司","职工失业","2018-01-14","K088963903689","2018-11-10"
"卜妹","811012198603014183","双桥东路甲10号楼1层底商10-06","13408352937","南京全信房地产开发有限公司","职工失业","2018-03-17","K087804246424","2019-06-11"
"成佳嘉","811618197902046593","物流单","13507201843","广州进吉洪土石方工程有限公司","城镇无业","2018-10-24","I090645591697","2019-05-10"
