"常腾","511217197909063674","五彩城2楼315","13006234375","拖拉机","1SB-09","2","A038120831321","J040461023715","2017-10-27","招商银行","6999969563073580071","2017-11-26"
"曹辉力","511805197204121453","朝阳门外大街38号保罗大厦1层","13604937961","播种机","9VB-96","3","A092241596242","C078826504676","2016-01-09","中国建设银行","6498094563073584942","2018-12-24"
"康奇","511806198108171392","阳坊镇西贯市村北街路南临106号","13505522225","烘干机","1NI-92","1","L009384853418","L075335116613","2017-01-13","中国工商银行","6737211563073579685","2019-01-29"
"宋哲","520109199206179099","青年路西里国美餐饮街2号f9-2","13102947966","收割机","9BG-11","2","G031676657223","P064301480269","2017-04-30","中国民生银行","6765437563073579841","2018-01-10"
"葛舒","520423199806173303","前门大街东侧鲜鱼口老字号餐饮一条街","15507772176","挤奶机","3KU-82","3","D003067776045","C072162088215","2016-10-16","交通银行","6806428563073586609","2019-06-22"
"贝萍红","520618198610192293","渤海镇苇店村","15903792938","甘蔗收获机","1FC-58","2","L018884368919","B008793029218","2017-08-11","中国民生银行","6407309563073584274","2018-12-14"
"廉峰","520805199106072794","颐瑞中二路瑞都公园世家南区南门","15602821158","烘干机","6MM-10","2","I049536449441","P053240535527","2018-11-20","国家开发银行","6758208563073586145","2018-12-04"
"常冠","520822199206044702","纪家庙路与丰台东路交叉口","15505082138","烘干机","9CD-50","1","J079707189436","L098043272686","2017-09-30","中国农业发展银行","6344212563073587443","2017-10-09"
"孔苑","521625197808172481","东四五条139号","13908098725","拖拉机","3GU-04","2","S018078572951","K078183372352","2018-03-20","中信银行","6584034563073585345","2018-05-15"
"窦琼勤","521714197205243641","高碑店c区","15906508080","甘蔗收获机","4ZN-34","3","R074604582589","E027521205406","2018-09-14","中国农业银行","6551043563073582001","2019-01-28"
"纪卿","521715199102107744","常营中路民族家园综合楼13号","15001736176","拖拉机","2XZ-15","3","L095125950927","D018485170409","2017-07-09","中国邮政储蓄银行","6301441563073587701","2018-01-23"
"许冠","531417199202202415","纪家庙路与丰台东路交叉口","15107490606","烘干机","8HQ-38","2","M034560656425","G060103738781","2017-09-12","国家开发银行","6701140563073579604","2017-10-19"
"陈蓓","531615197705149519","玉桥街道潞阳桥西路花石匠东区旁","15607185486","播种机","3DB-79","2","A060017303454","M023710857984","2016-12-03","中国邮政储蓄银行","6908175563073583266","2019-04-10"
"姚超","541128198703254933","蒲方路18号","13802780608","拖拉机","3KU-17","3","P078061690118","O019596765174","2018-11-13","中国人民银行","6498309563073582525","2018-11-15"
"邬育","541214198002199951","后海北沿51号","15606771784","收割机","0NQ-20","1","P041744123027","D086142017886","2017-05-02","华夏银行","6923610563073583771","2018-05-17"
"汪风航","610112197306165415","西什库大街31-42号","15702866098","播种机","1WK-60","2","A059938830400","O007280391837","2018-02-06","中国民生银行","6496820563073581455","2019-05-17"
"姚家","610527199007252712","沙井胡同11号","13502556026","拖拉机","1BT-39","2","P063650219134","O008555504354","2017-07-27","招商银行","6797620563073588362","2017-08-11"
"戴祥","611204199201291685","新光天地北侧华贸公寓19号会所二层","13205058331","收割机","9HV-54","3","A067282600773","A000833435205","2016-06-20","中国民生银行","6338140563073583763","2017-06-03"
"邬仁","611315198306211718","安泰大街中粮祥云小镇九号院九号楼303室","13707127469","棉花采摘机","4RI-48","3","K021005098301","S053235079113","2017-07-13","中国邮政储蓄银行","6816238563073587960","2019-06-09"
"屈璐","620121197212142741","西直门内大街冠英园西区6号楼1门","13703980053","播种机","4YN-38","2","R064890968089","H074324438368","2018-10-16","中国建设银行","6667845563073580116","2019-01-24"
"滕腾","620717198404232885","芳草地西街11号小白楼","15702360572","棉花采摘机","7XG-23","2","F038138913713","G011467089572","2017-07-08","国家开发银行","6127235563073586470","2019-05-25"
"邬荔","621419198812174882","苹果园二区西门","13302962119","挤奶机","3SW-17","1","F089148293905","R052304129721","2017-05-21","国家开发银行","6962673563073584540","2018-12-26"
"殷炎德","621716199209065091","樱花园三区","15702282935","甘蔗收获机","9ZO-72","3","M088369883270","A027750592400","2017-11-30","中国民生银行","6170304563073581329","2019-04-08"
"曹寒","621813198801296247","萊锦产业园西门cn-18号强视传媒一层北侧","15606026239","棉花采摘机","3SA-78","1","Q096020873036","C094534806252","2018-02-13","中国人民银行","6770090563073585457","2018-05-11"
"周玉","630228197502104630","永旺珠江摩尔大厦8号楼底商","15500818815","甘蔗收获机","6EA-92","2","G048006169748","G039515362715","2017-11-16","中国工商银行","6283819563073584793","2017-11-18"
"汤河哲","630328199410275519","朝阳路花北西社区","15900741675","挤奶机","2DV-68","3","S011046548870","I049086474777","2016-11-01","中国民生银行","6556171563073580636","2019-04-17"
"鲍东文","630619197103188498","紫竹院路80号","13605883932","棉花采摘机","7XH-85","3","C068701214664","D043180570664","2016-05-12","中信银行","6507516563073588479","2019-02-15"
"元永","630821197910174089","南吉祥胡同13号","15503094876","甘蔗收获机","6PM-55","2","N077704788888","K077017076922","2017-06-14","中国银行","6886921563073586124","2018-05-22"
"冯清","630824198805304743","大角生活广场《瑞成广场》南门一层","13101873879","棉花采摘机","9PA-38","1","B080830204282","P046186871295","2016-12-03","中国邮政储蓄银行","6660680563073586975","2018-08-31"
"邹胜","631109199408157927","厂洼东一街3号","13408097592","棉花采摘机","1ZM-72","1","L051446642104","O012263107488","2017-02-06","交通银行","6301746563073582654","2018-05-31"
"倪韵融","631601198407206745","阳坊镇西贯市村北街路南临106号","13807371641","播种机","8GG-86","2","R059541583332","J090238593861","2017-12-22","中国人民银行","6798011563073584671","2018-12-06"
"薛之","631707197910156306","红螺寺路3号院（867路总站）旁","13206101861","甘蔗收获机","0CE-06","2","K097991208144","L042915753429","2017-05-07","中国建设银行","6332932563073581697","2019-02-05"
"萧永","640809198309196995","管庄西里21号楼","15005617210","播种机","9YD-62","3","P032835156474","F010552233234","2016-06-04","中信银行","6492978563073582635","2018-04-04"
"孔伊亚","641115199111179710","管庄镇旺角","13603740158","播种机","3FJ-30","1","E095852548096","E028158890199","2016-06-10","交通银行","6447523563073585467","2019-02-22"
"史宁欣","641202197907038137","十三陵镇康陵村25号院","13006382360","甘蔗收获机","0YO-58","3","A014737718111","L022617353269","2017-04-12","中国农业银行","6856494563073586744","2019-02-28"
"张强军","710113199010185388","通惠河南路雅世杰商务会馆北侧西行30米","13505385217","棉花采摘机","1NW-90","2","K018745404014","N011171911638","2016-01-04","中国光大银行","6893648563073587971","2016-09-19"
"贝河哲","710114199606296927","石门村东路12号","13203942917","拖拉机","9LV-00","3","S036433681131","J093089691391","2016-01-01","中国民生银行","6396933563073585189","2019-01-13"
"戴苑","710313199806039605","白家庄东里甲4号","13204645328","烘干机","2AL-65","2","E092319299796","K029562460905","2016-05-26","国家开发银行","6944112563073588225","2018-04-11"
"云辉力","711525197002142349","西三旗桥东新都东路1号","13204226950","拖拉机","4LU-65","3","P016281016361","M088555394378","2018-02-16","招商银行","6592150563073584562","2019-03-16"
"金河哲","711525197102179446","海淀街道海淀路23号","13301021317","甘蔗收获机","0PI-16","1","H031731584156","F022785626500","2017-01-17","国家开发银行","6676795563073584812","2018-07-01"
"鲍波宁","810423197206051077","地安门西大街57号什刹海体校内","15904496557","棉花采摘机","9WM-69","3","E012129219275","R082817975575","2016-11-18","华夏银行","6453467563073580621","2017-05-28"
"奚义兴","810610197309298985","朝阳门北大街2号港澳中心酒店1楼","15604937530","收割机","5AN-64","1","J065005952886","F056265030413","2018-12-23","中国光大银行","6761922563073583653","2019-03-18"
"计荔","810613199402015546","松曹路","13505348235","烘干机","4BL-68","1","G059154989711","Q008722727820","2016-12-25","中国建设银行","6283661563073587571","2017-05-04"
"和力","811007198701201819","顺义站前北街四排9号","15800962718","挤奶机","4VH-40","3","G034877462737","O052174810718","2018-04-14","中国邮政储蓄银行","6144708563073583405","2019-06-06"
"苗静淑","811107197601311620","后沙峪镇（速8酒店西）裕民大街32号","15901700263","播种机","8HU-87","3","E093135327498","S031146499931","2018-04-27","中国光大银行","6137923563073585601","2019-05-24"
