"汤红方","北京北京市西城区金融街街道
","14785977623","身份证","32030119600812138X","贵M68652","小型车","化工","他人赠与","东风本田艾力绅","LFV2A4JB4788583","YC6J100-30","2005/12/21","江苏省徐州市公安局交警支队车辆管理所","2022/8/14","2013/12/9"
"汪乱迹","河北石家庄市辛集市前营乡
","18340148375","身份证","131125198602051171","鲁F11019","大型车","租赁","财产抵押","上汽通用别克凯越","LFV4B5EB1430160","YC4A120-33","2010/1/9","青海省果洛藏族自治州公安局交警支队车辆管理所","2020/12/24","2015/3/19"
"沈再庭","天津天津市静海县杨成庄乡
","15657968914","身份证","350303196901242553","冀N23886","大型车","货运","财产抵押","广汽本田凌派","LFV4B89B2444067","YC4L150-30","2014/1/23","黑龙江省哈尔滨市公安局交警支队车辆管理所","2022/2/7","2009/10/16"
"沈火恶","河北石家庄市辛集市王口镇
","15993969774","身份证","653024195106192475","津M39454","中型车","公交客运","他人赠与","上海大众朗境","LFV4A6CB4309105","YC4A180-31","2009/5/7","湖北省随州市公安局交警支队车辆管理所","2022/4/27","2014/5/5"
"滕毛秘","天津天津市河西区友谊路街道
","17539016904","身份证","130101199706251349","沪F31441","小型车","化工","自己购买","比亚迪L3","LFV4A6CC5724944","YC6M100-31","2009/10/30","宁夏回族自治区银川市公安局交警支队车辆管理所","2022/1/8","2007/6/20"
"潘枪寻","北京北京市延庆县旧县镇
","15330566346","身份证","130303195105052788","桂J93820","中型车","营转非","自己购买","比亚迪S7","LFV9C1DA3941826","YC4M150-31","2008/1/13","河南省济源市公安局交警支队车辆管理所","2022/6/23","2012/10/2"
"潘缺论","天津天津市津南区小站镇
","17761808757","身份证","211021199502092316","京C88249","中型车","公交客运","财产抵押","上汽通用别克君威","LFV3B5FA2534773","YC6J120-33","2018/11/21","北京北京市公安局交警支队车辆管理所","2022/1/22","2007/12/18"
"潘著赶","北京北京市门头沟区城子街道
","15661590560","身份证","430527197811191277","新L74440","小型车","教练","自己购买","东风本田CR-V","LFV8A7HA2671249","YC6J150-31","2012/8/19","山西省长治市公安局交警支队车辆管理所","2020/7/12","2013/5/1"
"熊卖机","河北石家庄市新华区杜北乡
","17162700113","身份证","445202199810261677","川G74762","中型车","出租客运旅游客运","他人赠与","进口奥迪A1","LFV7C5CB4134380","YC6L180-33","2011/10/24","甘肃省甘南藏族自治州公安局交警支队车辆管理所","2020/9/27","2010/11/9"
"狄喝居","北京北京市丰台区马家堡街道
","13078883333","身份证","412727197808172162","宁I44869","小型车","消防","继承遗产","北京奔驰GLA级","LFV8C3AC5485902","YC4J180-30","2018/3/5","海南省万宁市公安局交警支队车辆管理所","2021/12/6","2010/11/21"
"狄纪司","天津天津市红桥区咸阳北路街道
","17577255801","身份证","533023196310022722","皖G24891","中型车","营转非","自己购买","上汽通用别克昂科拉","LFV3B4FA5582648","YC6L180-31","2008/8/4","内蒙古自治区乌兰察布市公安局交警支队车辆管理所","2021/10/7","2014/8/5"
"皮活录","北京北京市石景山区苹果园街道
","14588546965","身份证","140181198802032540","宁E91507","大型车","出租转非","财产抵押","进口大众途锐","LFV2A28B4905721","YC6J120-33","2016/6/15","内蒙古自治区乌兰察布市公安局交警支队车辆管理所","2020/9/27","2007/10/3"
"祁际礼","天津天津市红桥区西于庄街道
","13792831241","身份证","360424199311201105","津B91204","大型车","营转非","财产抵押","一汽奥迪A3","LFV6C7HC2079850","YC4J120-30","2005/2/13","甘肃省陇南市公安局交警支队车辆管理所","2021/7/1","2017/1/19"
"祝克脑","北京北京市通州区永顺
","17077438329","身份证","130801198303141545","冀N30146","大型车","其他","继承遗产","上汽通用别克昂科拉","LFV2C59C2182905","YC4L150-31","2014/7/14","广东省深圳市公安局交警支队车辆管理所","2021/8/14","2009/11/24"
"祝袋需","北京北京市延庆县四海镇
","17661306264","身份证","430121198606122825","新D99046","小型车","其他","自己购买","上汽通用别克君威","LFV1C8BA5171236","YC4A120-30","2007/3/17","贵州省毕节市公安局交警支队车辆管理所","2020/10/9","2013/10/10"
"禹皇相","北京北京市房山区霞云岭乡
","14539049653","身份证","372324195603151082","津B45629","大型车","警用","自己购买","比亚迪F0","LFV6B3JB2302995","YC4J100-31","2008/9/18","陕西省铜川市公安局交警支队车辆管理所","2022/11/10","2006/12/17"
"禹获周","北京北京市密云县石城镇
","14795015144","身份证","321102195306091870","新K86011","中型车","出租转非","自己购买","进口奥迪A8L","LFV1C3GA1604066","YC4L120-31","2006/3/4","福建省福州市公安局交警支队车辆管理所","2020/4/10","2012/6/7"
"穆白强","河北石家庄市元氏县南佐镇
","18088109614","身份证","330921198910161043","京E56483","大型车","化工","继承遗产","比亚迪宋","LFV7A8HC2403826","YC4J180-31","2018/9/2","陕西省铜川市公安局交警支队车辆管理所","2021/7/16","2016/3/17"
"章护吃","北京北京市密云县高岭镇
","13738862004","身份证","522722199110091005","鄂C61479","大型车","其他","他人赠与","一汽大众宝来","LFV8C8HC5340593","YC4J100-31","2014/3/21","江西省宜春市公安局交警支队车辆管理所","2020/5/17","2014/3/19"
"纪早同","北京北京市丰台区丰台街道
","14961989458","身份证","220602195602281655","皖M61051","中型车","工程抢险","财产抵押","东风本田思域","LFV3A1CB3980856","YC4L180-31","2011/12/28","安徽省黄山市公安局交警支队车辆管理所","2020/11/27","2007/9/9"
"罗流冲","北京北京市大兴区庞各庄镇
","13929928518","身份证","130724195401111328","皖J13353","小型车","营转非","自己购买","进口宝马7系","LFV4A59C5652497","YC4J120-33","2015/9/10","辽宁省辽阳市公安局交警支队车辆管理所","2021/4/18","2015/6/30"
"臧草相","河北石家庄市晋州市晋州镇
","15648793479","身份证","520330199911082915","闽L74853","小型车","非营运","财产抵押","一汽大众捷达","LFV9A4BA4263211","YC4A180-33","2012/11/12","青海省黄南藏族自治州公安局交警支队车辆管理所","2021/8/24","2017/1/23"
"舒买亮","天津天津市河西区马场街道
","17287796437","身份证","520321199512091550","贵C68388","小型车","非营运","财产抵押","上汽通用别克威朗","LFV6A2CB1585314","YC6A100-30","2008/10/30","湖北省随州市公安局交警支队车辆管理所","2020/7/7","2007/4/11"
"舒蒙管","河北石家庄市晋州市晋州镇
","15674344792","身份证","440105197810261255","浙J49616","小型车","公路客运","他人赠与","广汽本田雅阁","LFV3A79C3536734","YC6A180-33","2011/3/11","北京北京市公安局交警支队车辆管理所","2022/5/17","2011/11/23"
"花懂神","河北石家庄市行唐县只里乡
","13685243817","身份证","320602199901061638","粤D63246","小型车","营转非","财产抵押","广汽本田缤智","LFV7B1JA3816390","YC4A180-30","2008/1/6","黑龙江省佳木斯市公安局交警支队车辆管理所","2021/7/19","2011/6/20"
"花生阵","北京北京市东城区体育馆路街道
","17040664092","身份证","350430199207201135","宁H68200","中型车","救护","自己购买","进口奥迪A4","LFV8B3DB3329257","YC6L120-31","2013/9/7","天津天津市公安局交警支队车辆管理所","2022/1/6","2009/6/5"
"苏曾紧","北京北京市石景山区八角街道
","17663126519","身份证","330483198904241962","苏G76951","小型车","非营运","财产抵押","进口奥迪A7","LFV7A1HC5468292","YC4L150-31","2016/7/26","湖南省张家界市公安局交警支队车辆管理所","2021/7/29","2012/7/12"
"苗照水","北京北京市大兴区兴丰街道
","13640885870","身份证","150125196107122045","鲁H21376","大型车","公交客运","财产抵押","北京奔驰GLA级","LFV2A48B4139778","YC6M100-31","2011/4/6","黑龙江省大兴安岭地区公安局交警支队车辆管理所","2020/3/26","2011/10/5"
"范制曲","北京北京市房山区琉璃河
","18719761857","身份证","231003198006151440","皖M54579","小型车","公路客运","自己购买","东风标致3008","LFV1B8EA3983151","YC6A150-31","2012/7/29","上海上海市公安局交警支队车辆管理所","2022/12/23","2009/9/15"
"范司坐","河北石家庄市行唐县九口子乡
","15929712110","身份证","220203195202202465","赣D24643","大型车","货运","继承遗产","广汽本田歌诗图","LFV5A5FC3387116","YC4M100-33","2007/1/8","四川省内江市公安局交警支队车辆管理所","2020/10/5","2010/7/18"
"茅令组","天津天津市武清区崔黄口镇
","17218805062","身份证","371401196911152946","青A32015","中型车","出租客运旅游客运","继承遗产","上汽通用别克凯越","LFV7C6BA2608694","YC6L180-31","2015/8/25","河北省衡水市公安局交警支队车辆管理所","2021/4/27","2009/11/16"
"萧承力","天津天津市津南区八里台镇
","15760189318","身份证","36242119780516204X","青M37856","中型车","公交客运","他人赠与","上汽通用别克威朗","LFV8C19A1728941","YC6L100-33","2007/9/15","湖南省长沙市公安局交警支队车辆管理所","2022/7/10","2006/4/27"
"萧示后","天津天津市河西区下瓦房街道
","17618294470","身份证","51030119570705210X","豫E67183","大型车","其他","继承遗产","上海大众桑塔纳","LFV7C8AC5062987","YC4M120-31","2005/4/21","辽宁省朝阳市公安局交警支队车辆管理所","2020/6/2","2008/4/23"
"葛每式","河北石家庄市赵县韩村镇
","17277316410","身份证","410223197802222857","黑B16551","小型车","出租客运旅游客运","财产抵押","东风标致3008","LFV3C7JB5939140","YC6L100-30","2006/3/30","甘肃省嘉峪关市公安局交警支队车辆管理所","2020/5/23","2018/2/27"
"董划袋","河北石家庄市新华区新华路街道
","17797395598","身份证","441481199011102971","湘L44366","中型车","其他","财产抵押","一汽奥迪A6L","LFV8B3JB3687932","YC4A100-31","2010/2/21","安徽省亳州市公安局交警支队车辆管理所","2020/6/28","2014/11/23"
"董华吃","天津天津市和平区体育馆街道
","18065257712","身份证","54242519751008192X","青C73854","大型车","救护","继承遗产","上汽通用五菱560","LFV9A7FC5692110","YC4J180-30","2013/12/21","香港特别行政区新界公安局交警支队车辆管理所","2022/2/14","2017/11/14"
"董投呢","天津天津市和平区南市街道
","17575981420","身份证","522226196611072035","粤D51185","大型车","教练","自己购买","东风本田杰德","LFV4C5DC2123346","YC6J120-33","2008/11/24","辽宁省营口市公安局交警支队车辆管理所","2020/11/4","2015/7/24"
"董某特","北京北京市门头沟区龙泉
","15124631592","身份证","152824195201082797","冀D26744","大型车","工程抢险","财产抵押","上海大众朗行","LFV9A3HC4825622","YC4A120-31","2017/3/4","河北省石家庄市公安局交警支队车辆管理所","2020/7/23","2017/12/15"
"蒋历超","河北石家庄市桥东区彭后街道
","18570543712","身份证","210901199401122689","桂C57045","小型车","公路客运","财产抵押","比亚迪秦","LFV2A88B5270662","YC4M150-30","2018/11/11","北京北京市公安局交警支队车辆管理所","2022/1/11","2009/4/20"
"蒋戏赛","天津天津市宁河县芦台镇
","13946194127","身份证","320202196205211617","渝H67002","中型车","货运","继承遗产","北京奔驰GLK级","LFV9C3BB2597302","YC6M100-31","2010/10/8","云南省昆明市公安局交警支队车辆管理所","2021/7/17","2010/4/10"
"薛周比","天津天津市东丽区万新街道
","18835063244","身份证","440203195312131603","渝C27377","大型车","出租转非","财产抵押","比亚迪F0","LFV8B4HC2932786","YC4A120-31","2018/9/17","贵州省毕节市公安局交警支队车辆管理所","2021/2/11","2010/8/11"
"袁足意","河北石家庄市高邑县富村镇
","14944279558","身份证","460026196107232976","川I48413","大型车","营转非","财产抵押","上海大众朗境","LFV7B2GC5085327","YC4L180-33","2005/6/22","香港特别行政区九龙公安局交警支队车辆管理所","2021/4/23","2005/8/18"
"褚忆读","北京北京市密云县新城子镇
","17388723574","身份证","620104195409201211","青K96188","中型车","非营运","自己购买","上汽通用别克昂科拉","LFV1C3CB5295277","YC6M150-30","2008/1/29","澳门特别行政区澳门半岛公安局交警支队车辆管理所","2022/12/14","2018/10/11"
"褚翻列","北京北京市朝阳区来广营
","18864300079","身份证","211321199212141948","渝H74903","大型车","营转非","他人赠与","一汽大众高尔夫","LFV4C7GA1924032","YC4M180-30","2012/8/15","河南省安阳市公安局交警支队车辆管理所","2022/1/1","2010/10/19"
"褚题日","河北石家庄市赞皇县西龙门乡
","15768889833","身份证","522324198503162405","闽M27840","中型车","非营运","他人赠与","一汽奥迪Q5","LFV9A4CA3040421","YC6L120-30","2018/7/1","湖北省鄂州市公安局交警支队车辆管理所","2022/4/17","2013/6/26"
"许冷放","北京北京市丰台区东高地街道
","13583479062","身份证","433127198310262327","津M90785","大型车","出租客运旅游客运","继承遗产","上海大众朗境","LFV6B2AA5225065","YC6A150-30","2011/9/11","贵州省贵阳市公安局交警支队车辆管理所","2021/11/14","2007/10/26"
"谈合告","天津天津市静海县独流镇
","18381641659","身份证","130105198812051966","藏L72924","大型车","教练","财产抵押","比亚迪S7","LFV2B6FC2179489","YC6L180-31","2006/9/19","云南省昭通市公安局交警支队车辆管理所","2022/6/30","2012/1/22"
"谈感","北京北京市延庆县张山营镇
","15119280516","身份证","320681196906242157","桂I66583","小型车","警用","他人赠与","上海大众帕萨特","LFV6B4HB4359136","YC6A180-30","2013/9/29","广东省揭阳市公安局交警支队车辆管理所","2020/6/21","2012/5/17"
"谢了守","天津天津市宁河县造甲城镇
","17751155085","身份证","610728198802172627","川D30638","小型车","救护","继承遗产","华晨宝马3系","LFV6A1HA3836842","YC6A100-31","2007/9/17","湖南省永州市公安局交警支队车辆管理所","2020/12/6","2005/4/5"
"谢什立","天津天津市和平区小白楼街道
","14535014164","身份证","342901199511082375","桂K84908","中型车","非营运","他人赠与","东风标致301","LFV1C4EA2303910","YC4M180-31","2008/3/21","上海上海市公安局交警支队车辆管理所","2020/1/17","2018/3/2"
"谢够夫","河北石家庄市新华区新华路街道
","18434148312","身份证","120107197102201217","闽H68078","中型车","化工","继承遗产","一汽奥迪Q5","LFV5A5JC3127977","YC6M120-33","2014/2/1","四川省南充市公安局交警支队车辆管理所","2022/10/4","2011/6/11"
"谢料份","河北石家庄市灵寿县寨头乡
","14939395908","身份证","320583195911102717","青K83351","大型车","警用","他人赠与","进口奥迪Q5","LFV3A5BA3103093","YC4J180-33","2010/6/6","海南省文昌市公安局交警支队车辆管理所","2022/11/6","2008/7/29"
"谢物村","天津天津市河东区富民路街道
","18550206561","身份证","530122197311122128","皖N91855","大型车","工程抢险","自己购买","东风本田杰德","LFV6B2AB2329206","YC4A100-33","2016/9/2","吉林省白山市公安局交警支队车辆管理所","2022/6/26","2017/12/2"
"谢独众","北京北京市门头沟区清水镇
","14767442704","身份证","522625196207212643","桂M78908","小型车","公交客运","继承遗产","北京奔驰C级","LFV9B4HB2451821","YC4M120-30","2017/10/7","宁夏回族自治区石嘴山市公安局交警支队车辆管理所","2021/12/8","2010/7/1"
"谢该资","河北石家庄市无极县七汲镇
","17156656238","身份证","510132195312292188","皖C40327","大型车","救护","继承遗产","广汽本田奥德赛","LFV7A5GB5996942","YC4M120-31","2007/7/6","陕西省西安市公安局交警支队车辆管理所","2022/12/11","2015/4/8"
"费宣送","天津天津市南开区长虹街道
","14584007734","身份证","120102198106081535","辽B85184","小型车","工程抢险","继承遗产","进口奥迪A5","LFV4A4GC2420395","YC4L120-30","2011/11/11","贵州省遵义市公安局交警支队车辆管理所","2022/12/22","2011/12/27"
"费引备","天津天津市西青区王稳庄镇
","15266173073","身份证","330481199210211453","琼B39577","中型车","出租客运旅游客运","自己购买","比亚迪G5","LFV3B3EA2500870","YC6M180-31","2016/4/1","上海上海市公安局交警支队车辆管理所","2021/6/26","2011/5/14"
"贺亮种","河北石家庄市高邑县中韩乡
","13824409349","身份证","410182198610161083","浙M47539","大型车","出租转非","财产抵押","比亚迪M6","LFV9B89C1265600","YC6M150-30","2016/11/19","浙江省绍兴市公安局交警支队车辆管理所","2021/1/1","2014/1/20"
"贺古即","北京北京市怀柔区怀北镇
","14728402312","身份证","632224196303152086","沪M70967","大型车","公路客运","财产抵押","东风本田思域","LFV4A3AB2056462","YC6J120-33","2010/1/18","湖北省荆门市公安局交警支队车辆管理所","2021/7/10","2005/1/4"
"贺康统","河北石家庄市平山县杨家桥乡
","14728986317","身份证","220181199506281918","冀L28465","大型车","消防","财产抵押","上汽通用别克英朗XT","LFV1A3BC2209934","YC4M120-31","2013/11/19","香港特别行政区新界公安局交警支队车辆管理所","2020/10/11","2017/2/20"
"邬向吸","河北石家庄市元氏县姬村镇
","14795504516","身份证","130104199706241318","苏D86874","大型车","公交客运","自己购买","北京奔驰GLA级","LFV3B3AC3141771","YC6M150-31","2006/11/29","浙江省金华市公安局交警支队车辆管理所","2022/9/13","2015/2/4"
"邬新玩","天津天津市宝坻区大白庄镇
","13411091926","身份证","22038119521218121X","宁J61145","中型车","租赁","自己购买","上汽通用别克君越","LFV4B3CB1430178","YC4A120-30","2007/1/12","湖南省郴州市公安局交警支队车辆管理所","2021/11/12","2011/6/3"
"邵眼值","河北石家庄市新华区赵陵铺镇
","13360752432","身份证","320922199004152558","皖E70055","中型车","出租转非","自己购买","上汽通用五菱560","LFV7C8BB2975333","YC4L120-31","2013/9/12","青海省海东市公安局交警支队车辆管理所","2022/3/29","2012/1/25"
"邹加式","天津天津市武清区石各庄镇
","17560176022","身份证","540121195302112880","藏F11916","大型车","警用","财产抵押","东风本田哥瑞","LFV3B8DC5800256","YC4A120-30","2015/12/29","新疆维吾尔自治区乌鲁木齐市公安局交警支队车辆管理所","2022/12/27","2015/10/17"
"邹端","天津天津市津南区津南国家农业园区
","15012978856","身份证","350623197407292033","鄂M98761","中型车","营转非","他人赠与","比亚迪S6","LFV1C8CA3940771","YC6L120-30","2011/7/10","吉林省通化市公安局交警支队车辆管理所","2021/9/30","2016/2/14"
"郝水现","河北石家庄市辛集市小辛庄乡
","17810547061","身份证","431201199701271479","浙F61065","大型车","营转非","自己购买","比亚迪S7","LFV4A2HA3457512","YC6L100-33","2008/1/9","上海上海市公安局交警支队车辆管理所","2021/10/12","2017/10/30"
"郝沙集","天津天津市南开区体育中心街道
","17646298684","身份证","13108219630409247X","浙D57946","大型车","公路客运","他人赠与","东风标致207","LFV9C2FC4941854","YC6A180-30","2017/2/7","湖北省荆州市公安局交警支队车辆管理所","2020/6/19","2014/3/18"
"酆光","天津天津市南开区水上公园街道
","14712205560","身份证","362326196402041472","琼C74579","中型车","非营运","继承遗产","上海大众帕萨特","LFV2C2HB2678890","YC4L150-31","2015/12/25","台湾嘉义县公安局交警支队车辆管理所","2022/7/26","2017/7/10"
"酆容庭","天津天津市河东区中山门街道
","13491410548","身份证","140603199006242048","鄂I69942","中型车","化工","他人赠与","进口奔驰B级","LFV7A89B5556766","YC6L120-30","2005/2/12","北京北京市公安局交警支队车辆管理所","2021/5/27","2018/4/5"
"酆编","北京北京市怀柔区宝山镇
","13993361268","身份证","360122199312112826","津M86797","小型车","公交客运","他人赠与","上汽通用别克威朗","LFV3A59A1891564","YC4J100-31","2008/7/22","山东省聊城市公安局交警支队车辆管理所","2020/11/11","2007/11/21"
"金报日","北京北京市昌平区十三陵镇
","13597790555","身份证","450821199801301402","湘L53726","大型车","货运","财产抵押","比亚迪F0","LFV7C8BA3623545","YC6L180-33","2006/3/30","贵州省安顺市公安局交警支队车辆管理所","2021/10/26","2014/10/8"
"钱慢馆","北京北京市延庆县沈家营镇
","15063664170","身份证","610632195211072937","苏A61237","小型车","其他","财产抵押","上汽通用别克君越","LFV8C59B4975300","YC6A180-30","2016/10/30","陕西省商洛市公安局交警支队车辆管理所","2020/2/21","2006/4/28"
"钱表皇","北京北京市房山区南窖乡
","13051937358","身份证","612723199405091561","浙C19004","中型车","非营运","自己购买","东风标致2008","LFV9C1FB5241486","YC4L100-30","2007/1/29","湖北省襄阳市公安局交警支队车辆管理所","2021/3/31","2011/11/19"
"钱险姐","天津天津市和平区小白楼街道
","15690486188","身份证","452229196910262998","赣I60206","大型车","其他","继承遗产","一汽大众迈腾","LFV8B7DB4251821","YC6A150-31","2009/12/18","青海省西宁市公安局交警支队车辆管理所","2020/2/8","2013/12/14"
"陈平忍","河北石家庄市深泽县桥头乡
","13516906088","身份证","23070119810530243X","鲁E87629","小型车","救护","自己购买","广汽本田缤智","LFV6B4FA3782857","YC4M150-33","2016/7/14","湖南省邵阳市公安局交警支队车辆管理所","2022/3/12","2014/10/28"
"陈必丝","河北石家庄市井陉县测鱼镇
","17878528133","身份证","370104198505201926","皖C27584","小型车","教练","继承遗产","上汽通用别克威朗","LFV2C3AC3407037","YC6L180-33","2011/11/13","海南省保亭黎族苗族自治县公安局交警支队车辆管理所","2022/12/9","2015/7/31"
"陶呢风","河北石家庄市无极县郭庄镇
","18344834148","身份证","612527195806042636","贵F64316","中型车","化工","自己购买","上汽通用别克君威","LFV5B3DB1069298","YC4M180-30","2011/9/17","新疆维吾尔自治区阿克苏地区公安局交警支队车辆管理所","2022/12/14","2014/12/23"
"陶脱剧","河北石家庄市新乐市东王镇
","18274474544","身份证","532728196907211859","豫B79805","大型车","公路客运","他人赠与","广汽本田歌诗图","LFV6C3FB5179345","YC4A180-30","2010/9/4","上海上海市公安局交警支队车辆管理所","2022/5/18","2018/3/26"
"雷尔任","天津天津市河西区友谊路街道
","13320506757","身份证","152726198612072245","渝E29154","小型车","警用","他人赠与","进口奥迪A7","LFV4B5BB5515576","YC6M100-33","2015/10/26","上海上海市公安局交警支队车辆管理所","2021/11/5","2008/4/28"
"雷点错","天津天津市红桥区双环村街道
","13847393389","身份证","612522196711142178","宁J67368","小型车","化工","自己购买","广汽本田凌派","LFV9A6EC4162299","YC4M150-33","2005/8/12","上海上海市公安局交警支队车辆管理所","2021/3/26","2012/4/26"
"韦六丈","天津天津市河北区鸿顺里街道
","13174185243","身份证","450902197009141043","津J77123","中型车","其他","继承遗产","上汽通用别克英朗XT","LFV4C8CB3001310","YC6A100-30","2012/4/11","安徽省蚌埠市公安局交警支队车辆管理所","2020/9/11","2005/1/14"
"韩举妹","天津天津市河北区鸿顺里街道
","15542294416","身份证","330801195812082152","新E64186","小型车","工程抢险","自己购买","东风标致301","LFV5B7GA1709944","YC6J100-31","2011/7/12","吉林省长春市公安局交警支队车辆管理所","2020/7/25","2016/7/17"
"韩山两","河北石家庄市正定县正定镇
","17233121488","身份证","330282196511022260","鲁J39915","中型车","工程抢险","自己购买","进口宝马1系","LFV2A6HA1230221","YC6L100-33","2006/3/1","北京北京市公安局交警支队车辆管理所","2021/9/27","2016/3/26"
"韩电千","北京北京市平谷区南独乐河镇
","18082459644","身份证","150401195111051251","津N98564","小型车","出租客运旅游客运","财产抵押","一汽奥迪A6L","LFV6A3GC2115935","YC4A150-31","2017/10/20","陕西省西安市公安局交警支队车辆管理所","2022/11/13","2012/11/20"
"顾快河","河北石家庄市新华区大郭镇
","18084029474","身份证","511126197604291155","沪J10972","大型车","其他","继承遗产","东风本田杰德","LFV2B38A4058705","YC6M180-30","2012/5/6","陕西省汉中市公安局交警支队车辆管理所","2020/8/12","2007/7/8"
"马千精","天津天津市北辰区瑞景街道
","15297509269","身份证","450104195310071486","皖C75448","大型车","营转非","财产抵押","一汽奥迪A3","LFV1A4FC1641536","YC6J120-30","2014/9/14","山西省大同市公安局交警支队车辆管理所","2021/5/3","2006/11/16"
"魏怀它","北京北京市怀柔区宝山镇
","15563143200","身份证","421023195502231455","豫J79666","小型车","租赁","财产抵押","上海大众朗逸","LFV9B6BC1865800","YC6A120-30","2017/8/2","四川省阿坝藏族羌族自治州公安局交警支队车辆管理所","2021/11/15","2013/9/4"
"鲁则集","河北石家庄市藁城市廉州镇
","17550113966","身份证","460030195708051062","晋K62011","大型车","公交客运","他人赠与","一汽大众速腾","LFV6C7GB2616231","YC4M150-30","2009/8/20","内蒙古自治区包头市公安局交警支队车辆管理所","2020/6/22","2012/7/30"
"鲁吗么","北京北京市石景山区金顶街街道
","17880078378","身份证","412801199211192292","青E71644","中型车","工程抢险","自己购买","北京奔驰C级","LFV7B2AA3832935","YC6J100-30","2010/9/5","山东省潍坊市公安局交警支队车辆管理所","2022/11/23","2007/3/31"
"鲁坤底","天津天津市北辰区红旗农场
","18651165592","身份证","34112619900511148X","津H60700","中型车","出租客运旅游客运","他人赠与","东风本田思铭","LFV2B3FC1441583","YC4J100-31","2018/1/12","上海上海市公安局交警支队车辆管理所","2022/5/30","2007/12/11"
"鲍价原","天津天津市静海县陈官屯镇
","15221465756","身份证","410702197004191625","渝E95236","小型车","货运","自己购买","比亚迪S6","LFV7C8GA1025494","YC6M100-31","2012/12/17","海南省屯昌县公安局交警支队车辆管理所","2022/6/11","2015/1/14"
"鲍平处","北京北京市怀柔区琉璃庙镇
","17361937163","身份证","610627199107091852","晋M31197","小型车","非营运","他人赠与","一汽大众迈腾","LFV5B6AC1949918","YC6L150-33","2009/2/6","天津天津市公安局交警支队车辆管理所","2021/4/10","2015/5/5"
"鲍设走","天津天津市河西区马场街道
","14554467496","身份证","210504197005301552","藏I11368","大型车","出租转非","财产抵押","上海大众朗逸","LFV6A2JC5547025","YC6J180-30","2007/11/28","湖南省长沙市公安局交警支队车辆管理所","2020/3/4","2008/9/23"
"齐乱","河北石家庄市长安区西兆通镇
","15630592051","身份证","441602199911011181","津I33570","中型车","租赁","财产抵押","进口宝马1系","LFV8B8CB3546857","YC6M100-30","2018/8/29","湖南省娄底市公安局交警支队车辆管理所","2022/6/29","2009/3/26"
"齐技默","河北石家庄市赞皇县院头镇
","14796701060","身份证","441882199209031943","豫C60362","小型车","租赁","他人赠与","北京奔驰GLA级","LFV5C1HC3219728","YC6M100-30","2008/2/16","河南省济源市公安局交警支队车辆管理所","2020/2/1","2016/9/21"
