"尹磊民","411611199706237591","检查发现","E061222356222","已处理","北京宝千房产经纪有限公司","法律、行政法规规定的其他行政处罚","甘家口甲8号甘家口大厦南侧北方朗逸酒店","宝丰二路与宝通寺路三叉路口","2019-04-24","青G·Y1TM8","中卡","黄色","超载","湖南省交通部"
"项博","411701199509245086","群众举报","N051625477340","已处理","厦门佳洪建筑产业集团有限公司","责令停产停业","建国门内大街18号恒基中心商场2楼23号商铺","东西湖大道与白云路三叉路口","2019-06-10","闽M·7OFSO","面包车","蓝色","超载","湖南省交通部"
"岑平保","411813197012249972","检查发现","R004709903027","待处理","济南丰成富环境建设股份有限公司","法律、行政法规规定的其他行政处罚","延寿镇牛蹄岭旅游新村","白沙洲大道与董家沟巷三叉路口","2019-06-10","冀Y·P7DJR","皮卡","蓝色","超速","重庆市交通部"
"鲁霞香","420119199410187500","有关部门移送","J048384793732","处理中","济南进吉环境建设股份有限公司","行政拘留","酒仙桥路甲4号3号楼二层商业F203","八古墩西四巷与楚河南路十字路口","2019-05-15","宁G·U8PSX","面包车","蓝色","超载","青海省交通部"
"屈博","420203197910051968","上级交办","B045914512687","待处理","大连凯汇多环境建设股份有限公司","法律、行政法规规定的其他行政处罚","怡馨家园南门5号楼底商","保望堤社区北二路与宝通寺路三叉路口","2019-05-21","宁R·AI19F","面包车","蓝色","超载","湖北省交通部"
"于利清","420320199302103691","上级交办","L091725715882","处理中","成都汇盛聚建筑装饰工程有限公司","行政拘留","阜石路当代商城北侧停车场104号","板厂街与保望堤社区北二路十字路口","2019-03-28","陕R·FXRHY","面包车","蓝色","超载","浙江省交通部"
"赵华","420402197701181493","群众举报","S054304927876","处理中","广州升盈物业管理有限公司","警告","安苑路安苑东里1区2号楼","丁字桥路与八古墩东三巷十字路口","2019-03-16","浙W·BZ4KJ","中卡","黄色","超速","吉林省交通部"
"平卿","420528199805291019","检查发现","Q045153597548","已处理","南京公义咨询管理有限责任公司","行政拘留","芳星路芳星园二区19号楼1号平台","毕升路与百泰路十字路口","2019-04-17","台W·JVDFL","中卡","黄色","超载","湖北省交通部"
"酆厚庆","420823197808272653","上级交办","F006566995283","已处理","济南丰正恒科技有限公司","警告","方庄芳古园一区24号楼底商","楚汉路与百泰路三叉路口","2019-04-03","辽Q·C8KB6","中卡","黄色","超速","安徽省交通部"
"郝筠柔","421823198601297655","有关部门移送","H068392100349","待处理","北京进吉房地产开发有限公司","没收违法所得、没收非法财物","高丽营镇","常飞街与板厂街三叉路口","2019-05-06","浙J·LG492","重卡","黄色","超速","上海市交通部"
"蒋友裕","430604199812158702","上级交办","G005988758802","已处理","成都飞润福建筑产业集团有限公司","责令停产停业","王佐镇南宫长青路","八一路与董家沟巷十字路口","2019-04-07","闽A·MQI94","低速载货车","蓝色","超载","黑龙江省交通部"
"苏才发","431505198201251673","检查发现","R098542958943","已处理","厦门美成物业管理有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","德胜门内大街羊房胡同11号","博雅湖路与崔家墩路三叉路口","2019-05-01","黑W·RO9Y0","皮卡","蓝色","超载","贵州省交通部"
"水毓","440617199412307069","上级交办","B095258719282","待处理","天津元宝汇土石方工程有限公司","行政拘留","双兴东区甲一号","百泰路与北洋桥路十字路口","2019-04-30","青W·94D2D","低速载货车","蓝色","超速","山西省交通部"
"王宜可","441312197712285080","群众举报","P069646815777","已处理","沈阳巨弘同房产经纪有限公司","责令停产停业","广顺北大街16号望京华彩商业中心4层","北后街与董家沟巷三叉路口","2019-03-07","皖R·2BVIW","中卡","黄色","超速","河北省交通部"
"马艺","441524197507118303","群众举报","H099603885761","处理中","深圳裕茂科技有限公司","法律、行政法规规定的其他行政处罚","万达广场","大兴二路与保望堤社区北二路十字路口","2019-05-22","皖R·HPXX2","中卡","黄色","超速","湖北省交通部"
"汪珍贞","441618199701023969","有关部门移送","M079580274072","已处理","深圳干捷集团股份有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","赵公口桥南光彩路慧时欣园10号楼如家酒店一层","东湖东路与德治路十字路口","2019-04-12","京C·50CPO","轻卡","蓝色","超速","福建省交通部"
"蓝邦","450215198802274471","有关部门移送","H077451310334","已处理","成都飞义高计装饰工程有限责任公司","责令停产停业","建国门内大街18号恒基中心商场2楼23号商铺","八古墩西四巷与北三区玻璃厂街三叉路口","2019-06-01","晋X·LIA0O","面包车","蓝色","超速","四川省交通部"
"水伦","450623197509285141","检查发现","F004206946435","处理中","深圳亨浩国际工程技术有限公司","责令停产停业","大井桥南202号","碧波路与董家沟巷三叉路口","2019-05-04","浙J·F0OQ4","重卡","黄色","超载","天津市交通部"
"昌磊民","451119197809192247","检查发现","A031065548545","处理中","成都合台皇建筑装饰工程有限公司","责令停产停业","古北口镇沙岭村44-1","北后街与八古墩东四巷三叉路口","2019-05-21","黑A·4TH4N","低速载货车","蓝色","超速","安徽省交通部"
"余希","451201199003021383","检查发现","A098408649828","已处理","广州万飞房产经纪有限公司","责令停产停业","永定路66号长峰假日酒店2楼","北后街与宝通寺路三叉路口","2019-05-08","豫T·TLNMI","微卡","蓝色","超载","福建省交通部"
"苗轮翰","451323197711221195","检查发现","N024940116679","已处理","北京康贵贸易有限公司","警告","南辛路153号","百泰路与宝丰二路三叉路口","2019-06-27","津R·J3GZ0","面包车","蓝色","超速","台湾省交通部"
"吕良海","451501197908227051","有关部门移送","L010644030247","处理中","上海伟生物业管理有限公司","没收违法所得、没收非法财物","霍营洋辣椒羊蝎子火锅对面","楚汉路与丁字桥路三叉路口","2019-05-22","陕L·RE747","重卡","黄色","超速","香港特别行政区交通部"
"蒋岩中","451524198704078573","有关部门移送","O091388090082","处理中","深圳中义物业管理有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","宋庄镇小堡村北街18号","楚汉路与宝通寺路三叉路口","2019-04-10","湘H·3XAYP","面包车","蓝色","超载","辽宁省交通部"
"酆绍功","451807198312073408","有关部门移送","O008640351991","已处理","杭州复汇环境建设股份有限公司","行政拘留","双桥东路甲10号楼1层底商10-06","崔家墩路与大兴二路三叉路口","2019-03-22","黑M·6DG2L","中卡","黄色","超载","山西省交通部"
"岑莉桂","451807198401109758","检查发现","Q065158436885","已处理","济南春和环境建设股份有限公司","行政拘留","国美第一城2号院6号楼","董家沟巷与八古墩东三巷三叉路口","2019-05-29","辽J·8SCX4","重卡","黄色","超速","河南省交通部"
"贺富顺","460522199006281043","上级交办","L052378445531","待处理","广州成同土石方工程有限公司","行政拘留","小瓦窑小屯路4号院1号楼","常飞街与保望堤社区北二路十字路口","2019-03-29","辽B·YM91A","重卡","黄色","超速","河北省交通部"
"彭爽","460705199007093813","群众举报","S068722272808","处理中","重庆亚泰庆建筑装饰工程有限公司","罚款","青年湖西里4号附近","楚汉路与八古墩东四巷十字路口","2019-04-10","蒙O·6SXJT","皮卡","蓝色","超载","台湾省交通部"
"姚枝思","460817199804178814","上级交办","I037029017721","处理中","成都台生益房地产开发有限公司","警告","朝阳南三里屯路16号一层","楚汉路与百泰路十字路口","2019-06-19","皖O·8X9RT","中卡","黄色","超载","江西省交通部"
"金飞彬","460822199805108327","群众举报","K094604317653","待处理","天津台生益房产经纪有限公司","警告","顺平路","丁字桥路与北后街十字路口","2019-05-19","黑O·9IBNL","面包车","蓝色","超速","辽宁省交通部"
"赵彬","461308198408072328","检查发现","K074794524993","处理中","北京万飞土石方工程有限公司","罚款","新桥南大街49号","都府堤路与毕升路三叉路口","2019-04-07","晋D·6LXXY","皮卡","蓝色","超速","河北省交通部"
"郎政谦","501003199507124984","上级交办","K052815347222","待处理","厦门康宏房地产开发有限公司","行政拘留","前门西大街14号楼","保望堤社区北二路与崔家墩路三叉路口","2019-03-19","桂B·0IHP0","低速载货车","蓝色","超速","北京市交通部"
"陶毓","510219197003241314","有关部门移送","H028654598406","待处理","厦门隆新正咨询管理有限责任公司","行政拘留","建国路华贸中心东区四层","常飞街与楚汉路三叉路口","2019-06-24","琼Z·HUMOU","面包车","蓝色","超载","澳门特别行政区交通部"
"计宏言","510626198012028909","有关部门移送","R030478423568","待处理","成都飞凯物业管理有限公司","法律、行政法规规定的其他行政处罚","前门大街97号三层","都府堤路与楚汉路三叉路口","2019-03-13","澳M·MJOE1","微卡","蓝色","超载","湖南省交通部"
"罗星","511102197012109549","检查发现","D077273424890","待处理","北京兴本建筑产业集团有限公司","责令停产停业","西牛角胡同1号","北洋桥路与八古墩东四巷十字路口","2019-04-26","黑D·8AXPL","面包车","蓝色","超速","宁夏回族自治区交通部"
"尹伟刚","511225198203145711","群众举报","P013950395323","待处理","重庆康贵建筑装饰工程有限公司","没收违法所得、没收非法财物","新华西街60号院，万达金街A区A3-111","保望堤社区北二路与楚河南路三叉路口","2019-03-19","贵D·4W1WM","中卡","黄色","超速","山西省交通部"
"袁朋斌","511611198610264940","检查发现","Q005126815687","处理中","北京伟生科技有限公司","责令停产停业","天通苑西二区北门16号楼","东西湖大道与大兴二路十字路口","2019-03-02","湘C·75LP9","微卡","蓝色","超载","海南省交通部"
"穆江超","520125197110017575","上级交办","J043925697482","待处理","杭州吉兴益建筑装饰工程有限公司","法律、行政法规规定的其他行政处罚","中绦胡同甲2号","白云路与宝通寺路三叉路口","2019-04-26","新Z·PV26O","皮卡","蓝色","超载","宁夏回族自治区交通部"
"吴言","520416199109222317","有关部门移送","H025120595791","已处理","济南汇盛聚物业管理有限公司","罚款","北四环西路甲二号辽宁大厦三层","东西湖大道与北三区玻璃厂街三叉路口","2019-03-02","冀Q·13RZY","中卡","黄色","超速","江西省交通部"
"陶波宁","520607198205058911","群众举报","C001545262969","处理中","广州千圣环境建设股份有限公司","法律、行政法规规定的其他行政处罚","建国门外大街1号国贸大酒店4层","白沙洲大道与北后街三叉路口","2019-05-08","赣F·9S3DD","轻卡","蓝色","超速","香港特别行政区交通部"
"禹轮翰","521309199707159145","有关部门移送","R009504586603","已处理","杭州荣德顺房地产开发有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","富力又一城黄厂南里3号院8号楼1至2层08室","楚汉路与白云路十字路口","2019-06-16","贵K·GIBGK","中卡","黄色","超载","内蒙古自治区交通部"
"安勤","530502198708053361","上级交办","L067484819433","已处理","上海飞义高建筑装饰工程有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","金融大街甲9号金融街中心3层","常飞街与大兴二路三叉路口","2019-04-04","港Z·FTU4E","面包车","蓝色","超速","福建省交通部"
"卫泰盛","530721197012198303","有关部门移送","G097045913849","处理中","上海丰巨环境建设股份有限公司","罚款","工人体育场东路20号春平购物广场底商1层","帝璧路与百泰路三叉路口","2019-06-08","陕X·JEY0U","重卡","黄色","超速","新疆维吾尔自治区交通部"
"孟莲","530823197801306379","上级交办","L071423903242","已处理","厦门宏鑫国际工程技术有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","建国门内大街28号民生金融中心C座3F","北京路与博奇路十字路口","2019-03-21","新I·0OLUM","轻卡","蓝色","超载","辽宁省交通部"
"于蕊薇","531115199312226681","有关部门移送","A084134991952","待处理","厦门春和物业管理有限公司","警告","王府井大街255号北京市百货大楼6楼","板厂街与常飞街十字路口","2019-04-30","豫I·IPGWK","面包车","蓝色","超速","江西省交通部"
"康静淑","531223199004021884","上级交办","L038684483844","待处理","济南光福巨房地产开发有限公司","法律、行政法规规定的其他行政处罚","城关街道农林路4号院8号楼底商良工佳苑附近","东湖东路与北后街十字路口","2019-05-31","澳C·O4UTN","微卡","蓝色","超载","重庆市交通部"
"卞龙","531604198305058006","检查发现","I047856713403","已处理","厦门通满咨询管理有限责任公司","暂扣或者吊销许可证、暂扣或者吊销执照","双榆树北路59-1号楼","董家沟巷与董家沟巷三叉路口","2019-03-05","川W·DGRIR","微卡","蓝色","超载","辽宁省交通部"
"蒋永","531725197904058731","上级交办","N089197667186","待处理","深圳福富巨计装饰工程有限责任公司","没收违法所得、没收非法财物","东关新村abc英语幼儿园对面一层","板厂街与博奇路十字路口","2019-06-24","琼K·6RNCI","重卡","黄色","超载","湖南省交通部"
"戚乐","531827198604283440","检查发现","R009051548193","待处理","重庆宏鑫计装饰工程有限责任公司","行政拘留","花乡奥莱村","宝丰二路与崔家墩路三叉路口","2019-03-23","皖N·A5RLD","皮卡","蓝色","超载","香港特别行政区交通部"
"谈行时","540101198212172276","群众举报","H090964349172","处理中","济南通满建筑装饰工程有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","东皇城根南街76号","板厂街与八古墩东四巷十字路口","2019-06-30","新E·FJ3I7","中卡","黄色","超载","甘肃省交通部"
"蒋厚庆","540226199306255846","检查发现","L049664748393","已处理","沈阳中义国际工程技术有限公司","责令停产停业","新华西街60号院，万达金街A区A3-111","董家沟巷与常飞街十字路口","2019-03-18","浙G·RQ4FE","重卡","黄色","超载","广西壮族自治区交通部"
"姜钧冠","540614199304306513","群众举报","I065042939675","待处理","济南丰鼎吉国际工程技术有限公司","没收违法所得、没收非法财物","金台路北里-2号楼","八古墩东三巷与北后街三叉路口","2019-04-06","贵P·RCULB","中卡","黄色","超载","河南省交通部"
"舒彪博","540701198412057424","有关部门移送","A077412707008","待处理","重庆光信环境建设股份有限公司","警告","西三旗桥东新都东路1号","宝丰二路与帝璧路十字路口","2019-03-14","湘D·AC2CO","面包车","蓝色","超载","浙江省交通部"
"金伯","540919197201261323","有关部门移送","G013941806325","已处理","上海同贵源房产经纪有限公司","法律、行政法规规定的其他行政处罚","王府井小吃街西口","德治路与崔家墩路三叉路口","2019-04-29","浙Z·JGLB2","低速载货车","蓝色","超载","福建省交通部"
"伏星","610901197304015426","群众举报","A051166925695","待处理","济南源公股份有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","怀黄路苇店村","丁字桥路与大通巷十字路口","2019-05-07","澳X·TBDZG","低速载货车","蓝色","超速","山东省交通部"
"皮震","610909198504263850","检查发现","I014814600964","待处理","上海飞义高股份有限公司","法律、行政法规规定的其他行政处罚","青年路西里2号院6号楼1层商业B106","丁字桥南路与保望堤社区北二路十字路口","2019-03-04","津I·IHFYA","重卡","黄色","超速","河北省交通部"
"彭琳素","611526197707071039","上级交办","O067354289520","处理中","南京台久建筑产业集团有限公司","没收违法所得、没收非法财物","西牛角胡同1号","丁字桥路与八古墩东三巷三叉路口","2019-04-20","陕V·UA2G7","中卡","黄色","超载","台湾省交通部"
"杜武新","620725197301132376","群众举报","Q077886112561","处理中","杭州全盛台计装饰工程有限责任公司","没收违法所得、没收非法财物","沙土山街70号","丁字桥南路与邓家湾东湖东路三叉路口","2019-06-26","黑W·7CC58","轻卡","蓝色","超速","湖南省交通部"
"尹珍贞","620820198009102669","上级交办","I041571652523","处理中","成都吉兴益咨询管理有限责任公司","行政拘留","安泰大街中粮祥云小镇九号院九号楼303室","八古墩西四巷与碧波路三叉路口","2019-04-17","陕T·D1OUL","低速载货车","蓝色","超速","天津市交通部"
"傅良海","620915197805303992","群众举报","R097234138785","已处理","深圳源公建筑产业集团有限公司","责令停产停业","门城湖河堤路爱玛裕装饰城后门","崔家墩路与白云路十字路口","2019-03-15","浙N·F5LFP","低速载货车","蓝色","超速","北京市交通部"
"阮世","621101199204227909","有关部门移送","H087558263269","待处理","上海同优寿咨询管理有限责任公司","行政拘留","潘家园东路华威西里55号","常飞街与邓家湾东湖东路三叉路口","2019-06-04","蒙A·Z5ATI","轻卡","蓝色","超速","黑龙江省交通部"
"臧武新","621405199305255383","检查发现","H076281501209","处理中","杭州巨弘同房产经纪有限公司","行政拘留","吴家场路盛今佳园4号楼底商","宝丰二路与东西湖大道三叉路口","2019-05-27","新J·QQVIM","轻卡","蓝色","超载","福建省交通部"
"姚薇","621725198108222516","有关部门移送","D027637361423","处理中","成都东裕咨询管理有限责任公司","罚款","北四环西路出口","德治路与博奇路十字路口","2019-05-21","港Y·NJHJC","轻卡","蓝色","超载","浙江省交通部"
"秦眉","630719198611306486","检查发现","B070053520641","待处理","杭州隆新正物业管理有限公司","警告","岭南路36号广东大厦1-3楼","博奇路与白沙洲大道三叉路口","2019-03-20","宁E·IE9EV","面包车","蓝色","超载","北京市交通部"
"尤羽希","630809199303018850","群众举报","K086500770976","待处理","天津金润物业管理有限公司","没收违法所得、没收非法财物","东三环北路南银大厦后侧，雨花咖啡旁二楼","大兴二路与白沙洲大道十字路口","2019-05-07","粤Y·ZX8Y1","重卡","黄色","超载","江苏省交通部"
"计仪","630910199804138009","上级交办","C026449555126","已处理","大连富金春房产经纪有限公司","法律、行政法规规定的其他行政处罚","和平里七区三十号楼1号底商","北京路与八古墩东三巷十字路口","2019-05-08","台F·PWZPL","轻卡","蓝色","超速","澳门特别行政区交通部"
"和群豪","630913197302284252","检查发现","J064918576485","处理中","大连成同土石方工程有限公司","法律、行政法规规定的其他行政处罚","日坛路日坛公园北门内北天门东侧","帝璧路与八古墩东四巷十字路口","2019-03-14","台Q·ON7QK","微卡","蓝色","超速","海南省交通部"
"水冠","631306198601139186","检查发现","K035860743866","处理中","广州洪庆建筑装饰工程有限公司","责令停产停业","二七厂路杜家坎4号院内","宝丰二路与大兴二路十字路口","2019-05-12","台I·CKPAK","低速载货车","蓝色","超速","香港特别行政区交通部"
"方浩亮","631328199609292404","上级交办","S024386652115","处理中","重庆圣优弘国际工程技术有限公司","罚款","南海家园六里21号楼3单元102","八古墩东三巷与楚河南路十字路口","2019-03-20","渝R·7H66R","微卡","蓝色","超速","广西壮族自治区交通部"
"梁苑","631421198306029765","群众举报","Q087582694017","待处理","天津福富巨环境建设股份有限公司","罚款","九棵树大稿艺术区内","东西湖大道与宝丰二路三叉路口","2019-05-08","晋F·YQPXF","面包车","蓝色","超速","上海市交通部"
"方婷姣","631709199206173477","群众举报","I074940207543","已处理","广州凯汇多物业管理有限公司","没收违法所得、没收非法财物","朝凤路243号","丁字桥南路与八古墩西四巷十字路口","2019-03-21","澳F·HF44K","低速载货车","蓝色","超速","宁夏回族自治区交通部"
"常浩亮","631805198006107074","有关部门移送","P096414774178","已处理","天津春和科技有限公司","法律、行政法规规定的其他行政处罚","大井桥南202号","百泰路与董家沟巷三叉路口","2019-06-20","蒙D·7JVGP","重卡","黄色","超速","青海省交通部"
"酆清","640107199112022154","有关部门移送","O061545764415","处理中","深圳利台计装饰工程有限责任公司","警告","芳星路芳星园二区19号楼1号平台","碧波路与博奇路十字路口","2019-05-28","皖N·CHNTJ","低速载货车","蓝色","超载","云南省交通部"
"邬哲","640515197305209154","检查发现","M008546733174","待处理","济南光福巨计装饰工程有限责任公司","没收违法所得、没收非法财物","上下营路镇营罗镇中心卫生院对面","八古墩东三巷与博雅湖路三叉路口","2019-06-01","吉L·G7QIS","重卡","黄色","超载","广西壮族自治区交通部"
"黄龙","641724197012126595","检查发现","K075387133073","待处理","沈阳佳泰贵贸易有限公司","罚款","通朝大街233号","德治路与都府堤路十字路口","2019-04-02","藏J·TEKSP","低速载货车","蓝色","超载","湖南省交通部"
"秦凡","651401199209107776","检查发现","J080778773203","待处理","上海干裕房产经纪有限公司","罚款","外环路附近","八古墩西四巷与东西湖大道十字路口","2019-06-27","琼F·9KH9W","皮卡","蓝色","超速","吉林省交通部"
"水炎德","651404197005165055","上级交办","R099225932566","待处理","广州千圣集团股份有限公司","行政拘留","康庄镇一街晨光南街2巷5号","都府堤路与大通巷十字路口","2019-06-11","苏R·LV2TL","面包车","蓝色","超速","北京市交通部"
"汪凡","651715199205232315","检查发现","K083795960647","处理中","天津汇盛聚咨询管理有限责任公司","罚款","光华路15号伯豪瑞廷3层","八古墩东四巷与楚河南路十字路口","2019-05-21","桂B·65I6V","低速载货车","蓝色","超速","重庆市交通部"
"席琦","651721199105141263","有关部门移送","S025516229512","处理中","天津洪庆集团股份有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","安德路上龙西里35号","北三区玻璃厂街与宝丰二路十字路口","2019-05-02","赣L·BLL14","微卡","蓝色","超速","辽宁省交通部"
"陈萍红","651810198606023930","检查发现","L086346717562","已处理","重庆洪源计装饰工程有限责任公司","罚款","丰体南路丰体时代","百泰路与白沙洲大道十字路口","2019-03-29","鲁D·8UZPX","低速载货车","蓝色","超载","吉林省交通部"
"伍馥","710119199807147248","群众举报","A089601423881","待处理","重庆元宏计装饰工程有限责任公司","警告","长阳镇长阳路中粮万科长阳半岛广场4层","博雅湖路与毕升路三叉路口","2019-03-28","陕O·ONAOP","面包车","蓝色","超速","山西省交通部"
"时欣","710213199107215262","有关部门移送","P091237799588","已处理","重庆公本利股份有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","首都体院馆南路16号10号平房","东西湖大道与大通巷三叉路口","2019-06-02","冀J·L4FER","微卡","蓝色","超载","天津市交通部"
"吴磊民","710508199706064741","群众举报","K098582024856","已处理","厦门广洪宝环境建设股份有限公司","责令停产停业","后沙峪镇裕民大街3号院一幢一层1163室","东湖东路与楚汉路三叉路口","2019-03-27","蒙L·GFDK9","轻卡","蓝色","超载","澳门特别行政区交通部"
"屈榕","710523197707247787","上级交办","E061171414900","已处理","天津源进国际工程技术有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","鲁谷路台湾街2号","德治路与八一路三叉路口","2019-05-01","渝Y·72HW5","皮卡","蓝色","超载","西藏自治区交通部"
"席言","710603196909191080","有关部门移送","R009390858185","已处理","北京元宏物业管理有限公司","警告","朝阳路花北西社区","博雅湖路与宝通寺路十字路口","2019-03-19","藏O·CM6Y8","轻卡","蓝色","超载","四川省交通部"
"穆宏言","710714198401016451","有关部门移送","N041913496271","已处理","沈阳万飞计装饰工程有限责任公司","暂扣或者吊销许可证、暂扣或者吊销执照","顺于路西马各庄路口西侧","宝丰二路与博奇路十字路口","2019-04-03","吉U·UFCW0","轻卡","蓝色","超载","黑龙江省交通部"
"邹冠","711112197704059537","有关部门移送","Q089343806457","待处理","北京广光浩贸易有限公司","法律、行政法规规定的其他行政处罚","南三环东路刘家窑地铁B口往东200米天创胜芳中心一层底商","八古墩西四巷与东西湖大道三叉路口","2019-04-25","京C·YGXUN","微卡","蓝色","超速","宁夏回族自治区交通部"
"罗良海","711627199707243689","群众举报","O060133428403","处理中","上海飞凯国际工程技术有限公司","罚款","海淀四季青杏石口路36号（四博连院内）养生书画院","白沙洲大道与邓家湾东湖东路十字路口","2019-03-01","皖F·EAFUW","轻卡","蓝色","超速","山西省交通部"
"米馨","711828197912152506","有关部门移送","S038448096056","已处理","南京源公科技有限公司","法律、行政法规规定的其他行政处罚","冯村华润置地puls365二楼207室","宝通寺路与北京路十字路口","2019-04-03","陕F·PSY1Y","轻卡","蓝色","超载","广西壮族自治区交通部"
"臧栋","810616199502284565","检查发现","H011351709546","已处理","南京通浩建筑产业集团有限公司","行政拘留","十里堡地铁站D西南口西150米","板厂街与都府堤路三叉路口","2019-04-08","陕B·GQ5Q5","中卡","黄色","超载","澳门特别行政区交通部"
"彭霞香","811226199602214865","有关部门移送","A001156582213","待处理","大连圣优弘房产经纪有限公司","责令停产停业","王府井大街301号新燕莎金街购物广场7层MF705-706","北洋桥路与八古墩东四巷十字路口","2019-06-22","辽S·74NKQ","中卡","黄色","超载","台湾省交通部"
"余顺","811301199509266662","群众举报","N067906539574","待处理","厦门荣德顺集团股份有限公司","罚款","小堡北街241号","八古墩东三巷与保望堤社区北二路三叉路口","2019-03-24","赣Z·61LUT","低速载货车","蓝色","超速","贵州省交通部"
"沈进","811418197508139450","检查发现","P054575558007","处理中","重庆亚泰庆科技有限公司","罚款","红螺路芦庄村西口87号","保望堤社区北二路与博雅湖路十字路口","2019-03-16","云F·V9N4U","轻卡","蓝色","超载","上海市交通部"
