"邵中","521020199301183903","中关村南大街28号","87","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-22","城镇扩建","提供安置过渡房","提供安置补贴"
"李鸣","521110199510175545","万达广场负一层家乐福出口处","99","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-06-24","违章建筑","提供安置过渡房","提供安置补贴"
"水中","521311197401135090","东安门大街53号","179","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-03-10","城镇扩建","提供安置过渡房","提供安置补贴"
"熊思","521612198810061701","大屯路慧忠里小区201号楼1层","148","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-06-17","城镇扩建","提供安置过渡房","提供安置补贴"
"孟绍功","521622198905112075","百沙路格林豪泰酒店南100米","155","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-06","违章建筑","提供安置过渡房","提供安置补贴"
"汤维启","521822199105089276","百子湾南二路百子园后现代城D区16号楼底商","139","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-06-09","违章建筑","提供安置过渡房","提供安置补贴"
"闵伟刚","530221197602117766","李桥镇樱花园1区门口东侧","178","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-30","政府工程","提供安置过渡房","提供安置补贴"
"章莲","530403197106091121","东四十条王家园胡同西口","117","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-05-12","违章建筑","提供安置过渡房","提供安置补贴"
"华琦","530608197606256397","青年路西里国美餐饮街2号f9-2","104","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-29","政府工程","提供安置过渡房","提供安置补贴"
"薛林有","530714199710051218","复兴门内大街51号民族饭店2层","141","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-04-16","商业需求","提供安置过渡房","提供安置补贴"
"倪世","530912197503123278","后海大金丝胡同4号","122","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-04","商业需求","提供安置过渡房","提供安置补贴"
"沈蓉眉","531022196908166395","万丰路68号银座和谐广场5楼","170","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-04-01","商业需求","提供安置过渡房","提供安置补贴"
"滕莎","531215197007032413","什刹海野鸭岛码头","85","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-26","政府工程","提供安置过渡房","提供安置补贴"
"贝达安","531307199005039098","九棵树西路142号旗舰凯旋小区底商","124","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-06-07","城镇扩建","提供安置过渡房","提供安置补贴"
"秦振壮","531811198307133755","三里屯北路19号三里屯太古里南区3层S9","143","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-04-18","商业需求","提供安置过渡房","提供安置补贴"
"庞绍功","531824197107237012","宋庄镇小堡文化广场旁徐宋路东","105","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-04-14","政府工程","提供安置过渡房","提供安置补贴"
"潘欣","531825198001061191","金宝街50号-1号","123","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-07","政府工程","提供安置过渡房","提供安置补贴"
"殷兴","540114199212161428","朝阳门南小街大方家胡同芳嘉园11号","117","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-05-02","城镇扩建","提供安置过渡房","提供安置补贴"
"孟才发","540812199102179399","甜水园路甲1号南侧","94","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-05-08","商业需求","提供安置过渡房","提供安置补贴"
"计时","540815198907105448","文学馆路芍药居16号楼","142","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-03-29","政府工程","提供安置过渡房","提供安置补贴"
"施光天","541007199512193116","富力阳光美园","163","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-04-27","政府工程","提供安置过渡房","提供安置补贴"
"茅绍功","541203198704052974","外环路附近","180","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-04-12","商业需求","提供安置过渡房","提供安置补贴"
"沈亮","541304199702041928","建国门外大街灵通观临甲13号","92","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-03-27","城镇扩建","提供安置过渡房","提供安置补贴"
"梁蕊薇","610327197201033591","花园路甲2号院4号楼","120","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-03-30","违章建筑","提供安置过渡房","提供安置补贴"
"陶波宁","610503197204115430","光华路15号伯豪瑞廷3层","174","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-05-07","违章建筑","提供安置过渡房","提供安置补贴"
"陶思","610521197609248626","八角东街12号京成商厦2层203号","111","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-06-29","城镇扩建","提供安置过渡房","提供安置补贴"
"范会思","611308198311028862","万寿路西街61号","151","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-03","政府工程","提供安置过渡房","提供安置补贴"
"郎豪","611823198212031834","大成路吴家村路甲1号","179","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-06-22","违章建筑","提供安置过渡房","提供安置补贴"
"臧昌成","620306198409063433","宣武门西大街甲87号","103","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-27","违章建筑","提供安置过渡房","提供安置补贴"
"湛园艺","620921199705199655","管庄路京客隆北200米红路灯西40米","119","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-08","商业需求","提供安置过渡房","提供安置补贴"
"时媛艳","621619199004265391","798艺术区陶瓷二街","92","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-01","城镇扩建","提供安置过渡房","提供安置补贴"
"孙飘育","630201198806063746","诚实胡同49号","132","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-28","政府工程","提供安置过渡房","提供安置补贴"
"尹健世","630520199701217213","四惠桥东南岸1号西店村35栋底商","123","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-05-20","城镇扩建","提供安置过渡房","提供安置补贴"
"范义兴","630607198812129419","云岗路150号","178","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-04-27","违章建筑","提供安置过渡房","提供安置补贴"
"鲁可","630705198804182455","东桥杆胡同与鼓楼西大街交叉口西南100米","138","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-05-12","政府工程","提供安置过渡房","提供安置补贴"
"姚青倩","630805198403064262","马家堡东路蝎老金旁边","133","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-03-28","违章建筑","提供安置过渡房","提供安置补贴"
"计子","630805198708153807","台湖镇铺西路益万方农贸市场旁","118","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-05-13","政府工程","提供安置过渡房","提供安置补贴"
"戚达安","630908198008313430","百子湾路甲16号国锐易构空间1号楼","114","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-05-25","城镇扩建","提供安置过渡房","提供安置补贴"
"郝秀娟","631014197902094344","酒仙桥路大山子13号三楼","139","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-27","违章建筑","提供安置过渡房","提供安置补贴"
"杨广志","631302197904196225","东四环","154","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-05-23","违章建筑","提供安置过渡房","提供安置补贴"
"孙伯","631312198502052894","管庄西里21号楼","140","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-04-17","城镇扩建","提供安置过渡房","提供安置补贴"
"酆成","631320198103306827","顺三条与横六条交叉口西南角","92","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-23","违章建筑","提供安置过渡房","提供安置补贴"
"萧芳","631611198805102023","常营中路8号","89","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-03-04","商业需求","提供安置过渡房","提供安置补贴"
"卫晓","631621199805065290","食寶街美食城","112","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-04-16","违章建筑","提供安置过渡房","提供安置补贴"
"戚岚苑","631810198604097337","东三环劲松南路1号海文大厦1层","112","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-04-23","违章建筑","提供安置过渡房","提供安置补贴"
"史勇毅","640423197005099485","万盛北街万盛北里甲420号楼一层105室","92","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-05-04","违章建筑","提供安置过渡房","提供安置补贴"
"邹成","641012197409043828","海淀四季青杏石口路36号（四博连院内）养生书画院","172","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-03-29","商业需求","提供安置过渡房","提供安置补贴"
"姜刚","641225199810191919","前门东大街北翔凤胡同11号","101","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-04-08","城镇扩建","提供安置过渡房","提供安置补贴"
"宋昌成","650602198909184405","康庄镇一街晨光南街2巷5号","142","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-06-30","商业需求","提供安置过渡房","提供安置补贴"
"岑家","651119196911038951","北苑路甲78号北卫家园16号","150","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-27","违章建筑","提供安置过渡房","提供安置补贴"
"昌云莲","710626198808137822","呼家楼街道金汇路世界城","119","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-06-15","政府工程","提供安置过渡房","提供安置补贴"
"褚菊","711020198502029954","东桥杆胡同与鼓楼西大街交叉口西南100米","119","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-05-24","违章建筑","提供安置过渡房","提供安置补贴"
"姚启","711621197409196557","建国路81号华贸购物中心西区4层","99","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-05-30","商业需求","提供安置过渡房","提供安置补贴"
"屈仁","810614197110243764","海淀街道海淀路23号","170","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-23","违章建筑","提供安置过渡房","提供安置补贴"
"梁瑾颖","811115198211296334","新源南路1号都汇天地商场3楼","95","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-06-22","商业需求","提供安置过渡房","提供安置补贴"
"韦榕","811504199106215243","良乡西潞北大街28号","145","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-06-28","城镇扩建","提供安置过渡房","提供安置补贴"
"蒋泰盛","811508198106308965","红坊路","158","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-03-30","违章建筑","提供安置过渡房","提供安置补贴"
"卫娣叶","811725197504214935","慧忠路亚运村安慧里2区4号楼","107","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-03-07","城镇扩建","提供安置过渡房","提供安置补贴"
