"佳美医院","R097647645654","2019-04-13","贝蕊薇","女","2019-04-10","花菁梦","350220199707209733","贝克伦","651408197508194517","雍和宫大街153号交道口北三条内"
"慈航医院","S007885758447","2019-03-23","孙永","男","2019-03-20","汤静淑","630421198410079326","孙子","441421199601245358","苏家坨镇西埠头村"
"人民医院","S008937187732","2019-05-02","于鸣","男","2019-04-29","贝倩","421511198811268774","于彬","520923199306213106","西红门嘉悦广场3号楼810室"
"华德医院","S023160767810","2019-03-31","傅仁","男","2019-03-28","殷冰爽","621313199711032256","傅胜","651405199007112149","丰管路西国贸大酒店内"
"英智医院","S040416749030","2019-06-27","卫榕","男","2019-06-24","伏思","220301199206136051","卫绍功","411704197908184926","雁栖镇京加路跃进北京世升旁"
"景安医院","S054286667724","2019-06-21","顾翠雅","女","2019-06-18","鲁蕊薇","610713198612153470","顾河哲","221316199411299696","佟前路"
"博仁医院","S054458710705","2019-03-13","鲍星","男","2019-03-10","邬馨","531310199209076860","鲍群豪","131520199606024365","朝内南小街139号"
"和睦家医院","S081529716540","2019-06-13","酆轮翰","男","2019-06-10","狄影荔","461411198403241379","酆政谦","350126199311142257","大屯路甲2号院南沙滩小区37号楼1607室"
"万杰医院","S086417790037","2019-06-20","米纯毓","女","2019-06-17","鲁勤","440611196911092810","米安","810326197004239223","角门北路3号首座绿洲2号楼"
"慈航医院","S089942742861","2019-04-01","薛德","男","2019-03-29","窦怡婵","461110198907196819","薛保","110810198408183256","李家坟7号院创意总社1949"
"华德医院","S091577242269","2019-06-01","云会思","男","2019-05-29","郑勤","321417198005266026","云心邦","111509197904095083","东打磨厂街3号"
"人民医院","S094596746844","2019-06-25","禹晶妍","女","2019-06-22","汤嘉","630705199712132808","禹振壮","341215199710308890","经济技术开发区天华北街11号院3号楼三层，四层"
