"146","张素红","150203198005258753","内蒙古自治区包头市昆都伦区","内蒙古自治区包头市昆都伦区广顺北大街六佰本商业街","进出口/信用证结算","盗窃罪","五年","浙江省乔司监狱","1998-05-21"
"147","郑佳俊","621308197403278099","甘肃省天水市张家川回族自治县","甘肃省天水市张家川回族自治县丽园路彩虹新城小区北门东侧","硬件测试","寻衅滋事罪","6个月","浙江省第六监狱","1992-03-22"
"148","马梅叶","430415198105214145","湖南省衡阳市南岳区","湖南省衡阳市南岳区朝阳路八里庄东里1号莱锦a区3号楼03a","物业维修员","交通事故责任纠纷","6个月","浙江省乔司监狱","1999-05-17"
"149","傅李帅","351814197908273325","福建省龙岩市漳平市","福建省龙岩市漳平市四季青阜石路西山国际城甲69号11号楼107","刨工","强奸罪","3个月","浙江省东郊监狱","1997-08-22"
"150","陈照锐","540217198204168225","西藏自治区拉萨市墨竹工卡县","西藏自治区拉萨市墨竹工卡县石佛营路与朝阳北路交叉口西北角串通店内","其他","诈骗罪","3个月","浙江省南郊监狱","2000-04-11"
"151","郑杰","330627199404194586","浙江省绍兴市新昌县","浙江省绍兴市新昌县万寿路君安写字楼","办事处首席代表","寻衅滋事罪","3个月","浙江省乔司监狱","2012-04-14"
"152","袁各水","411810198012041434","河南省信阳市息县","河南省信阳市息县北洼西里48号宝联体育公园院内手抓龙虾","熟食加工","交通事故责任纠纷","6个月","浙江省南郊监狱","1998-11-30"
"153","周爱娣","620625199309073883","甘肃省天水市张家川回族自治县","甘肃省天水市张家川回族自治县马连洼北路15号","宴会管理","其他民事","两年","浙江省第二监狱","2011-09-03"
"154","王小容","340311197011278738","安徽省蚌埠市郊区","安徽省蚌埠市郊区建国路93号万达广场16号楼103室","财务主管/总账主管","组织领导传销活动罪","一年","浙江省东郊监狱","1988-11-22"
"155","楼亦飞","710111197810249697","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市来广营乡红军营村53号","市政工程师","追索劳动报酬纠纷","一年","浙江省第二监狱","1996-10-19"
"156","余振忠","811726199401187386","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市亦庄荣昌东街地铁站旁","酒店前台","强迫交易罪","两年","浙江省西郊监狱","2012-01-14"
"157","蒋运国","361307197004216009","江西省赣州市南康市","江西省赣州市南康市大屯北路金泉美食宫一层大屯里312-8","公务员","诈骗罪","两年","浙江省第六监狱","1988-04-16"
"158","童凌","360815199706206990","江西省赣州市南康市","江西省赣州市南康市神路街39号","其他","聚众斗殴罪","6个月","浙江省第二监狱","2015-06-16"
"159","王德浪","331428197103048278","浙江省台州市临海市","浙江省台州市临海市北京丰台区临泓路1号","中学教师","聚众斗殴罪","3个月","浙江省第四监狱","1989-02-27"
"160","黄建","501225197308256242","重庆市南川市","重庆市南川市文华西路赵记蜜制烤翅旁","行李员","交通事故责任纠纷","五年","浙江省乔司监狱","1991-08-21"
"161","应林强","440806197203075022","广东省湛江市坡头区","广东省湛江市坡头区百子湾路29号","发动机/总装工程师","追索劳动报酬纠纷","五年","浙江省东郊监狱","1990-03-03"
"162","陈江广","141521198804055859","山西省晋城市怀仁县","山西省晋城市怀仁县北京丰台区临泓路1号","校对/录入","聚众斗殴罪","一年","浙江省东郊监狱","2006-04-01"
"163","许福明","131414198605317658","河北省衡水市深州市","河北省衡水市深州市崇文门外大街国瑞购物中心3F西南","编辑","强奸罪","6个月","浙江省西郊监狱","2004-05-26"
"164","吴成洪","361101200004042313","江西省赣州市南康市","江西省赣州市南康市东直门内大街10号楼-3号","广告","劳务合同纠纷","3个月","浙江省乔司监狱","2018-03-31"
"165","华斌","210625198905098684","辽宁省丹东市宽甸满族自治县","辽宁省丹东市宽甸满族自治县砖厂南里33号楼3层","文档工程师","劳动争议","五年","浙江省第六监狱","2007-05-05"
"166","赵三","120105199402225083","天津市河北区","天津市河北区广安门外车站西街一号院底商","园艺/园林/景观设计","盗窃罪","两年","浙江省乔司监狱","2012-02-18"
"167","梁光权","420413199909282554","湖北省十堰市丹江口市","湖北省十堰市丹江口市欣宁街15号荟聚购物中心2楼","营业部大堂经理","人身损害赔偿","6个月","浙江省第四监狱","2017-09-23"
"168","武蒙胧","621003197509069133","甘肃省天水市张家川回族自治县","甘肃省天水市张家川回族自治县成寿寺路136号中海城7号楼101-7室","其他","强制猥亵侮辱罪","一年","浙江省乔司监狱","1993-09-01"
"169","覃文强","131404198406128771","河北省衡水市深州市","河北省衡水市深州市北京丰台区临泓路1号","促销经理","盗窃罪","五年","浙江省第六监狱","2002-06-08"
"170","林金龙","710219198203028200","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市站前北街","其他","聚众斗殴罪","两年","浙江省乔司监狱","2000-02-26"
"171","李寿才","451223198902124037","广西壮族自治区玉林市北流市","广西壮族自治区玉林市北流市朝阳路八里庄东里1号莱锦a区3号楼03a","人事专员","工伤赔偿纠纷","3个月","浙江省第四监狱","2007-02-08"
"172","姚永芬","500513197709143675","重庆市南川市","重庆市南川市田村路京粮广场2楼","普工/操作工","工伤保险待遇纠纷","6个月","浙江省乔司监狱","1995-09-10"
"173","牙语权","630608197207046820","青海省西宁市大通回族土族自治县","青海省西宁市大通回族土族自治县东直门内大街15-7号","安检员","盗窃罪","五年","浙江省乔司监狱","1990-06-30"
"174","倪广银","350724199703238111","福建省南平市松溪县","福建省南平市松溪县广安门外车站西街一号院底商","合规主管/专员","销售有毒有害食品罪","五年","浙江省第四监狱","2015-03-19"
"175","朱泓达","501607198206051296","重庆市南川市","重庆市南川市回龙观西大街9号 东亚上北 北侧底商16-10","记者","寻衅滋事罪","两年","浙江省东郊监狱","2000-05-31"
"176","谢金秀","640628199302101550","宁夏回族自治区吴忠市灵武市","宁夏回族自治区吴忠市灵武市甜水园东街道家园甲6号","清洁服务人员","工伤赔偿纠纷","两年","浙江省乔司监狱","2011-02-06"
"177","解玉芹","710722199611042227","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市黄村镇滨河街5号","食品/饮料研发","诈骗罪","五年","浙江省东郊监狱","2014-10-31"
"178","李晴","650505198209191318","新疆维吾尔族自治区克拉玛依市乌尔禾区","新疆维吾尔族自治区克拉玛依市乌尔禾区古城小街8号","4S店经理/维修站经理","工伤赔偿纠纷","6个月","浙江省西郊监狱","2000-09-14"
"179","李康炜","320818199408057559","江苏省淮阴市清浦区","江苏省淮阴市清浦区王府井大街277号平房30,31,32栋","广告创意/设计经理","妨害信用卡管理罪","五年","浙江省南郊监狱","2012-07-31"
"180","孙洪亮","420205197608303140","湖北省黄石市铁山区","湖北省黄石市铁山区神路街39号","软件工程师","销售有毒有害食品罪","两年","浙江省西郊监狱","1994-08-26"
"181","罗斌","360502197708051949","江西省新余市渝水区","江西省新余市渝水区复兴路五棵松乐视体育生态中心内华熙live097商铺","大客户销售","非法吸收公众存款罪","一年","浙江省南郊监狱","1995-08-01"
"182","杨国方","120510198210222732","天津市蓟县","天津市蓟县石佛营路与朝阳北路交叉口西北角串通店内","氩弧焊工","聚众斗殴罪","一年","浙江省乔司监狱","2000-10-17"
"183","侯文俊","351822199711262531","福建省龙岩市漳平市","福建省龙岩市漳平市马连洼北路15号","VIP专员","追索劳动报酬纠纷","3个月","浙江省东郊监狱","2015-11-22"
"184","叶西卫","611624198402066520","陕西省汉中市佛坪县","陕西省汉中市佛坪县站前街8号院","喷塑工","工伤赔偿纠纷","五年","浙江省第六监狱","2002-02-01"
"185","朱彪","540405198711075430","西藏自治区拉萨市墨竹工卡县","西藏自治区拉萨市墨竹工卡县石佛营路与朝阳北路交叉口西北角串通店内","体育运动教练","聚众斗殴罪","一年","浙江省第二监狱","2005-11-02"
"186","周俊","811007198607273441","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市运河西大街葛布店北里141号果园环岛东侧200米","展览/展示/店面设计","销售假冒注册商标的商品罪","两年","浙江省东郊监狱","2004-07-22"
"187","杜为群","431001199503206737","湖南省郴州市市辖区","湖南省郴州市市辖区立汤路与立军路交汇处西南角","版图设计工程师","盗窃罪","6个月","浙江省第六监狱","2013-03-15"
"188","李林","350922198801304975","福建省龙岩市漳平市","福建省龙岩市漳平市广顺南大街悠乐汇610号楼107室","培训助理","盗窃罪","一年","浙江省东郊监狱","2006-01-25"
"189","李进成","130911199505202974","河北省沧州市运河区","河北省沧州市运河区朝阳公园路好运街B12商铺","促销员/导购","盗窃罪","五年","浙江省第二监狱","2013-05-15"
"190","陈法平","810616199005184150","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市北洼西里48号宝联体育公园院内手抓龙虾","房地产评估","盗窃罪","3个月","浙江省第四监狱","2008-05-13"
"191","余冬华","351103197905183787","福建省龙岩市漳平市","福建省龙岩市漳平市黄村镇滨河街5号","美容培训师/导师","追索劳动报酬纠纷","一年","浙江省第四监狱","1997-05-13"
"192","常波","440621199301309727","广东省佛山市石湾区","广东省佛山市石湾区站前街8号院","业务拓展主管/经理","盗窃罪","五年","浙江省西郊监狱","2011-01-26"
"193","张瑞彪","521525198907259356","贵州省遵义市仁怀市","贵州省遵义市仁怀市民旺北胡同民旺园","外语培训师","诈骗罪","五年","浙江省第四监狱","2007-07-21"
"194","陈建星","500825197904188759","重庆市南川市","重庆市南川市广顺南大街悠乐汇610号楼107室","测绘/测量","追索劳动报酬纠纷","一年","浙江省西郊监狱","1997-04-13"
"195","杨旺","370108197102206281","山东省济南市天桥区","山东省济南市天桥区亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","洗车工","盗窃罪","五年","浙江省第六监狱","1989-02-15"
"196","罗孟勤","450609198112043247","广西壮族自治区防城港市防城区","广西壮族自治区防城港市防城区大屯路华夏良子向东路口右转","技工","敲诈勒索罪","6个月","浙江省第四监狱","1999-11-30"
"197","余海静","511217197601086309","四川省乐山市峨眉山市","四川省乐山市峨眉山市百子湾后现代城门口环岛北50米","房地产内勤","贩卖毒品罪","五年","浙江省第四监狱","1994-01-03"
"198","张华芹","510522199305178941","四川省泸州市合江县","四川省泸州市合江县东四北大街甲82-1号","印刷排版/制版","交通事故责任纠纷","五年","浙江省西郊监狱","2011-05-13"
"199","廖汉丁","540813199508063269","西藏自治区拉萨市墨竹工卡县","西藏自治区拉萨市墨竹工卡县东直门内大街15-7号","其他","贩卖毒品罪","一年","浙江省东郊监狱","2013-08-01"
"200","王开成","460128198106225011","海南省海口市秀英区","海南省海口市秀英区文慧园西路内100米","合同管理","其他民事","3个月","浙江省西郊监狱","1999-06-18"
