"186","宁桂","321509198810154723","","15005878326","江苏省宿迁市泗洪县","","","","包虫病","2017-08-31","2017-09-07","","舒莲","2017-09-09"
"187","娄才冠","370605198111116016","","13107054240","山东省烟台市芝罘区","","","","流行性腮腺炎","2017-12-24","2017-12-31","","葛致钧","2018-01-03"
"188","王宜羽","350321197707112601","","13001758087","福建省莆田市莆田县","","","","包虫病","2017-09-21","2017-09-27","","卞竹珊","2017-09-29"
"189","金时","621409197308078586","","15907412217","甘肃省天水市张家川回族自治县","","","","流行性和地方性斑疹伤寒","2017-12-02","2017-12-08","","范勤","2017-12-10"
"190","汪永勇","611503199410186303","","13006833657","陕西省汉中市佛坪县","","","","麻风病","2018-02-16","2018-02-22","","孟桂","2018-02-25"
"191","马薇娥","631623199607064827","","13303951448","青海省西宁市大通回族土族自治县","","","","包虫病","2017-09-25","2017-10-03","","乔卿","2017-10-06"
"192","祝琳","221510198809028435","","13804193740","吉林省白城市大安市","","","","麻风病","2018-01-01","2018-01-06","","苏凡","2018-01-09"
"193","施洁卿","461328198409221729","","15908305995","海南省三亚市市辖区","","","","急性出血性结膜炎","2017-10-05","2017-10-13","","江彩仪","2017-10-15"
"194","包楠","620806197302271162","","13201803461","甘肃省天水市张家川回族自治县","","","","流行性腮腺炎","2018-07-15","2018-07-23","","张成","2018-07-27"
"195","常亨","141322197209117861","","15606145871","山西省晋城市怀仁县","","","","除副伤寒以外的感染性腹泻病","2017-10-23","2017-10-27","","白纯","2017-10-30"
"196","裴成亨","440619199707075077","","13001693661","广东省佛山市石湾区","","","","风疹","2018-02-21","2018-02-25","","戚婷秋","2018-02-27"
"197","计凝","351209198301235561","","13804862374","福建省龙岩市漳平市","","","","除副伤寒以外的感染性腹泻病","2017-12-15","2017-12-20","","李朋磊","2017-12-23"
"198","安腾","151612197706262541","","13107778343","内蒙古自治区赤峰市敖汉旗","","","","流行性腮腺炎","2017-11-14","2017-11-20","","邬全","2017-11-23"
"199","方山良","220707198211188759","","15707213760","吉林省松原市宁江区","","","","包虫病","2017-12-17","2017-12-20","","谭筠燕","2017-12-23"
"200","严义","510115197202239890","","15807115837","四川省成都市青白江区","","","","包虫病","2017-09-10","2017-09-18","","王江","2017-09-22"
