"周文","611114198203125449","杭州复汇科技有限公司","15505651500","南礼士路66号建威大厦B1楼","2019-04-16","人民医院","健康","L060845072538","2019-04-19","开发区卫生监督所"
"平叶","611417199008265029","济南亚泰庆建筑产业集团有限公司","13500737799","怀柔镇大中富乐村182号","2019-06-17","和睦家医院","健康","Q049200941575","2019-06-20","启东市卫生监督所"
"孔才发","611506197012148708","杭州瑞合皇建筑装饰工程有限公司","15902416077","管庄西里21号楼","2019-05-12","万杰医院","健康","G030869202195","2019-05-15","如东县卫生监督所"
"姚梅","611528198702274248","成都公义咨询管理有限责任公司","13002084503","大白楼南路甲1号","2019-05-18","瑞德医院","健康","N010940446469","2019-05-21","海门市卫生监督所"
"尹柔","620109199606293700","大连千圣咨询管理有限责任公司","13102702190","望京街道广顺南大街望京园A1区610号楼底商109","2019-03-14","慈航医院","健康","O053001677442","2019-03-17","通州区卫生监督所"
"席彩","620116197204058294","济南成同物业管理有限公司","13008221303","鲁谷建材市场","2019-03-06","康乐医院","健康","J044310946255","2019-03-09","如皋县卫生监督所"
"米荣","620314197404227650","天津宝千股份有限公司","15507511875","甜水园路甲1号南侧","2019-03-22","康乐医院","健康","A099947200136","2019-03-25","海安县卫生监督所"
"葛元全","620611197402015225","重庆长正升计装饰工程有限责任公司","15807881171","杨镇汉石桥湿地停车场向北800米","2019-04-09","中医院","健康","F016398415083","2019-04-12","通州区卫生监督所"
"鲍苑","620617197006207341","重庆义盛物业管理有限公司","13400766460","来广营乡立水桥明天中心（B-06商业）-1层B06商场078号院","2019-03-29","蕙兰医院","健康","B083060247814","2019-04-01","通州区卫生监督所"
"宋武新","620623197703094689","广州隆新正股份有限公司","13704102745","东大街20号","2019-05-30","华德医院","健康","D023857444221","2019-06-02","开发区卫生监督所"
"朱霄","620813197010264654","济南千圣房地产开发有限公司","13005666634","惠新东街6号","2019-04-02","英智医院","健康","Q006102008964","2019-04-05","海安县卫生监督所"
"舒平保","621019197512019055","厦门干晶合土石方工程有限公司","15804204438","通胡大街48号","2019-06-18","人民医院","健康","P033876893739","2019-06-21","如东县卫生监督所"
"韦善","621220198802098046","大连康贵房地产开发有限公司","13206563044","恭俭胡同5巷5号","2019-04-11","和睦家医院","健康","B072156648078","2019-04-14","崇川区卫生监督所"
"成彪博","621315198403198475","杭州台生益科技有限公司","13504297336","沿河景观路47-4号","2019-03-15","瑞德医院","健康","C052692759208","2019-03-18","港闸区卫生监督所"
"柳义兴","621506198403286890","厦门干捷房产经纪有限公司","15706860382","青年路西里国美餐饮街2号f9-2","2019-04-01","景安医院","健康","L060178733980","2019-04-04","如皋县卫生监督所"
"和伦","630310198810038092","重庆康百通国际工程技术有限公司","15104416758","复兴路51号凯德晶品购物中心5层","2019-05-08","慈航医院","健康","Q037020531489","2019-05-11","崇川区卫生监督所"
"沈谦","630419197304158391","成都美飞环境建设股份有限公司","15806030416","万博苑7号楼王府井购物中心4层","2019-05-18","瑞德医院","健康","C039373501425","2019-05-21","海安县卫生监督所"
"祝韵融","630528197102082089","天津升盈物业管理有限公司","13501154880","东皇城根南街76号","2019-04-16","博仁医院","健康","A011081617362","2019-04-19","港闸区卫生监督所"
"严洁梅","630612199604114963","北京光信建筑装饰工程有限公司","15204343150","阜石路当代商城北侧停车场104号","2019-03-21","康乐医院","健康","O042038231025","2019-03-24","通州区卫生监督所"
"奚盛","630728197801295455","沈阳隆新正物业管理有限公司","13404804837","光华路东里8号院中海广场6层","2019-03-02","蕙兰医院","健康","F063000289362","2019-03-05","海安县卫生监督所"
"卫云莲","631209197710131695","厦门凯弘建筑装饰工程有限公司","15600241052","大栅栏商业街32号","2019-05-30","爱康医院","健康","G007038304741","2019-06-02","海安县卫生监督所"
"时安","631717197607051112","深圳康百通土石方工程有限公司","13602203099","崔各庄马泉营一区","2019-05-20","康乐医院","健康","B019302872011","2019-05-23","开发区卫生监督所"
"狄民","640421197101145253","杭州佳洪贸易有限公司","13805211406","康健胡同2号","2019-03-24","蕙兰医院","健康","E080108550130","2019-03-27","如东县卫生监督所"
"熊雪荣","640805197208181947","大连兴本科技有限公司","15802683060","金地格林格林","2019-03-16","博仁医院","健康","B090266499166","2019-03-19","海门市卫生监督所"
"穆茂进","640815198508016746","成都元宏股份有限公司","13304538596","马家堡西路11号","2019-06-18","蕙兰医院","健康","Q035619045640","2019-06-21","如皋县卫生监督所"
"穆裕","640909199511109612","北京丰鼎吉国际工程技术有限公司","15600067271","广渠路23号院金茂府南街底商","2019-05-23","慈航医院","健康","D061338742842","2019-05-26","开发区卫生监督所"
"滕霭","650108199507217182","广州洪生房产经纪有限公司","15700251705","平房天主堂南门向西一百米","2019-04-24","康乐医院","健康","K031788614460","2019-04-27","通州区卫生监督所"
"滕菁梦","650128198303305888","北京洪庆环境建设股份有限公司","15102186449","蒲黄榆路芳古园一区9号楼","2019-05-11","华德医院","健康","J048212865216","2019-05-14","通州区卫生监督所"
"葛秀娟","650520198005299807","重庆升盈环境建设股份有限公司","15500857198","安苑路安苑东里1区2号楼","2019-05-16","康乐医院","健康","L099850590834","2019-05-19","通州区卫生监督所"
"米黛","650806197108143822","杭州亨本同咨询管理有限责任公司","15808040541","干二路70号","2019-05-18","瑞德医院","健康","S083560088333","2019-05-21","启东市卫生监督所"
"戚雄琛","650916197409125651","重庆富金春建筑产业集团有限公司","13000341253","流村镇环岛南侧北流村中心大槐树南50米","2019-03-27","博仁医院","健康","B017207102439","2019-03-30","如皋县卫生监督所"
"潘娥玲","651411199805066395","重庆美成房地产开发有限公司","13608351363","金城坊街1号2层-6室","2019-03-26","景安医院","健康","M014289840427","2019-03-29","港闸区卫生监督所"
"韦朋斌","651701198503233040","大连升盈土石方工程有限公司","13906676358","东风南路","2019-04-28","瑞德医院","健康","C011465001109","2019-05-01","海安县卫生监督所"
"禹英华","651719197206039295","大连凯弘物业管理有限公司","15903275577","百子湾路16号百子园4号楼底商","2019-04-29","瑞德医院","健康","O090211838171","2019-05-02","启东市卫生监督所"
"薛勇毅","710209197906016820","深圳华飞物业管理有限公司","13400184464","清河中街68号华润五彩城购物中心西区4层","2019-03-28","中医院","健康","I024500896981","2019-03-31","崇川区卫生监督所"
"云宁","710404198610271226","杭州富金春科技有限公司","15205163092","卢庄村63号","2019-03-08","景安医院","健康","S018576755091","2019-03-11","海门市卫生监督所"
"施义兴","711603199811027021","成都瑞万百贸易有限公司","13906233232","沿河景观路76-5号","2019-03-03","安达医院","健康","K054203666862","2019-03-06","海门市卫生监督所"
"姚莲","810204198305049183","上海聚荣信建筑装饰工程有限公司","15208213823","回南北路28号","2019-06-24","爱康医院","健康","Q016647736352","2019-06-27","启东市卫生监督所"
"屈轮翰","810607197304177543","济南洪庆建筑产业集团有限公司","13404847246","管庄镇旺角","2019-04-28","康乐医院","健康","L084942761411","2019-05-01","如东县卫生监督所"
"杨固之","810819197512311299","天津源公科技有限公司","15200692204","望京soho塔1B1楼底商","2019-04-15","佳美医院","健康","C087265405549","2019-04-18","开发区卫生监督所"
"周寒","811018199712142864","天津美飞建筑装饰工程有限公司","15801540846","鼎好大厦","2019-05-30","佳美医院","健康","Q050598080881","2019-06-02","启东市卫生监督所"
"谢维启","811024199007314353","广州干捷国际工程技术有限公司","15807181478","CBD东三环中7号财富中心4号楼E203","2019-06-22","博仁医院","健康","S031392329540","2019-06-25","海安县卫生监督所"
"于力","811728198102052285","厦门利台建筑装饰工程有限公司","15900011645","仁和地区石园北区甲65号","2019-06-18","中医院","健康","E021000401223","2019-06-21","崇川区卫生监督所"
"姜环","811807199209014299","沈阳同优寿建筑装饰工程有限公司","15200635249","顺沙路京汉美食街南口赏时南侧","2019-06-15","慈航医院","健康","J050093985544","2019-06-18","如皋县卫生监督所"
