"严后超","yan","houchao","542229200910011890","女","汉族","2009/10/1","山西省长治市","河北石家庄市","河北石家庄市元氏县北正乡
","17756982238","","台湾通行证"
"章草园","zhang","caoyuan","542336201708091675","女","维吾尔族","2017/8/9","河北省张家口市","天津天津市","天津天津市宁河县宁河县经济开发区
","13324609240","","港澳通行证"
"任案条","ren","antiao","542422199807202331","女","汉族","1998/7/20","宁夏回族自治区吴忠市","天津天津市","天津天津市河东区鲁山道街道
","18670193087","","港澳通行证"
"谈缺准","tan","quezhun","610113193605262260","女","苗族","1936/5/26","辽宁省锦州市","河北石家庄市","河北石家庄市平山县小觉镇
","17193068150","","护照"
"窦普水","dou","pushui","610122197809211355","男","汉族","1978/9/21","西藏自治区拉萨市","河北石家庄市","河北石家庄市辛集市和睦井乡
","18371435037","","港澳通行证"
"孙第静","sun","dijing","610326197711291665","男","汉族","1977/11/29","辽宁省鞍山市","天津天津市","天津天津市宝坻区宝平街道
","17393146467","","护照"
"郝情代","hao","qingdai","610626201202162042","女","汉族","2012/2/16","山西省运城市","河北石家庄市","河北石家庄市井陉矿区贾庄镇
","13037047455","","台湾通行证"
"廉与各","lian","yuge","610628200908092259","女","汉族","2009/8/9","西藏自治区日喀则地区","河北石家庄市","河北石家庄市正定县西平乐乡
","15318480281","","港澳通行证"
"吕写百","lv","xiebai","612430201501131452","男","汉族","2015/1/13","澳门特别行政区澳门半岛","天津天津市","天津天津市西青区李七庄街道
","14788737098","","台湾通行证"
"顾车伊","gu","cheyi","612501201401052806","男","汉族","2014/1/5","北京北京市","天津天津市","天津天津市静海县杨成庄乡
","14522655034","","港澳通行证"
"纪银远","ji","yinyuan","612522194812271922","男","藏族","1948/12/27","台湾台东县","河北石家庄市","河北石家庄市无极县北苏镇
","18541891562","","港澳通行证"
"傅过断","fu","guoduan","612524199002042277","女","汉族","1990/2/4","河北省唐山市","河北石家庄市","河北石家庄市赵县新寨店镇
","18057920221","","台湾通行证"
"吴水否","wu","shuifou","620101195207012501","女","汉族","1952/7/1","香港特别行政区新界","河北石家庄市","河北石家庄市正定县诸福屯街道
","17895043347","","港澳通行证"
"纪根如","ji","genru","62040119471230286X","女","汉族","1947/12/30","宁夏回族自治区固原市","河北石家庄市","河北石家庄市平山县东回舍镇
","18040900387","","港澳通行证"
"平思还","ping","sihai","620502201210131049","女","汉族","2012/10/13","河北省保定市","北京北京市","北京北京市平谷区山东庄镇
","17879517834","","台湾通行证"
"水学梦","shui","xuemeng","622624198807131317","女","汉族","1988/7/13","广东省江门市","天津天津市","天津天津市西青区西营门街道
","17760204459","","港澳通行证"
"成窗显","cheng","chuangxian","622826200712201187","男","汉族","2007/12/20","上海上海市","河北石家庄市","河北石家庄市桥东区汇通街道
","15675833209","","护照"
"祝共开","zhu","gongkai","630101198801221395","女","维吾尔族","1988/1/22","河南省洛阳市","北京北京市","北京北京市顺义区石园街道
","17289192641","","护照"
"柳音","liu","yin","630105198612072023","男","汉族","1986/12/7","贵州省安顺市","河北石家庄市","河北石家庄市井陉矿区横涧乡
","13973907625","","台湾通行证"
"尤差较","you","chajiao","632621200711142399","男","汉族","2007/11/14","河南省郑州市","天津天津市","天津天津市武清区泗村店镇
","13166138927","","护照"
"蒋直员","jiang","zhiyuan","632626201609031760","女","彝族","2016/9/3","湖南省邵阳市","北京北京市","北京北京市门头沟区王平
","14949173292","","护照"
"孙船首","sun","chuanshou","640301196609032686","男","汉族","1966/9/3","北京北京市","北京北京市","北京北京市昌平区十三陵镇
","18942720336","","护照"
"康卫你","kang","weini","652123201301071368","男","蒙古族","2013/1/7","新疆维吾尔自治区和田地区","天津天津市","天津天津市滨海新区南港工业区
","18059723740","","港澳通行证"
"毕息伦","bi","xilun","653123201605272602","女","汉族","2016/5/27","青海省玉树藏族自治州","河北石家庄市","河北石家庄市桥西区留营街道
","13914098874","","台湾通行证"
"屈需倒","qu","xudao","653127194302282857","女","汉族","1943/2/28","云南省楚雄彝族自治州","北京北京市","北京北京市房山区青龙湖镇
","13826744716","","港澳通行证"
"贺尔归","he","ergui","653201201306291122","女","汉族","2013/6/29","山西省忻州市","天津天津市","天津天津市宝坻区郝各庄镇
","18354437496","","港澳通行证"
