"174","郑州新意中学","伏荷","女","1984/6/11","510818198406117338","2009-10-02","民办教师","正高级教师","计算机技术","13300926462","河南省郑州市陈家林2号盈实大厦"
"175","西安市第六中学","贾震成","男","1972/7/4","500616197207044758","1998-06-21","民办教师","正高级教师","历史","15504524856","陕西省西安市东直门内大街5号楼"
"176","深圳福田中学","车盛奇","男","1981/3/1","631811198103012591","2006-09-11","公办教师","三级教师","体育","13605267412","广东省深圳市神路街39号"
"177","重庆市綦江实验中学","马莉羽","女","1971/2/11","311707197102115089","2000-03-16","公办教师","二级教师","体育","13300268948","重庆市马连洼北路15号"
"178","福州第三中学","乐嘉雅","女","1980/11/15","501222198011156931","2007-10-28","民办教师","高级教师","生物","15506890306","福建省福州市红霞中路北京荣源兴业水站旁"
"179","合肥育英高级中学","舒楠贵","男","1982/12/31","460302198212319202","2010-02-15","民办教师","三级教师","外语","15307184423","安徽省合肥市神路街39号"
"180","浙江省杭州第十四中学","秦磊","男","1977/7/6","230519197707067171","2004-10-12","外聘人员","一级教师","历史","15200676511","浙江省杭州市良乡镇北潞园小区"
"181","成都市第四十中学校","严学绍","男","1982/12/2","540320198212023164","2009-08-26","公办教师","正高级教师","外语","15504038272","四川省成都市神路街39号"
"182","北京市第一七一中学","钟克","男","1982/9/29","620403198209295014","2008-07-22","公办教师","正高级教师","数学","13403618524","北京市青年沟路西50米"
"183","武汉市实验学校","米宁宏","男","1975/4/23","370923197504231871","2004-09-11","公办教师","二级教师","音乐","13406656972","湖北省武汉市广顺北大街六佰本商业街"
"184","北京市东城综合高中","常兴","男","1976/12/28","451016197612285710","2006-04-01","民办教师","二级教师","物理","13708852619","北京市来广营乡红军营村"
"185","郑州市第二十九中学","时飘","女","1975/7/1","500916197507015837","2005-03-14","公办教师","三级教师","美术","13202610274","河南省郑州市北京朝阳区光华路soho219"
"186","长春市第十中学","鲍梅","女","1970/4/12","520320197004126384","1997-12-18","公办教师","高级教师","音乐","15207714561","吉林省长春市东直门内大街5号楼"
"187","海南中学","裴园嘉","女","1984/6/6","131512198406067094","2013-10-14","公办教师","二级教师","历史","13907917036","海南省海口市礼贤街西口往东100米路北"
"188","山东省济南第二中学","梅娜","女","1978/12/31","420209197812313734","2004-08-23","外聘人员","正高级教师","化学","13804410272","山东省济南市南环路53号悦荟万科广场B1"
"189","石家庄市第十五中学","戴时","男","1976/6/6","410920197606066618","2006-01-20","外聘人员","一级教师","体育","15008565205","河北省石家庄市广顺南大街悠乐汇610号楼107室"
"190","合肥市第六中学","吕友","男","1982/3/5","631427198203059000","2011-11-05","公办教师","正高级教师","物理","15302482095","安徽省合肥市建国路京通大厦附近"
"191","辛集市明珠中学","贝珠","女","1983/4/7","630527198304077500","2011-06-09","民办教师","正高级教师","物理","15601835541","河北省石家庄市四季青阜石路西山国际城甲69号11号楼107"
"192","郑州外国语学校","左菊琰","女","1981/9/24","310105198109248454","2009-09-02","公办教师","高级教师","美术","15506557669","河南省郑州市双花园南里三区23号楼103室"
"193","北京市汇成中学","林清","男","1974/1/21","121824197401218496","2002-12-13","民办教师","正高级教师","语文","13900510041","北京市东直门内大街10号楼-3号"
"194","上海市格致中学","戚桂","女","1982/2/14","541606198202143791","2009-12-15","公办教师","三级教师","数学","15607486851","上海市回龙观西大街9号"
"195","福州格致中学","金功泰","男","1983/9/24","500616198309244762","2009-11-12","民办教师","二级教师","化学","13600748995","福建省福州市百子湾路易构空间对面"
"196","辛集市明珠中学","吴荣玲","女","1970/8/22","451116197008226792","1999-05-21","外聘人员","高级教师","美术","13806420005","河北省石家庄市双花园南里三区23号楼103室"
"197","浙江省杭州第九中学","柏彬贵","男","1976/7/25","320110197607259809","2005-09-19","民办教师","正高级教师","历史","13706194182","浙江省杭州市石景山路2号北京台湾街C01区3号楼"
"198","浙江省杭州第七中学","舒弘琛","男","1976/1/11","330825197601114727","2004-12-07","外聘人员","高级教师","计算机技术","13006868187","浙江省杭州市开放路113号南四层609室"
"199","河北正定中学","米娣枝","女","1979/3/15","440927197903154332","2008-08-31","民办教师","正高级教师","数学","15500714757","河北省石家庄市机场生活区西平街一号"
"200","郑州外国语学校","沈婵","女","1974/6/26","811120197406261414","1999-09-09","民办教师","一级教师","语文","15901364965","河南省郑州市东四北大街甲82-1号"
