"金华市磐安县万康制药有限公司","上地三街金隅嘉华大厦D座一层","谈永","13605772759","二硝基甲苯加氢法生产甲苯二胺过程中产品精制产生的废液","261-023-11","34g","15g","1g","18g"
"宁波市江北区德祥电镀有限公司","酒仙桥路18号颐堤港1楼50号","于静淑","13006541038","二硝基甲苯加氢法生产甲苯二胺过程中产品精制产生的重馏分","261-024-11","605g","92g","356g","157g"
"衢州市开化县瑞丰医药有限公司","志新路二里庄35号楼","孟旭","15700208350","甲苯二胺光气化法生产甲苯二异氰酸酯过程中溶剂回收塔产生的有机冷凝物","261-025-11","716g","56g","441g","219g"
"宁波市镇海区耀顺药品有限公司","香山清琴麓院","凤飘育","13908880910","氯苯生产过程中的蒸馏及分馏残渣","261-026-11","771g","515g","74g","182g"
"嘉兴市嘉善县久协涂料有限公司","李桥镇樱花园1区门口东侧","邵发","13108331795","使用羧酸肼生产 1,1-二甲基肼过程中产品分离产生的残渣","261-027-11","923g","600g","112g","211g"
"绍兴市柯桥区元优能源化工有限公司","花家地小区水源五厂40号","祝琼勤","15500834143","乙烯溴化法生产二溴乙烯过程中产品精制产生的蒸馏残渣","261-028-11","324g","85g","166g","73g"
"杭州市江干区春信钢带有限公司","红坊路","何黛","15707260897","α-氯甲苯、苯甲酰氯和含此类官能团的化学品生产过程中产生的蒸馏残渣","261-029-11","841g","685g","86g","70g"
"台州市黄岩区公盈辐条有限公司","增光路55号紫玉饭店1-2楼","窦若鸣","15307926847","四氯化碳生产过程中的重馏分","261-030-11","829g","630g","139g","60g"
"温州市洞头区公盈涂料有限公司","穆家峪镇北穆家峪村","黄树","15802146053","二氯乙烯单体生产过程中蒸馏产生的重馏分","261-031-11","818g","685g","17g","116g"
"金华市浦江县辉圣药业有限公司","昌平西关北路北侧西关商贸楼7号","齐以","13302865415","氯乙烯单体生产过程中蒸馏产生的重馏分","261-032-11","162g","96g","47g","19g"
"衢州市衢江区同富胶带有限公司","005乡道与平沿路交叉口旁","邬雁蓓","13301723775","1,1,1-三氯乙烷生产过程中蒸汽汽提塔产生的残余物","261-033-11","290g","250g","15g","25g"
"温州市苍南县利如集成电路制造有限公司","阜石路当代商城北侧停车场104号","戚壮","13308225852","1,1,1-三氯乙烷生产过程中蒸馏产生的重馏分","261-034-11","183g","68g","22g","93g"
"杭州市上城区盛欣制药有限公司","五棵松西翠路","尹壮","15704397816","三氯乙烯和四氯乙烯联合生产过程中产生的重馏分","261-035-11","654g","392g","59g","203g"
"潮州市长兴县聚兴工业有限公司","王府井步行街澳门中心3楼apm东面","禹俊峰","13006972911","苯和丙烯生产苯酚和丙酮过程中产生的重馏分","261-100-11","298g","89g","188g","21g"
"杭州市余杭区长福胶带有限公司","乙二号院5-6号楼新城市广场地下一层盒马鲜生","葛纨仪","13902734629","苯泵式消化生产硝基苯过程中产生的重馏分","261-101-11","214g","162g","11g","41g"
"潮州市长兴县华飞石化有限公司","文昌胡同42号","席月莺","13100023422","铁粉还原硝基苯生产苯胺过程中产生的重馏分","261-102-11","746g","741g","3g","2g"
"绍兴市越城区德祥电镀有限公司","通朝大街233号","水雁蓓","13206716052","苯胺、乙酸酐或乙酰苯胺为原料生产对硝基苯胺过程中产生的重馏分","261-103-11","203g","43g","53g","107g"
"宁波市北仑区隆安帆布生产有限公司","北苑路108号","施乐","13103345289","对氯苯胺氨解生产对硝基苯胺过程中产生的重馏分","261-104-11","969g","197g","699g","73g"
"温州市龙湾区元正金属有限公司","高碑店北路甘露园19号院","方晨辰","15001274683","氨化法、还原法生产邻苯二胺过程中产生的重馏分","261-105-11","856g","304g","171g","381g"
"杭州市西湖区元正涂料有限公司","龙兴南二路5号院1号楼201室","苏伟刚","13502847896","苯和乙烯直接催化、乙苯和丙烯共氧化、乙苯催化脱氢生产苯乙烯过程中产生的重馏分","261-106-11","165g","144g","12g","9g"
"宁波市海曙区德祥化学有限公司","定福庄西街甲1号","蓝梅","13903044576","二硝基甲苯还原催化生产甲苯二胺过程中产生的重馏分","261-107-11","931g","871g","24g","36g"
"台州市椒江区元优钢带有限公司","南菜园街12号2楼","董艳","13900335140","对苯二酚氧化生产二甲氧基苯胺过程中产生的重馏分","261-108-11","411g","227g","140g","44g"
"潮州市安吉县合亨药业有限公司","五里坨新马路星期六儿童成长乐园旁","黄豪","13806553542","萘磺化生产萘酚过程中产生的重馏分","261-109-11","871g","396g","46g","429g"
"衢州市龙游县盛欣制药有限公司","三里河路41号，甘家口大厦南侧200米路西","岑功","13702526345","苯酚、三甲苯水解生产 4,4'-二羟基二苯砜过程中产生的重馏分","261-110-11","561g","553g","7g","1g"
"嘉兴市海盐县同福制药有限公司","红坊路","傅光天","15501905409","甲苯硝基化合物羰基化法、甲苯碳酸二甲酯法生产甲苯二异氰酸酯过程中产生的重馏分","261-111-11","353g","117g","67g","169g"
"杭州市江干区乾美钢带有限公司","太平桥路44号中青旅山水酒店1楼","潘贵福","15607540758","苯直接氯化生产氯苯过程中产生的重馏分","261-112-11","81g","40g","7g","34g"
"杭州市余杭区东昌药品有限公司","玉桥中路106号","常融","13405844888","乙烯直接氯化生产二氯乙烷过程中产生的重馏分","261-113-11","818g","782g","31g","5g"
"杭州市富阳区长隆辐条有限公司","西红门桥向北200米路西秋实楼一层","昌民","15205834502","甲烷氯化生产甲烷氯化物过程中产生的重馏分","261-114-11","708g","225g","357g","126g"
"衢州市龙游县隆安胶带有限公司","十渡镇九渡民俗村涞宝路蹦极对面","湛茂进","15600112266","甲醇氯化生产甲烷氯化物过程中产生的釜底残液","261-115-11","446g","73g","94g","279g"
"衢州市衢江区旺利药品有限公司","红螺路芦庄村西口87号","廉伦","13006108581","乙烯氯醇法、氧化法生产环氧乙烷过程中产生的重馏分","261-116-11","606g","500g","66g","40g"
"潮州市安吉县伟荣电镀有限公司","望京旺角购物广场负一层","任才发","15502410993","乙炔气相合成、氧氯化生产氯乙烯过程中产生的重馏分","261-117-11","469g","116g","322g","31g"
"温州市苍南县春信辐条有限公司","天通苑西三区中福大厦3楼","潘克伦","15100111490","乙烯直接氯化生产三氯乙烯、四氯乙烯过程中产生的重馏分","261-118-11","365g","270g","85g","10g"
"温州市洞头区耀顺辐条有限公司","新南路63号","祝行时","15705754772","乙烯氧氯化法生产三氯乙烯、四氯乙烯过程中产生的重馏分","261-119-11","675g","81g","490g","104g"
"潮州市吴兴区伟复金属有限公司","东堂子胡同77号","卞娴","15601191709","甲苯光气法生产苯甲酰氯产品精制过程中产生的重馏分","261-120-11","228g","99g","64g","65g"
"金华市武义县久多辐条有限公司","西北旺镇冷泉东路20号","戚岩中","13003505394","甲苯苯甲酸法生产苯甲酰氯产品精制过程中产生的重馏分","261-121-11","416g","354g","8g","54g"
"温州市瓯海区长隆制药有限公司","七圣路甲7号爱琴海购物中心4层","禹冠","13404040284","甲苯连续光氯化法、无光热氯化法生产氯化苄过程中产生的重馏分","261-122-11","650g","271g","241g","138g"
"台州市黄岩区贵丰化学有限公司","京良路10号乐家购物中心3层","黄进","13301374912","偏二氯乙烯氢氯化法生产 1,1,1-三氯乙烷过程中产生的重馏分","261-123-11","502g","330g","48g","124g"
"杭州市滨江区德高金属有限公司","渤海镇苇店村","张华","13005776528","醋酸丙烯酯法生产环氧氯丙烷过程中产生的重馏分","261-124-11","976g","852g","66g","58g"
"宁波市象山县利如辐条有限公司","方庄南路方庄桥南侧","倪辉力","15306421403","异戊烷（异戊烯）脱氢法生产异戊二烯过程中产生的重馏分","261-125-11","398g","175g","97g","126g"
"潮州市南浔区合亨集成电路制造有限公司","马池口镇政府北800米,华彬庄园对面","酆福","13704871473","化学合成法生产异戊二烯过程中产生的重馏分","261-126-11","860g","428g","155g","277g"
"金华市浦江县辉圣制药有限公司","永外果园8号欣雅汇生活广场5层","雷芳","15005786641","碳五馏分分离生产异戊二烯过程中产生的重馏分","261-127-11","36g","17g","18g","1g"
"杭州市富阳区春谦电子有限公司","雁栖镇长园村318号","杜欢霄","13007986504","合成气加压催化生产甲醇过程中产生的重馏分","261-128-11","219g","190g","14g","15g"
"温州市瓯海区隆安金属有限公司","牛街输入胡同路北大槐树下","吕朋斌","13801765616","水合法、发酵法生产乙醇过程中产生的重馏分","261-129-11","727g","284g","395g","48g"
"衢州市开化县长隆工业有限公司","沿河景观路47-4号","方兴","13804090528","环氧乙烷直接水合生产乙二醇过程中产生的重馏分","261-130-11","993g","786g","148g","59g"
"潮州市长兴县东昌金属有限公司","东直门南大街1号北京来福士5层","金珊莎","15707053869","乙醛缩合加氢生产丁二醇过程中产生的重馏分","261-131-11","135g","80g","7g","48g"
"杭州市下城区同富化学有限公司","右安门外玉林小区二条","华光天","13005615475","乙醛氧化生产醋酸蒸馏过程中产生的重馏分","261-132-11","745g","301g","275g","169g"
"杭州市江干区聚兴电镀有限公司","鲁谷建材市场","秦翠雅","15808739040","丁烷液相氧化生产醋酸过程中产生的重馏分","261-133-11","460g","383g","11g","66g"
"杭州市余杭区聚兴医药有限公司","崇文门祈年大街东打磨厂街7号新活馆三层","戚柔","13404537232","电石乙炔法生产醋酸乙烯酯过程中产生的重馏分","261-134-11","679g","665g","4g","10g"
"温州市龙湾区长隆帆布生产有限公司","槐柏树街北里甲2-4","杨翔旭","15608183149","氢氰酸法生产原甲酸三甲酯过程中产生的重馏分","261-135-11","960g","161g","309g","490g"
"金华市金东区昌益辐条有限公司","后海鸦儿胡同19号","酆豪","15505397879","β-苯胺乙醇法生产靛蓝过程中产生的重馏分","261-136-11","132g","49g","43g","40g"
"绍兴市上虞区聚兴化学有限公司","石门村东路12号","屈固之","13700980862","有色金属火法冶炼过程中产生的焦油状残余物","321-001-11","406g","68g","326g","12g"
"温州市永嘉县多乾电镀有限公司","安翔北路安翔里甲21号","吴伟刚","13004672865","废矿物油再生过程中产生的酸焦油","772-001-11","524g","254g","54g","216g"
"衢州市柯城区元优镀锌有限公司","前山所前山岱山路74号工业区6幢1楼","孙刚","15902438042","其他精炼、蒸馏和热解处理过程中产生的焦油状残余物","900-013-11","426g","415g","4g","7g"
"衢州市常山县辉圣电镀有限公司","月亮河河滨路1号","毕瑶","15006140660","铬黄和铬橙颜料生产过程中产生的废水处理污泥","264-002-12","891g","585g","66g","240g"
"温州市洞头区聚兴辐条有限公司","百子湾西里403号楼负一层","戚敬震","15101118809","钼酸橙颜料生产过程中产生的废水处理污泥","264-003-12","713g","349g","26g","338g"
"台州市椒江区伟荣电镀有限公司","马池口镇政府北800米,华彬庄园对面","薛功","15907481107","锌黄颜料生产过程中产生的废水处理污泥","264-004-12","757g","183g","334g","240g"
"杭州市滨江区利如化学有限公司","望京广顺北大街河荫中路2区2号","梁谦","15602183889","铬绿颜料生产过程中产生的废水处理污泥","264-005-12","821g","550g","66g","205g"
"杭州市滨江区聚兴石化有限公司","沿河景观路76-5号","任裕","13005436267","氧化铬绿颜料生产过程中产生的废水处理污泥","264-006-12","733g","507g","69g","157g"
"","","","","","","205g","168g","31g","6g"
"","","","","","","241g","145g","1g","95g"
"","","","","","","369g","328g","23g","18g"
"","","","","","","1516g","1076g","285g","155g"
"","","","","","","849g","670g","143g","36g"
"","","","","","","1597g","274g","279g","1044g"
"","","","","","","786g","201g","201g","384g"
"","","","","","","488g","173g","186g","129g"
"","","","","","","1352g","857g","324g","171g"
"","","","","","","985g","236g","150g","599g"
"","","","","","","806g","513g","93g","200g"
"","","","","","","579g","184g","280g","115g"
"","","","","","","20g","12g","3g","5g"
"","","","","","","1210g","61g","209g","940g"
"","","","","","","287g","78g","173g","36g"
"","","","","","","234g","164g","53g","17g"
"","","","","","","1310g","576g","575g","159g"
"","","","","","","555g","220g","19g","316g"
"","","","","","","1001g","262g","680g","59g"
"","","","","","","822g","671g","12g","139g"
"","","","","","","385g","103g","268g","14g"
"","","","","","","1017g","533g","154g","330g"
