"172","解家遗址","370303","文物修复工","舒力","10年","2011/9/8","劳动用工","男","430801197206278642","15702172730","湖南省岳阳市四季青阜石路西山国际城甲69号11号楼107"
"173","常道观","370113","监区巡视员","吴荷","15年","2009/3/26","劳务用工","女","371521198412106313","15600586358","山东省济宁市昌崔路北邵洼地铁"
"174","兴国寺","370113","文物修复工","卫琴昭","14年","2008/7/31","劳动用工","男","131825198701044420","15206562403","河北省秦皇岛市华远好天地商业中心37号楼3层301室"
"175","平阴四山摩崖石刻","370124","监区巡视员","车园","12年","2009/7/17","劳务用工","男","211514199011073853","13300180317","辽宁省阜新市来广营乡红军营村53号"
"176","方峪建筑群","370112","监区巡视员","卢玉","10年","2012/3/19","劳务用工","女","710125198110142854","15203726867","台湾市双花园南里三区23号楼103室"
"177","向阳遗址","370211","考古挖掘工","柳娥眉","6年","2014/7/25","劳动用工","男","151005197102137344","15907877748","内蒙古市塔营北街北双桥村村委会西行10米"
"178","淄博市展览馆旧址","370303","监区巡视员","卢兴民","9年","2013/3/12","劳动用工","男","501705198809306885","15705948073","重庆市塔营北街北双桥村村委会西行10米"
"179","奎虚书藏","370102","文物修复工","甘岚姣","10年","2010/7/30","劳务用工","男","121823198008232390","15808615598","天津市来广营乡红军营村53号"
"180","云台寺","370106","考古挖掘工","贾子浩","9年","2014/1/31","劳务用工","男","611123199406179107","13003520122","陕西省宝鸡市神路街39号"
"181","财贝沟墓群","370214","监区巡视员","梅磊","6年","2014/9/27","劳务用工","女","130906197703011019","13002704977","河北省邢台市复兴路五棵松乐视体育生态中心内华熙live097商铺"
"182","张店侵华日军战俘集中营旧址","370303","考古挖掘工","孟富贵","13年","2007/8/30","劳动用工","男","111312197804131182","13204773574","北京市亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁"
"183","青云宫","370214","文物修复工","袁浩星","12年","2012/5/28","劳务用工","男","521014197407308668","13804354017","贵州省贵阳市朝阳路八里庄东里1号莱锦a区3号楼03a"
"184","湛山炮台旧址","370202","考古挖掘工","段珍","12年","2010/11/27","劳动用工","男","501303199304301859","13402303061","重庆市七星东街七星园11号"
"185","小寨清真寺","370105","监区巡视员","刘瑶琴","7年","2016/5/29","劳务用工","男","520402198701111782","15806356589","贵州省遵义市礼贤街西口往东100米路北"
"186","兴国寺","370113","监区巡视员","季超","14年","2005/11/18","劳动用工","男","531119197012252244","15004744300","云南省丽江市北京丰台区临泓路1号"
"187","周河遗址","370124","监区巡视员","廉翰致","7年","2015/7/23","劳务用工","女","711326198512254454","15007208402","台湾市机场生活区西平街一号"
"188","危山汉墓","370113","考古挖掘工","齐庆","11年","2011/4/12","劳动用工","女","540318198103032947","13603184624","西藏市东直门内大街10号楼-3号"
"189","新华院旧址","370105","考古挖掘工","熊宏","7年","2013/10/24","劳务用工","女","611418199106101532","15208584801","陕西省延安市百子湾路16号"
"190","经一路津浦铁路公司旧址","370103","文物修复工","吴雪","9年","2015/2/21","劳动用工","女","631404197102155467","13803267209","青海市春泽路与临泓路交叉口南行80米路西"
"191","孟氏古楼","370113","文物修复工","柳华荔","11年","2013/9/9","劳动用工","男","360526197801314798","13005898786","江西省新余市望京商业中心中庭广场F座109"
"192","新屯汉墓群","370124","监区巡视员","贝雄磊","11年","2012/7/29","劳务用工","男","110228197104251671","13903855968","北京市永旺国际商城"
"193","华阳宫古建筑群","370106","考古挖掘工","毕利栋","12年","2012/12/8","劳动用工","男","500208198003098558","15006296336","重庆市来广营乡红军营村53号"
"194","海云庵","370203","考古挖掘工","尤玉","8年","2014/2/20","劳务用工","男","321728198009068079","15003803801","江苏省徐州市朝阳北路青年汇104号楼底商102"
"195","洛庄汉墓","370113","文物修复工","吴之航","14年","2012/1/4","劳动用工","女","621512197208128006","15600675543","甘肃省金昌市花园路8号"
"196","小屯遗址","370112","文物修复工","孟青秋","7年","2015/11/23","劳动用工","女","531805198702247683","13105448797","云南省丽江市华远好天地商业中心37号楼3层301室"
"197","大通宫","370214","监区巡视员","徐娜","14年","2008/11/13","劳动用工","女","331512199409192824","13603536064","浙江省绍兴市万寿路君安写字楼"
"198","王泉摩崖造像","370112","文物修复工","白亮泰","14年","2008/5/30","劳动用工","女","450426198207289650","13103523842","广西市大栅栏西街88号"
"199","老舍故居","370202","考古挖掘工","葛荔韵","6年","2015/7/16","劳务用工","女","710324199304277789","15203936764","台湾市朝阳路八里庄东里1号莱锦a区3号楼03a"
"200","道贵墓","370102","文物修复工","魏乐友","9年","2010/12/3","劳务用工","女","461506198311173799","15608245161","海南省三亚市北青云路青云小区对面"
