"绍兴骏联家纺制品有限公司","外资企业","绍兴市柯桥区杨汛桥镇江桥唐家桥","绍兴骏联家纺制品有限公司","程荣","15337478217","1775","887","768","1"
"嘉兴市联合安装工程有限公司","外资企业","嘉兴市乍浦镇雅山中路88号内","嘉兴市联合安装工程有限公司","陆静","15353581950","553","446","76","0"
"上海浦东发展银行股份有限公司杭州余杭支行","国有控股企业","余杭区临平北大街150号","上海浦东发展银行股份有限公司杭州余杭支行","缪健","13282603808","1762","1620","593","0"
"浙江甲壳虫印刷包装有限公司","外资企业","开化县城关镇茶园路16号","浙江甲壳虫印刷包装有限公司","芦桂兰","14763201523","1137","697","72","1"
"浙江兴达物流有限公司","私营企业","杭州余杭区余杭经济开发区临平大道502号。","浙江兴达物流有限公司","赵岩","15251874343","877","720","349","1"
"温岭市新建船舶修造厂","合资企业","温岭市滨海镇新民村","温岭市新建船舶修造厂","张雷","13902228139","1929","1735","921","1"
"浙江宇邦纤维有限公司","国有控股企业","诸暨市陶朱街道三都村（紫兰路）","浙江宇邦纤维有限公司","王峰","14557334818","1540","1076","280","1"
"温州市豹氏工贸有限公司","国有企业","温州市瓯海新桥高翔路5号(第1幢第1、2楼)","温州市豹氏工贸有限公司","魏春梅","18944265263","1876","1836","650","0"
"矽力杰半导体技术（杭州）有限公司","国有企业","浙江省杭州市西湖区文三路90号71幢A1501-A1505、A1509-A1511室","矽力杰半导体技术（杭州）有限公司","赵俊","18175432021","579","394","156","0"
"浙江德清完美箱包有限公司","国有企业","浙江省德清县莫干山经济开发区兴山路","浙江德清完美箱包有限公司","赵丽","15254978195","1460","830","550","1"
"浙江万谷科技有限公司","国有企业","温州高新技术产业开发区高一路1号","浙江万谷科技有限公司","刘坤","15596537216","527","511","65","1"
"嘉兴市鹿都房地产开发有限公司","国有企业","嘉兴市梅湾商务中心东区19号楼402室","嘉兴市鹿都房地产开发有限公司","苏淑珍","15673404787","1373","1144","409","1"
"温州市大盛建材有限公司","国有控股企业","苍南县芦浦镇镇前街87号镇政府大院1幢108室","温州市大盛建材有限公司","赵静","13326569838","828","756","288","0"
"杭州万科大家房地产开发有限公司","私营企业","杭州市萧山区市心北路857号195-1室","杭州万科大家房地产开发有限公司","劳海燕","18942921906","929","566","227","0"
"杭州拱宸股份经济合作社","外资企业","浙江省杭州市拱墅区舟山东路105号201室","杭州拱宸股份经济合作社","彭博","13327256399","1220","625","286","0"
"临海亨达工艺制品有限公司","国有控股企业","临海市大洋街道沈南路13号","临海亨达工艺制品有限公司","姚博","18735177528","1923","1378","220","1"
"浙江巨桑家私有限公司","国有控股企业","衢州市东港七路86号","浙江巨桑家私有限公司","张丽","18885617558","1983","1355","332","0"
"浙江航天无纺布有限公司","外资企业","萧山区萧山经济技术开发区宁税路106号","浙江航天无纺布有限公司","李兵","14505862306","1389","1144","691","1"
"浙江强兴特钢有限公司","国有控股企业","浙江省龙泉市金岗工业园金岗大道2号","浙江强兴特钢有限公司","黄晨","13171098631","1088","645","424","1"
