"鲁勇毅","611201199307191937","13704464074","鼎好大厦","天津义盛建筑产业集团有限公司","博仁医院","2019-06-21","F022829760325","精神科","自费","D071515678065"
"方时","611204197907162125","13008762046","东四北大街343号银地宾馆2楼","成都干通亨国际工程技术有限公司","中医院","2019-06-08","P010819364721","外科","农村医保","D054613835323"
"傅雄琛","611220198510213033","15005230084","北房镇幸福西街30号北大门两侧","广州全信建筑产业集团有限公司","爱康医院","2019-04-10","O090273877030","外科","农村医保","B082328469470"
"李庆","621513197709307545","15308063116","东轴斜街6号","厦门进吉房地产开发有限公司","安达医院","2019-05-16","N060194791824","外科","自费","D036214684182"
"沈巧","621613197107013966","13806058597","乐园大街北京金运通大型轮胎翻修有限公司对面","天津兴本国际工程技术有限公司","和睦家医院","2019-04-28","N025373956955","外科","自费","M000723212609"
"茅美娜","630216199806228823","13303677340","朝阳门外大街甲6号万通中心商业2层国安家","重庆浩通聚环境建设股份有限公司","博仁医院","2019-03-12","A041490096267","精神科","自费","G085117499659"
"臧祥","630722199707087809","13106474482","蒲黄榆路芳古园一区9号楼","济南华飞房产经纪有限公司","蕙兰医院","2019-06-25","K029301905068","中医科","城镇医保","S045160922066"
"湛树","630822198603016681","15908555603","板井路金源不夜城地下","北京华飞贸易有限公司","慈航医院","2019-03-21","C057749450716","传染科","城镇医保","P038418683773"
"贝江超","631127197103113848","15001305223","劲松地铁站c口旁劲松大厦四层","济南金润环境建设股份有限公司","爱康医院","2019-05-26","C039603761874","内科","城镇医保","I003068134606"
"朱伯","631212197706225641","15007531374","顺三条与横六条交叉口西南角","济南丰巨国际工程技术有限公司","爱康医院","2019-03-26","E036151871213","肿瘤科","自费","I039807369341"
"韦轮翰","631713199801166668","13605440640","香山买卖街乙58号","成都飞凯建筑产业集团有限公司","爱康医院","2019-04-16","S010782031181","心理咨询科","自费","K002160192603"
"俞媛艳","640407198710271577","15700513725","蒲方路芳古园一区29-4号","上海康贵国际工程技术有限公司","佳美医院","2019-03-24","R032112135648","五官科","自费","R028206932440"
"平舒","640603197703056233","15701776832","罗马湖左堤路1号","北京元宝汇建筑产业集团有限公司","华德医院","2019-04-02","I091528398437","外科","自费","K029218812715"
"赵素","641125199906171584","15005481993","清河中街68号华润五彩城购物中心东区5层L558A","天津瑞合皇房产经纪有限公司","佳美医院","2019-06-30","J025970459223","精神科","城镇医保","E044032621794"
"窦全","641406198601246599","15908235631","朝阳门北大街2号港澳中心酒店1楼","南京进吉咨询管理有限责任公司","蕙兰医院","2019-04-04","I081718801866","传染科","农村医保","S057297119029"
"谈东文","641522199901226243","13403542099","小汤山镇大柳树村153号","深圳佳泰贵土石方工程有限公司","华德医院","2019-04-19","K034576828723","内科","城镇医保","R081538632480"
"倪君琴","641826198306201205","15500758454","马池口镇百泉庄村411号院2号","大连进吉建筑产业集团有限公司","博仁医院","2019-06-06","J014477309538","精神科","自费","J064413649008"
"贺力","650916198110274475","13308130339","史家营莲花庵村","广州成同房产经纪有限公司","泰达医院","2019-03-06","S013103388006","精神科","城镇医保","L068542448855"
"祁荣","651417199501288375","15808876312","展览馆路14号楼","天津通浩科技有限公司","万杰医院","2019-05-03","H040173607361","外科","农村医保","S049921363441"
"熊奇","710119198209165259","15101467348","紫金庄园9号楼一层","厦门公义房产经纪有限公司","安达医院","2019-05-12","D061223752590","内科","城镇医保","Q023608268491"
"谢林有","710126197201185745","15507894119","青年路西里2号院6号楼1层商业B106","广州顺合伟集团股份有限公司","博仁医院","2019-06-20","E004969487796","精神科","自费","S043602856157"
"顾光天","710310198609285600","15901762621","怡馨家园南门5号楼底商","沈阳丰成富环境建设股份有限公司","英智医院","2019-03-01","H031189457587","中医科","城镇医保","N017416737980"
"吴哲","711010197904203795","15503111516","东直门内大街189号","成都永吉耀国际工程技术有限公司","蕙兰医院","2019-04-05","M075132090631","心理咨询科","农村医保","Q062586456832"
"闵良海","711419199307302451","13303853236","东四环南路9号 燕莎奥特莱斯购物中心C座-3024号","天津祥耀土石方工程有限公司","景安医院","2019-06-04","R026334255915","外科","自费","L075975103053"
"宋言","711622198202048960","13905581385","垂杨柳北里2号楼对面","北京洪庆股份有限公司","爱康医院","2019-05-24","N075402935223","内科","自费","A030829743022"
"邵翰","711727197808264220","13601914635","宋庄镇小堡村北街18号","沈阳台生益建筑产业集团有限公司","和睦家医院","2019-04-20","D037776792979","皮肤科","自费","M036693282784"
"喻霭","810220198305163082","13301403914","慧华苑小区门面房","南京通满房产经纪有限公司","安达医院","2019-04-03","A025808248086","皮肤科","城镇医保","R008338044028"
"庞志","810709199802166698","15904348799","火沙路香蜜湾小区一号楼101室","沈阳广洪宝科技有限公司","蕙兰医院","2019-06-01","A055289561368","肿瘤科","农村医保","B073177182301"
"何龙","811106197903133010","13801415235","东四环南路9号 燕莎奥特莱斯购物中心C座-3024号","深圳进安建筑装饰工程有限公司","英智医院","2019-06-11","M043574075813","中医科","农村医保","M092117116447"
"岑祥","811325198106069680","15803753122","建国路华贸中心东区四层","南京聚荣信房产经纪有限公司","和睦家医院","2019-03-12","P078495406916","内科","农村医保","G078530874572"
"费冰爽","811527197407141078","15601196835","穆家峪镇前栗园村密云机场","重庆中义科技有限公司","佳美医院","2019-04-25","G010151438272","传染科","城镇医保","I010552353152"
"姜筠柔","811527199001256902","15705437200","华润万家二楼","天津升盈咨询管理有限责任公司","人民医院","2019-04-17","S035026981985","中医科","城镇医保","S036567727702"
"廉霄","811608199509036325","13905213847","永定路66号长峰假日酒店2楼","南京丰正恒建筑装饰工程有限公司","泰达医院","2019-04-14","S070855800764","五官科","自费","E003093310815"
"孟雪荣","811711199903229044","13405176927","四惠公交枢纽站西侧诚辉商务酒店一楼","北京凯弘股份有限公司","华德医院","2019-03-08","P039863337145","精神科","城镇医保","I010405794140"
