"殷打巴","350103197608181660","1976/8/18","中国","窦久她","542132198809121756","1988/9/12","中国","J183317-2001-2181","2001/9/10","上海上海市婚姻登记处","无"
"岑录次","370783199102082881","1991/2/8","中国","范罪再","530425197206061517","1972/6/6","中国","J392135-1953-2009","1953/3/18","安徽省阜阳市婚姻登记处","无"
"鲁味种","530328198901132223","1989/1/13","中国","明书致","412801196210222062","1962/10/22","中国","J626261-1968-1305","1968/1/8","辽宁省葫芦岛市婚姻登记处","无"
"黄然食","340122199610232312","1996/10/23","中国","于及免","532328197407051011","1974/7/5","中国","J131034-2011-1977","2011/10/26","湖南省张家界市婚姻登记处","无"
"于通熟","420504196109292827","1961/9/29","中国","酆曲接","513901198512292436","1985/12/29","中国","J518094-2005-1962","2005/2/27","海南省临高县婚姻登记处","无"
"蒋无州","612427197804051858","1978/4/5","中国","任单种","654326196108062839","1961/8/6","中国","J483307-1984-1808","1984/9/18","河北省邢台市婚姻登记处","无"
"袁身业","34242619851126123X","1985/11/26","中国","梁姐礼","130629195509271442","1955/9/27","中国","J117637-1971-1395","1971/10/24","辽宁省盘锦市婚姻登记处","无"
"邬令","342531197708132206","1977/8/13","中国","周数家","530126196110292199","1961/10/29","中国","J355919-2002-2500","2002/4/20","吉林省松原市婚姻登记处","无"
"范充本","511123195211241319","1952/11/24","中国","葛西","130984198103161731","1981/3/16","中国","J391591-1998-2641","1998/9/13","湖北省宜昌市婚姻登记处","无"
"酆性","310106197312172425","1973/12/17","中国","平良","412728195801061803","1958/1/6","中国","J100833-2014-1109","2014/11/14","湖北省恩施土家族苗族自治州婚姻登记处","无"
"茅臓接","410103198306022729","1983/6/2","中国","舒乎","622126196712231397","1967/12/23","中国","J344280-1977-1758","1977/9/13","江西省上饶市婚姻登记处","无"
"葛的伦","450922195505131182","1955/5/13","中国","雷前环","23012919890713200X","1989/7/13","中国","J646571-2002-1613","2002/4/26","海南省陵水黎族自治县婚姻登记处","无"
"水支汉","450331197104082132","1971/4/8","中国","苏好丽","542224199004222728","1990/4/22","中国","J451640-1961-2302","1961/4/23","香港特别行政区香港岛婚姻登记处","无"
"陈我绝","422802197501212713","1975/1/21","中国","郝约向","152327195207091733","1952/7/9","中国","J351466-2014-3228","2014/5/26","重庆重庆市婚姻登记处","无"
"史清索","330824196801162471","1968/1/16","中国","萧沉空","652801196608062615","1966/8/6","中国","J457952-1964-2254","1964/3/26","吉林省白城市婚姻登记处","无"
"成写达","542338197705022425","1977/5/2","中国","郎起背","320902196705311903","1967/5/31","中国","J404797-1982-1651","1982/12/31","台湾新竹县婚姻登记处","无"
"黄细且","430602198101062561","1981/1/6","中国","祝正","653224199505071100","1995/5/7","中国","J402289-1999-1587","1999/1/6","西藏自治区日喀则地区婚姻登记处","无"
"元清这","142422195003072567","1950/3/7","中国","华得任","450324195910221210","1959/10/22","中国","J373373-1966-3363","1966/8/28","河南省三门峡市婚姻登记处","无"
"康雄成","142226198611112495","1986/11/11","中国","赵胜示","45032519810509110X","1981/5/9","中国","J586723-1955-1997","1955/6/14","澳门特别行政区澳门半岛婚姻登记处","无"
"成夫船","142601196804302979","1968/4/30","中国","奚十环","341203195204052921","1952/4/5","中国","J478025-1980-1695","1980/11/23","湖南省益阳市婚姻登记处","无"
"茅识到","460005196408172418","1964/8/17","中国","韦历相","62012219720626146X","1972/6/26","中国","J444200-1952-1155","1952/8/11","内蒙古自治区乌海市婚姻登记处","无"
"吴击议","500221197004272189","1970/4/27","中国","卜走诉","620102197506281360","1975/6/28","中国","J156969-1965-2848","1965/7/21","江苏省无锡市婚姻登记处","无"
"喻痛伤","220381198205032025","1982/5/3","中国","孟校","640324195010221975","1950/10/22","中国","J507902-2010-2751","2010/4/14","重庆重庆市婚姻登记处","无"
"潘啊","350206196903161655","1969/3/16","中国","奚什后","513232196910212486","1969/10/21","中国","J240798-1950-2570","1950/8/12","海南省陵水黎族自治县婚姻登记处","无"
"邬乎食","130524199103271486","1991/3/27","中国","于莱平","520327195501262925","1955/1/26","中国","J334575-2014-2933","2014/11/28","西藏自治区阿里地区婚姻登记处","无"
"凤资幸","460006197402131261","1974/2/13","中国","宋次等","622925198407312533","1984/7/31","中国","J110026-1976-2937","1976/5/7","四川省自贡市婚姻登记处","无"
"皮质骨","211122195910152916","1959/10/15","中国","祁判","210423198803241345","1988/3/24","中国","J452685-1964-1447","1964/4/27","海南省三亚市婚姻登记处","无"
"伏异洋","371324195809102745","1958/9/10","中国","花停恶","610111198211011275","1982/11/1","中国","J467808-1946-2253","1946/9/7","北京北京市婚姻登记处","无"
"毕黄","513722195010092976","1950/10/9","中国","雷碃吸","430404196907081529","1969/7/8","中国","J399613-2010-1752","2010/7/9","天津天津市婚姻登记处","无"
"沈技共","43038219920823268X","1992/8/23","中国","倪您普","410601197001312098","1970/1/31","中国","J158613-1985-2830","1985/5/9","河南省安阳市婚姻登记处","无"
"陶必袋","450901199308092345","1993/8/9","中国","乐质算","650107197208131725","1972/8/13","中国","J427859-1952-2379","1952/9/30","浙江省绍兴市婚姻登记处","无"
"祁双","130631199611272492","1996/11/27","中国","郎特负","452122196206082695","1962/6/8","中国","J334317-1988-1772","1988/6/13","黑龙江省大庆市婚姻登记处","无"
