"228","胡霞茗","女","360910200309215683","2003/9/21","积极分子","高中","13105258378","侯瑞冰","15006458038","福州第三中学","高二-2班"
"229","计志建","男","361827200308189336","2003/8/18","积极分子","高中","13403957173","鲍腾","15804614941","浙江省杭州第四中学","高二-4班"
"230","席伟龙","男","541307200205043076","2002/5/4","积极分子","高中","15807687135","莫广","13903911881","重庆市潼南第一中学校","高二-3班"
"231","童伦健","女","611716200407229962","2004/7/22","团员","高中","13602182454","李若奇","13406284140","成都七中","高一-6班"
"232","侯育舒","男","410902200108062299","2001/8/6","积极分子","高中","15002435339","廉裕","15505783458","重庆市万州高级中学","高三-7班"
"233","贺茜环","男","230319200402085674","2004/2/8","团员","高中","13202581118","管聪","13401296857","河北省实验中学","高一-9班"
"234","梁翠岚","男","811728200112237458","2001/12/23","团员","高中","15002446805","童兴","15301310524","南京市第十三中学","高三-5班"
"235","鲍淑","女","311016200306017088","2003/6/1","积极分子","高中","13901068171","白伊","13502467942","海口市长流中学","高二-4班"
"236","戚旭建","女","131213200106242028","2001/6/24","团员","高中","13401241296","戴宜","13600254691","合肥育英高级中学","高三-2班"
"237","鲍先亮","女","511309200109125903","2001/9/12","团员","高中","15600190164","严亚","15808394352","昆明市第三十四中学","高三-3班"
"238","施发","男","641815200010225631","2000/10/22","团员","高中","15502406891","娄云琬","13900025572","官渡区第二中学","高三-10班"
"239","吉毅永","女","231301200106022844","2001/6/2","团员","高中","15707537991","卓文翔","13400567185","石家庄五洲学校","高三-2班"
"240","邢固","女","611713200107164646","2001/7/16","团员","高中","13305012109","费娴","15906486559","远东外国语学校","高三-5班"
"241","霍亚欣","男","420724200312037473","2003/12/3","积极分子","高中","15502736053","季炎","15700884814","山东大学附属中学","高二-9班"
"242","路荷","女","140125200108015441","2001/8/1","积极分子","高中","15300614507","杜晶","13304792145","闽侯二中","高三-1班"
"243","颜中先","男","131314200009246432","2000/9/24","积极分子","高中","15703097796","乐发超","15603005132","海口实验中学","高三-4班"
"244","安宁泰","女","150624200209082603","2002/9/8","积极分子","高中","15202911695","严诚","15002522190","南湖高级中学","高二-5班"
"245","孙筠桂","女","140206200303027984","2003/3/2","积极分子","高中","15305890963","韩祥","15907646135","天津市佟楼中学","高二-4班"
"246","鲁学平","女","460710200106112622","2001/6/11","积极分子","高中","13507693314","傅朋","13403761690","沈阳市共青团实验中学","高三-3班"
"247","葛媛云","女","130518200312174849","2003/12/17","团员","高中","15305472372","戴艺叶","15107891585","沈阳市同泽高级中学","高二-10班"
"248","吕时承","男","521327200008123717","2000/8/12","团员","高中","13800498123","秦妍美","15103688308","沈阳市共青团实验中学","高三-2班"
"249","宋昭","男","211513200312318433","2003/12/31","积极分子","高中","15900077574","金杰","15905774056","武汉市洪山中学","高二-3班"
"250","凌毓卿","男","440101200407011090","2004/7/1","团员","高中","13507351329","乐琴","13403051584","福州格致中学","高一-1班"
"251","闵亨","男","430504200112258698","2001/12/25","积极分子","高中","13107880206","樊克","13707957214","海口市第一中学","高三-10班"
"252","徐菲莲","女","350827200312048829","2003/12/4","团员","高中","13208247355","段莺","15500805447","海口市第一中学","高二-5班"
"253","时叶丽","男","321823200205138670","2002/5/13","积极分子","高中","15602296496","叶榕","13800133758","武汉市实验学校","高二-2班"
"254","阮裕维","女","430114200008229127","2000/8/22","团员","高中","15201431916","毕飞亨","15008693755","铜梁一中","高三-2班"
"255","钟舒梅","女","511403200102037801","2001/2/3","团员","高中","13106666703","伏秀","15106061171","深圳市福田区红岭中学高中部","高三-5班"
"256","柳爱","男","150204200301255439","2003/1/25","团员","高中","13905705209","娄育","13204927694","山西崇实中学","高二-6班"
"257","柳建明","男","221420200105254396","2001/5/25","积极分子","高中","15703392140","郑悦毓","13200356717","山东大学附属中学","高三-7班"
"258","高春","女","311103200311279289","2003/11/27","积极分子","高中","13400605531","申超","13706236423","昆明明兴学校","高二-6班"
"259","郝鹏世","男","370112200301254758","2003/1/25","积极分子","高中","13502277960","苏羽","13704834231","四川省双流中学实验学校","高二-3班"
"260","时光","女","110119200109262781","2001/9/26","积极分子","高中","13601134088","王萍伊","13101224790","武汉市第二十中学","高三-3班"
"261","马璐","女","440216200203052348","2002/3/5","积极分子","高中","15002574501","柯嘉娥","13600281780","武汉市实验学校","高二-1班"
"262","窦斌泽","女","420214200206084163","2002/6/8","团员","高中","13002930377","童桂","15905113489","深圳市福田区南开学校","高二-6班"
"263","莫慧","男","641427200009062973","2000/9/6","团员","高中","15705126222","祁荣","13601286479","上海市格致中学","高三-3班"
"264","沈风","女","611026200302245168","2003/2/24","团员","高中","15305580959","贺贵信","15508457367","合肥大志高级中学","高二-5班"
"265","赵腾若","女","450623200106272360","2001/6/27","积极分子","高中","13703538041","傅义","15308163988","合肥市第二十二中学","高三-6班"
"266","包嘉","女","430926200205153846","2002/5/15","团员","高中","15504536878","姚林","13505245891","浙江省杭州第二中学","高二-3班"
"267","车云眉","男","810618200301021510","2003/1/2","积极分子","高中","13604151445","谢秀贞","15206305465","天津市静文高级中学","高二-8班"
"268","王山有","女","341115200208014363","2002/8/1","积极分子","高中","15303891299","姜芬玉","13606170538","昆明市第三十四中学","高二-5班"
"269","莫瑾","男","541008200106255115","2001/6/25","团员","高中","13505153961","马玉","15901136492","石家庄市第十五中学","高三-2班"
"270","鲍林","男","371416200010026015","2000/10/2","积极分子","高中","15700590476","鲍园","15707382089","天津市育杰中学","高三-4班"
"271","范春","女","351219200107073504","2001/7/7","团员","高中","15901702181","李馥","15502785055","合肥市九中","高三-9班"
"272","萧枫琴","男","140809200204114934","2002/4/11","积极分子","高中","15203801656","左丹惠","13107385420","重庆市万州第二高级中学","高二-10班"
"273","邱青","女","130815200210084526","2002/10/8","积极分子","高中","15306818007","范全","15803966340","长春市第一中学","高二-1班"
"274","谢茂生","女","140826200205233765","2002/5/23","积极分子","高中","13604666654","华舒 ","13304838956","天津市明华学校","高二-8班"
"275","金义以","男","341327200008212998","2000/8/21","积极分子","高中","13702821885","杜斌承","13102477400","长沙县第二中学","高三-4班"
"276","乐瑶馥","男","311726200311239555","2003/11/23","积极分子","高中","13402217621","侯琳宜","13808886647","湖南师范大学附属中学","高二-2班"
"277","卞红","男","641814200007312877","2000/7/31","团员","高中","13703328508","张筠瑗","13205824923","深圳市福田区红岭中学高中部","高三-7班"
"278","翟琰","男","530607200101082557","2001/1/8","团员","高中","13008111231","齐楠","13605230473","北京市汇成中学","高三-5班"
"279","乐娅","男","140117200108261315","2001/8/26","积极分子","高中","13303007431","卞环澜","15002220490","深圳市福田区红岭中学高中部","高三-3班"
"280","费清","女","211307200206095361","2002/6/9","团员","高中","13804680662","薛巧惠","15007020441","湖南省长沙市长郡中学","高二-3班"
"281","梁伦","女","341727200212023824","2002/12/2","积极分子","高中","15207341102","姜树","13900614121","大明中学","高二-5班"
"282","蒋保","男","510107200312253456","2003/12/25","团员","高中","15603031869","陆筠","13803264172","南湖高级中学","高二-9班"
"283","袁勤兰","男","140707200110268714","2001/10/26","团员","高中","13702700962","平咏黛","13502790992","武汉市洪山中学","高三-8班"
"284","韦海新","男","221516200104307995","2001/4/30","团员","高中","15505988680","孙仪思","15308665283","郑州二十四中","高三-8班"
"285","顾清","女","530703200306067142","2003/6/6","团员","高中","13900922844","樊良建","15602946950","闽侯二中","高二-7班"
"286","孟贞","男","421027200302097419","2003/2/9","团员","高中","15102546974","任义","13404485932","重庆市渝北区菁华中学校","高二-4班"
"287","侯娟影","女","711424200307179663","2003/7/17","积极分子","高中","15805660022","郝英秋","13208783250","长春市第九中学","高二-5班"
"288","雷功保","女","441307200405182669","2004/5/18","积极分子","高中","13704864623","郭滢翠","15600404305","沈阳市志成中学","高一-4班"
"289","程毅有","男","141307200109258757","2001/9/25","团员","高中","13801538169","宋荷薇","15107108397","天津市静文高级中学","高三-4班"
"290","华凤寒","女","110506200108204122","2001/8/20","团员","高中","13202042627","严瑞凤","13306056330","湖南省长沙市长郡中学","高三-3班"
"291","贺俊","男","410620200312069876","2003/12/6","团员","高中","13603564656","江康","13507378394","上海市光明中学","高二-7班"
"292","侯龙","男","211525200311141811","2003/11/14","积极分子","高中","13503486626","席莲珊","15600214868","长春市第六中学","高二-8班"
"293","苗怡","男","441710200302154991","2003/2/15","团员","高中","15704648316","颜可","15204923916","长春市第四中学","高二-10班"
"294","甄燕","男","450821200112063233","2001/12/6","团员","高中","13607554175","贝春琳","13201762886","石家庄市第十五中学","高三-6班"
"295","林亮","男","611425200203035733","2002/3/3","团员","高中","13105124749","金婉","13908806820","福州高级中学","高二-9班"
"296","苗素亚","女","810224200303075163","2003/3/7","团员","高中","15804740576","车佳","13501088480","沈阳市回民中学","高二-7班"
"297","刘有厚","女","330210200309087900","2003/9/8","团员","高中","13903027457","常芸","15107905209","南京市第十三中学","高二-3班"
"298","周琼蕊","男","320310200104293951","2001/4/29","团员","高中","13304296280","计瑗婕","15000860350","郑州市第一中学","高三-7班"
"299","汤天兴","男","441319200309183613","2003/9/18","积极分子","高中","15501574810","奚建","13504185932","长沙市楚才高级中学","高二-8班"
"300","莫雪","女","310321200307229801","2003/7/22","积极分子","高中","15603625203","施永","13302296114","福州第三中学","高二-8班"
