"鄂B20699","中型车","孙说精","身份证","654122196603121588","18160485708","2018/1/30","北京北京市顺义区牛栏山
","驾驶危险物品运输车辆在高速公路上行驶超过规定时速30％以上未达50%的","0","100","未缴"
"鄂B48661","大型车","乐讲奇","身份证","510401195604302327","15086345462","2017/1/31","河北石家庄市鹿泉市黄壁庄镇
","使用其他车辆的机动车行驶证的","1","2000","未缴"
"鄂B85429","小型车","郝烧过","身份证","330421196001041558","14955294074","2016/1/13","天津天津市和平区新兴街道
","驾驶中型以上载货汽车在高速公路上行驶超过规定时速未达20％的","12","2000","未缴"
"鄂D57218","小型车","郑素工","身份证","130106196310301475","17327303725","2018/1/19","天津天津市河西区桃园街道
","在路口超车的","6","100","未缴"
"鄂F76771","大型车","汪关楼","身份证","530112196204032277","18549777311","2017/8/31","北京北京市大兴区观音寺街道
","驾驶营运客车以外的机动车在高速公路行车道上停车的","1","2000","未缴"
"鄂K94474","小型车","皮妹住","身份证","222424195609201127","17782375734","2017/5/31","北京北京市东城区永定门外街道
","服用国家管制的麻醉药品仍继续驾驶的","0","50","已缴"
"鄂L98261","大型车","伏感科","身份证","533222198406101445","13051665552","2017/12/31","河北石家庄市辛集市位伯镇
","行人进入封闭的机动车专用道的","9","50","已缴"
"闽A46122","小型车","祝宣感","身份证","513430195304222469","18849067845","2016/10/10","北京北京市顺义区空港街道
","使用轮式专用机械牵引车辆的","6","200","未缴"
"闽B53756","小型车","凤拉后","身份证","140226195102161058","15982560940","2017/10/21","河北石家庄市晋州市槐树镇
","机动车驾驶人未按规定使用安全带的","0","100","未缴"
"闽C76090","大型车","毛处显","身份证","610111197506192515","15127684748","2018/11/11","北京北京市朝阳区团结湖街道
","出租汽车违反规定在道路上停车待客的","1","2000","已缴"
"闽C76894","小型车","上海耀华皮尔金顿玻璃股份有限公司","身份证","510681195911071509","17618476136","2018/8/2","北京北京市朝阳区望京街道
","道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距","2","200","已缴"
"闽D27107","中型车","钱待手","身份证","150301197310122466","14978700947","2018/3/20","天津天津市宝坻区尔王庄镇
","危险物品运输车辆载物超过核定载质量30%以上的","3","100","未缴"
"闽D57936","小型车","尤奶众","身份证","520301195606231709","17271376495","2018/4/21","河北石家庄市鹿泉市寺家庄镇
","驾驶中型以上载货汽车在高速公路上行驶超过规定时速50％的","3","1000","未缴"
"闽E24183","大型车","吴不啊","身份证","331001199611261213","17761246275","2017/5/3","天津天津市静海县静海镇
","伪造机动车保险标志的","12","50","已缴"
"闽E26351","小型车","纪沙照","身份证","632726196211111332","14724489622","2018/9/17","北京北京市房山区琉璃河
","使用已擅自改变型号的机动车的","1","1000","未缴"
"闽E82697","中型车","褚右朝","身份证","612730197201222385","13195092846","2016/8/9","天津天津市河西区桃园街道
","驾驶机动车违反限制或者禁止通行规定上道路行驶的","3","200","已缴"
"闽F10189","大型车","殷洗易","身份证","500222197105282032","15045579256","2018/7/15","天津天津市和平区体育馆街道
","驾驶运载危险化学品的车辆牵引机动车的","12","500","未缴"
"闽I10797","大型车","舒劳节","身份证","445321199012062045","18870143144","2017/8/16","天津天津市河东区天津铁厂街道
","拖拉机牵引多辆挂车的","6","2000","已缴"
"闽J46679","大型车","上海陆家嘴金融贸易区开发股份有限公司","身份证","542338199808262059","18431516549","2017/11/2","天津天津市静海县梁头镇
","小型载客汽车牵引旅居挂车以外的且总质量700千克以上挂车的","0","1000","已缴"
"闽J77998","中型车","萧助","身份证","542521195202272602","15679303950","2017/12/1","河北石家庄市井陉矿区凤山镇
","使用伪造、变造的机动车号牌的","1","200","未缴"
"闽K68364","中型车","北京北陆药业股份有限公司","身份证","522623196110081402","13272275491","2016/4/13","天津天津市蓟县罗庄子镇
","驾驶营运客车以外的机动车非紧急情况下在高速公路应急车道上停车的","9","100","未缴"
"闽K72256","中型车","严过剧","身份证","445202199206062356","13472972871","2016/4/22","河北石家庄市元氏县姬村镇
","驾驶中型以上载货汽车在高速公路、城市快速路以外的道路上行驶超过规定时速未达20%的","9","50","已缴"
"闽N70854","中型车","皮再兰","身份证","450106196804101582","13050651532","2018/11/10","河北石家庄市平山县岗南镇
","车辆具有被盗抢嫌疑的","3","200","未缴"
"青A48575","中型车","秦般善","身份证","220183200003102189","18750662024","2018/3/11","河北石家庄市栾城县西营乡
","使用伪造、变造的机动车保险标志的","1","2000","未缴"
"青A61108","中型车","元坐套","身份证","410928198709112703","13492231771","2016/12/16","天津天津市北辰区天津陆路港物流装备产业园
","机动车驾驶人行车时观看视频节目的","2","500","未缴"
"青D59305","中型车","唐多初","身份证","320483196407211105","17292214838","2018/11/21","北京北京市东城区交道口街道
","驾驶证损毁期间仍驾驶机动车的。","0","2000","已缴"
"青G77582","大型车","马思力","身份证","340721199512022537","14934558991","2018/9/23","天津天津市河东区天津铁厂街道
","驾驶机动车运载超限的不可解体的物品，未悬挂明显标志的","2","50","未缴"
"青L90535","大型车","尤放仅","身份证","360725197602251886","13259360198","2018/2/13","北京北京市丰台区长辛店街道
","把机动车交给未取得机动车驾驶证的人驾驶的。","1","1000","未缴"
"青L92115","小型车","谈帮青","身份证","431081195505132992","13472766627","2017/12/1","河北石家庄市长安区河东街道
","遇前方机动车停车排队等候或者缓慢行驶时，驾驶机动车从前方车辆两侧超越行驶的","12","50","已缴"
"青M94236","小型车","顾父族","身份证","350123197905082402","17286265236","2016/3/18","北京北京市密云县密云镇
","特种车辆违反规定使用警报器的","6","200","未缴"
"鲁A29709","小型车","毛追型","身份证","220623196311191955","15679749582","2018/12/14","河北石家庄市长安区跃进街道
","机动车发生故障，未按规定报警的","0","50","未缴"
"鲁B11027","大型车","孟帮灯","身份证","370211195106101659","13963856905","2016/11/13","天津天津市津南区长青办事处
","驾驶营运客车以外的机动车在高速公路行车道上停车的","6","50","已缴"
"鲁B21435","小型车","赵神口","身份证","612730197706242508","14720442148","2017/4/12","河北石家庄市藁城市九门回族乡
","驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速50%以上的","1","50","已缴"
"鲁D56871","大型车","孔帝让","身份证","420503197112021276","17873240141","2017/5/17","河北石家庄市栾城县窦妪镇
","驾驶机动车在前车超车时超车的","2","100","未缴"
"鲁F25544","中型车","柏份的","身份证","142632199308312877","18730171616","2016/3/13","河北石家庄市长安区谈固街道
","超越执行紧急任务的工程救险车的","2","50","未缴"
"鲁J58634","小型车","潘常牌","身份证","430382198007302376","13857306146","2018/5/3","北京北京市房山区新镇街道
","驾驶校车在高速公路上行驶超过规定时速未达20％的","0","500","未缴"
"鲁K60449","大型车","李兴","身份证","533527195905082167","13978200361","2017/8/8","天津天津市武清区河北屯镇
","擅自改变机动车技术结构","2","50","未缴"
"鲁L15524","中型车","陶根花","身份证","362322197501101871","13775121017","2017/10/9","天津天津市蓟县许家台镇
","在匝道、加速车道或者减速车道上超车的","6","1000","已缴"
"黑A44379","小型车","沈稜美","身份证","362430198702252925","18693436484","2018/10/2","北京北京市西城区天桥街道
","在高速公路或城市快速路以外的道路上行驶时，驾驶人未按规定使用安全带的","2","50","已缴"
"黑B82338","大型车","新疆准东石油技术股份有限公司","身份证","622927198403071093","18897802660","2016/3/16","北京北京市昌平区回龙观
","驾驶机动车运载超限的不可解体的物品，未悬挂明显标志的","1","50","已缴"
"黑B91851","小型车","褚困婚","身份证","371521199506232592","15585225679","2018/7/7","天津天津市宁河县东棘坨镇
","畜力车并行的","2","500","未缴"
"黑C59083","小型车","戚怎或","身份证","420528197811212685","17271127528","2018/10/23","北京北京市大兴区榆垡镇
","公路客运车辆载客超过额定乘员50%以上不足100%的","12","200","已缴"
"黑E15266","中型车","金波切","身份证","65430119570417232X","14514737242","2018/6/27","北京北京市通州区中仓街道
","在禁止停放车辆的地点停放车辆的","0","500","已缴"
"黑H61760","小型车","卞边坚","身份证","342529195608131280","15385035825","2018/2/13","天津天津市南开区学府街道
","过度疲劳仍继续驾驶的","2","50","已缴"
"黑I41593","小型车","贺秋舞","身份证","632801197811281355","17393303686","2018/4/10","河北石家庄市灵寿县牛城乡
","驾驶设计最高时速低于70公里的机动车进入高速公路的","12","2000","未缴"
"黑K55724","大型车","河北承德露露股份有限公司","身份证","450403198010232392","13151708828","2018/4/30","河北石家庄市鹿泉市山尹村镇
","违法记分达到12分仍驾驶机动车的","12","100","已缴"
"黑M59839","小型车","上海金枫酒业股份有限公司","身份证","53032419830112235X","13548524348","2016/10/7","河北石家庄市栾城县窦妪镇
","机动车行经没有交通信号的道路时，遇行人横过道路未避让的","6","1000","已缴"
