"11473","杨斌","330125199902121984","男","新华西街与北苑南路交叉口东南角万达广场4楼4009A","浙江省杭州市","15864234710","2017-04-19","未取得《医疗机构执业许可证》开展诊疗活动的"
"11474","葛长海","330423198912249024","男","实兴大街冠辉商务大厦一层","浙江省嘉兴市","15231741423","2017-03-14","未取得《医疗机构执业许可证》开展诊疗活动的"
"11475","徐德胜","330903198707100992","男","鲁谷南路22号","浙江省舟山市","15122364264","2015-04-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11476","郑菊彩","330821199312126016","男","石佛营路八里庄北里129号院保利东郡10-18","浙江省衢州市","15238164747","2014-11-28","未取得《医疗机构执业许可证》开展诊疗活动的"
"11477","黄晶晶","331027199112166976","男","光华东里2号","浙江省台州市","15959466890","2014-07-25","未取得《医疗机构执业许可证》开展诊疗活动的"
"11478","巨波","331023199607115008","男","永定路甲4号","浙江省台州市","15492728446","2014-09-25","未取得《医疗机构执业许可证》开展诊疗活动的"
"11479","王兴练","330622198508249024","男","工体北路三里屯SOHO3号商场B1-303号","浙江省绍兴市","15989155286","2017-01-24","未取得《医疗机构执业许可证》开展诊疗活动的"
"11480","海宁汇康贸易有限公司","330218198108179008","男","三元西桥七圣南路西坝河南路交叉口","浙江省宁波市","15845678336","2015-03-18","未取得《医疗机构执业许可证》开展诊疗活动的"
"11481","徐月玲","330520199906094976","女","东三环三元桥三源里街23号","浙江省湖州市","15383422448","2015-07-15","未取得《医疗机构执业许可证》开展诊疗活动的"
"11482","姜松福","330211197811176000","男","白纸坊街道万博商厦7号楼王府井购物中心4层","浙江省宁波市","15267709646","2014-03-11","未取得《医疗机构执业许可证》开展诊疗活动的"
"11483","邹江华","330521197603134976","男","五棵松金沟河路19号，玉泉路与永定路中间","浙江省湖州市","15112625832","2014-07-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11484","彭贵龙","330516198804297024","男","西坝河中路6号","浙江省湖州市","15380123478","2015-09-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11485","黄虹","330112197112220992","男","马家堡西路15号时代风帆大厦北侧商用楼4楼","浙江省杭州市","15677131752","2014-03-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11486","吴建英","331010196912068992","男","广泽路望京花园小区214号","浙江省台州市","15570625846","2018-03-05","未取得《医疗机构执业许可证》开展诊疗活动的"
"11487","朱建宏","331021198406217984","男","亚运村安慧里二区3号楼北辰购物中心路口东侧约150米","浙江省台州市","15205962377","2016-01-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11488","徐观宝","330812198909121984","男","将台路酒仙桥三街坊新华科技大厦二层","浙江省衢州市","15410645328","2012-09-11","未取得《医疗机构执业许可证》开展诊疗活动的"
"11489","王传标","331013197902049024","男","青年路27号院华纺新天地底商","浙江省台州市","15215665727","2017-03-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11490","周志昌","330220199007238976","男","武圣路松榆西里6号楼","浙江省宁波市","15410923059","2017-11-11","未取得《医疗机构执业许可证》开展诊疗活动的"
"11491","陈倩倩","331018197702112000","女","昌金路牛山段7号","浙江省台州市","15762853075","2019-06-28","未取得《医疗机构执业许可证》开展诊疗活动的"
"11492","段宇","330828197910289024","男","崇文门外大街3-5号新世界百货二期负1层","浙江省衢州市","15895415428","2014-07-12","未取得《医疗机构执业许可证》开展诊疗活动的"
"11493","夏利忠","330525199712224000","男","右安门外东滨河路8号","浙江省湖州市","13992413596","2014-12-01","未取得《医疗机构执业许可证》开展诊疗活动的"
"11494","彭露瑶","330514198411270976","男","管庄朝阳北路三间房东路4号院欧尚超市院内","浙江省湖州市","13794844520","2018-11-12","未取得《医疗机构执业许可证》开展诊疗活动的"
"11495","刘明书","330526198701220992","男","广渠门外大街5号院4号楼","浙江省湖州市","13554932245","2017-12-19","未取得《医疗机构执业许可证》开展诊疗活动的"
"11496","曾斌","330611197104033024","男","南磨坊武圣路武圣东里49号楼","浙江省绍兴市","13896241528","2016-12-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11497","王金亚","331027197709032000","男","京良路10号乐家购物中心3层","浙江省台州市","13781653589","2013-08-26","未取得《医疗机构执业许可证》开展诊疗活动的"
"11498","张开全","330324198910212992","男","武圣路公交站对面","浙江省温州市","13736900383","2018-08-06","未取得《医疗机构执业许可证》开展诊疗活动的"
"11499","李琳","330309199706179008","女","北辰西路临甲27号","浙江省温州市","13835228466","2018-05-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11500","占映华","330420198112252032","男","大鲁店北路铂城湾食城A-1,A-2","浙江省嘉兴市","13966285588","2015-05-06","未取得《医疗机构执业许可证》开展诊疗活动的"
"11501","闵全诗","330719198205068992","女","鼓楼西大街甲62号","浙江省金华市","13128509209","2015-03-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11502","陈道通","330928199707244992","男","圆明园西路农大西校区对面","浙江省舟山市","13906511818","2018-04-28","未取得《医疗机构执业许可证》开展诊疗活动的"
"11503","曾又红","330512199506067968","女","交大东路东侧","浙江省湖州市","13687305610","2015-07-15","未取得《医疗机构执业许可证》开展诊疗活动的"
"11504","薛莲","330217197807185024","女","和义东里六区甲8号二楼F2-02","浙江省宁波市","13420104433","2018-06-07","未取得《医疗机构执业许可证》开展诊疗活动的"
